question_id,Answer,Confidence,raw,error,tok_in,tok_out,photo,within_lbs,true_weight,bin_width,top_n
wgd_spd_3_20,170.0,0.35,"```json
[
  {""min"": 160, ""max"": 180, ""confidence"": 0.35},
  {""min"": 140, ""max"": 160, ""confidence"": 0.30},
  {""min"": 180, ""max"": 200, ""confidence"": 0.20},
  {""min"": 120, ""max"": 140, ""confidence"": 0.10},
  {""min"": 200, ""max"": 220, ""confidence"": 0.05}
]
```",,1716,121,3.jpg,10,218.0,20,5
wgd_spd_3_40,170.0,0.45,"```json
[
  {""min"": 150, ""max"": 190, ""confidence"": 0.45},
  {""min"": 190, ""max"": 230, ""confidence"": 0.35},
  {""min"": 110, ""max"": 150, ""confidence"": 0.20}
]
```",,1716,77,3.jpg,20,218.0,40,3
wgd_spd_4_02,106.0,0.18,"```json
[
  {""min"": 105, ""max"": 107, ""confidence"": 0.18},
  {""min"": 107, ""max"": 109, ""confidence"": 0.16},
  {""min"": 103, ""max"": 105, ""confidence"": 0.15},
  {""min"": 109, ""max"": 111, ""confidence"": 0.14},
  {""min"": 101, ""max"": 103, ""confidence"": 0.12},
  {""min"": 111, ""max"": 113, ""confidence"": 0.10},
  {""min"": 99, ""max"": 101, ""confidence"": 0.08},
  {""min"": 113, ""max"": 115, ""confidence"": 0.05},
  {""min"": 115, ""max"": 117, ""confidence"": 0.01},
  {""min"": 97, ""max"": 99, ""confidence"": 0.01}
]
```",,1716,231,4.jpg,1,95.0,2,10
wgd_spd_4_10,115.0,0.3,"```json
[
  {""min"": 100, ""max"": 110, ""confidence"": 0.25},
  {""min"": 110, ""max"": 120, ""confidence"": 0.30},
  {""min"": 90, ""max"": 100, ""confidence"": 0.20},
  {""min"": 120, ""max"": 130, ""confidence"": 0.15},
  {""min"": 80, ""max"": 90, ""confidence"": 0.05},
  {""min"": 130, ""max"": 140, ""confidence"": 0.03},
  {""min"": 70, ""max"": 80, ""confidence"": 0.01},
  {""min"": 140, ""max"": 150, ""confidence"": 0.005},
  {""min"": 150, ""max"": 160, ""confidence"": 0.003},
  {""min"": 160, ""max"": 170, ""confidence"": 0.002}
]
```",,1716,231,4.jpg,5,95.0,10,10
wgd_spd_4_20,110.0,0.35,"```json
[
  {""min"": 100, ""max"": 120, ""confidence"": 0.35},
  {""min"": 120, ""max"": 140, ""confidence"": 0.30},
  {""min"": 80, ""max"": 100, ""confidence"": 0.20},
  {""min"": 140, ""max"": 160, ""confidence"": 0.10},
  {""min"": 160, ""max"": 180, ""confidence"": 0.05}
]
```",,1716,121,4.jpg,10,95.0,20,5
wgd_spd_4_40,130.0,0.65,"```json
[
  {""min"": 110, ""max"": 150, ""confidence"": 0.65},
  {""min"": 100, ""max"": 140, ""confidence"": 0.20},
  {""min"": 120, ""max"": 160, ""confidence"": 0.15}
]
```",,1716,77,4.jpg,20,95.0,40,3
wgd_spd_5_02,201.0,0.15,"```json
[
  {""min"": 200, ""max"": 202, ""confidence"": 0.15},
  {""min"": 198, ""max"": 200, ""confidence"": 0.14},
  {""min"": 202, ""max"": 204, ""confidence"": 0.13},
  {""min"": 196, ""max"": 198, ""confidence"": 0.12},
  {""min"": 204, ""max"": 206, ""confidence"": 0.11},
  {""min"": 194, ""max"": 196, ""confidence"": 0.10},
  {""min"": 206, ""max"": 208, ""confidence"": 0.09},
  {""min"": 192, ""max"": 194, ""confidence"": 0.08},
  {""min"": 208, ""max"": 210, ""confidence"": 0.05},
  {""min"": 190, ""max"": 192, ""confidence"": 0.03}
]
```",,1716,231,5.jpg,1,142.0,2,10
wgd_spd_5_10,205.0,0.2,"```json
[
  {""min"": 200, ""max"": 210, ""confidence"": 0.20},
  {""min"": 190, ""max"": 200, ""confidence"": 0.18},
  {""min"": 210, ""max"": 220, ""confidence"": 0.17},
  {""min"": 180, ""max"": 190, ""confidence"": 0.14},
  {""min"": 220, ""max"": 230, ""confidence"": 0.12},
  {""min"": 170, ""max"": 180, ""confidence"": 0.09},
  {""min"": 230, ""max"": 240, ""confidence"": 0.06},
  {""min"": 160, ""max"": 170, ""confidence"": 0.02},
  {""min"": 240, ""max"": 250, ""confidence"": 0.01},
  {""min"": 150, ""max"": 160, ""confidence"": 0.01}
]
```",,1716,231,5.jpg,5,142.0,10,10
wgd_spd_5_20,210.0,0.35,"```json
[
  {""min"": 200, ""max"": 220, ""confidence"": 0.35},
  {""min"": 180, ""max"": 200, ""confidence"": 0.25},
  {""min"": 220, ""max"": 240, ""confidence"": 0.20},
  {""min"": 160, ""max"": 180, ""confidence"": 0.12},
  {""min"": 240, ""max"": 260, ""confidence"": 0.08}
]
```",,1716,121,5.jpg,10,142.0,20,5
wgd_spd_5_40,220.0,0.45,"```json
[
  {""min"": 200, ""max"": 240, ""confidence"": 0.45},
  {""min"": 160, ""max"": 200, ""confidence"": 0.35},
  {""min"": 240, ""max"": 280, ""confidence"": 0.20}
]
```",,1716,77,5.jpg,20,142.0,40,3
wgd_spd_6_02,181.0,0.15,"```json
[
  {""min"": 180, ""max"": 182, ""confidence"": 0.15},
  {""min"": 178, ""max"": 180, ""confidence"": 0.14},
  {""min"": 182, ""max"": 184, ""confidence"": 0.13},
  {""min"": 176, ""max"": 178, ""confidence"": 0.12},
  {""min"": 184, ""max"": 186, ""confidence"": 0.11},
  {""min"": 174, ""max"": 176, ""confidence"": 0.10},
  {""min"": 186, ""max"": 188, ""confidence"": 0.09},
  {""min"": 172, ""max"": 174, ""confidence"": 0.08},
  {""min"": 188, ""max"": 190, ""confidence"": 0.05},
  {""min"": 190, ""max"": 192, ""confidence"": 0.03}
]
```",,1716,231,6.jpg,1,150.0,2,10
wgd_spd_6_10,185.0,0.25,"```json
[
  {""min"": 180, ""max"": 190, ""confidence"": 0.25},
  {""min"": 170, ""max"": 180, ""confidence"": 0.20},
  {""min"": 190, ""max"": 200, ""confidence"": 0.18},
  {""min"": 160, ""max"": 170, ""confidence"": 0.15},
  {""min"": 200, ""max"": 210, ""confidence"": 0.12},
  {""min"": 150, ""max"": 160, ""confidence"": 0.05},
  {""min"": 210, ""max"": 220, ""confidence"": 0.03},
  {""min"": 140, ""max"": 150, ""confidence"": 0.01},
  {""min"": 220, ""max"": 230, ""confidence"": 0.01},
  {""min"": 130, ""max"": 140, ""confidence"": 0.00}
]
```",,1716,231,6.jpg,5,150.0,10,10
wgd_spd_6_20,190.0,0.35,"```json
[
  {""min"": 180, ""max"": 200, ""confidence"": 0.35},
  {""min"": 200, ""max"": 220, ""confidence"": 0.30},
  {""min"": 160, ""max"": 180, ""confidence"": 0.20},
  {""min"": 220, ""max"": 240, ""confidence"": 0.10},
  {""min"": 140, ""max"": 160, ""confidence"": 0.05}
]
```",,1716,121,6.jpg,10,150.0,20,5
wgd_spd_6_40,200.0,0.45,"```json
[
  {""min"": 180, ""max"": 220, ""confidence"": 0.45},
  {""min"": 220, ""max"": 260, ""confidence"": 0.35},
  {""min"": 140, ""max"": 180, ""confidence"": 0.20}
]
```",,1716,77,6.jpg,20,150.0,40,3
wgd_spd_7_02,141.0,0.15,"```json
[
  {""min"": 140, ""max"": 142, ""confidence"": 0.15},
  {""min"": 138, ""max"": 140, ""confidence"": 0.14},
  {""min"": 142, ""max"": 144, ""confidence"": 0.13},
  {""min"": 136, ""max"": 138, ""confidence"": 0.12},
  {""min"": 144, ""max"": 146, ""confidence"": 0.11},
  {""min"": 134, ""max"": 136, ""confidence"": 0.10},
  {""min"": 146, ""max"": 148, ""confidence"": 0.08},
  {""min"": 148, ""max"": 150, ""confidence"": 0.07},
  {""min"": 132, ""max"": 134, ""confidence"": 0.06},
  {""min"": 150, ""max"": 152, ""confidence"": 0.04}
]
```",,1716,231,7.jpg,1,135.0,2,10
wgd_spd_7_10,145.0,0.25,"```json
[
  {""min"": 140, ""max"": 150, ""confidence"": 0.25},
  {""min"": 150, ""max"": 160, ""confidence"": 0.22},
  {""min"": 130, ""max"": 140, ""confidence"": 0.18},
  {""min"": 160, ""max"": 170, ""confidence"": 0.15},
  {""min"": 120, ""max"": 130, ""confidence"": 0.10},
  {""min"": 170, ""max"": 180, ""confidence"": 0.05},
  {""min"": 110, ""max"": 120, ""confidence"": 0.03},
  {""min"": 180, ""max"": 190, ""confidence"": 0.01},
  {""min"": 100, ""max"": 110, ""confidence"": 0.005},
  {""min"": 190, ""max"": 200, ""confidence"": 0.005}
]
```",,1716,231,7.jpg,5,135.0,10,10
wgd_spd_7_20,150.0,0.35,"```json
[
  {""min"": 140, ""max"": 160, ""confidence"": 0.35},
  {""min"": 160, ""max"": 180, ""confidence"": 0.30},
  {""min"": 120, ""max"": 140, ""confidence"": 0.20},
  {""min"": 180, ""max"": 200, ""confidence"": 0.10},
  {""min"": 100, ""max"": 120, ""confidence"": 0.05}
]
```",,1716,121,7.jpg,10,135.0,20,5
wgd_spd_7_40,160.0,0.45,"```json
[
  {""min"": 140, ""max"": 180, ""confidence"": 0.45},
  {""min"": 180, ""max"": 220, ""confidence"": 0.35},
  {""min"": 120, ""max"": 160, ""confidence"": 0.20}
]
```",,1716,77,7.jpg,20,135.0,40,3
wgd_spd_8_02,181.0,0.15,"```json
[
  {""min"": 180, ""max"": 182, ""confidence"": 0.15},
  {""min"": 178, ""max"": 180, ""confidence"": 0.14},
  {""min"": 182, ""max"": 184, ""confidence"": 0.13},
  {""min"": 176, ""max"": 178, ""confidence"": 0.12},
  {""min"": 184, ""max"": 186, ""confidence"": 0.11},
  {""min"": 174, ""max"": 176, ""confidence"": 0.10},
  {""min"": 186, ""max"": 188, ""confidence"": 0.09},
  {""min"": 172, ""max"": 174, ""confidence"": 0.08},
  {""min"": 188, ""max"": 190, ""confidence"": 0.05},
  {""min"": 170, ""max"": 172, ""confidence"": 0.03}
]
```",,1716,231,8.jpg,1,139.0,2,10
wgd_spd_8_10,185.0,0.25,"```json
[
  {""min"": 180, ""max"": 190, ""confidence"": 0.25},
  {""min"": 170, ""max"": 180, ""confidence"": 0.22},
  {""min"": 190, ""max"": 200, ""confidence"": 0.20},
  {""min"": 160, ""max"": 170, ""confidence"": 0.15},
  {""min"": 200, ""max"": 210, ""confidence"": 0.10},
  {""min"": 150, ""max"": 160, ""confidence"": 0.05},
  {""min"": 210, ""max"": 220, ""confidence"": 0.02},
  {""min"": 140, ""max"": 150, ""confidence"": 0.005},
  {""min"": 220, ""max"": 230, ""confidence"": 0.002},
  {""min"": 130, ""max"": 140, ""confidence"": 0.001}
]
```",,1716,231,8.jpg,5,139.0,10,10
wgd_spd_8_20,210.0,0.3,"```json
[
  {""min"": 200, ""max"": 220, ""confidence"": 0.30},
  {""min"": 220, ""max"": 240, ""confidence"": 0.28},
  {""min"": 180, ""max"": 200, ""confidence"": 0.22},
  {""min"": 240, ""max"": 260, ""confidence"": 0.15},
  {""min"": 160, ""max"": 180, ""confidence"": 0.05}
]
```",,1716,121,8.jpg,10,139.0,20,5
wgd_spd_8_40,200.0,0.45,"```json
[
  {""min"": 180, ""max"": 220, ""confidence"": 0.45},
  {""min"": 140, ""max"": 180, ""confidence"": 0.35},
  {""min"": 220, ""max"": 260, ""confidence"": 0.20}
]
```",,1716,77,8.jpg,20,139.0,40,3
wgd_spd_9_02,221.0,0.15,"```json
[
  {""min"": 220, ""max"": 222, ""confidence"": 0.15},
  {""min"": 218, ""max"": 220, ""confidence"": 0.14},
  {""min"": 222, ""max"": 224, ""confidence"": 0.13},
  {""min"": 216, ""max"": 218, ""confidence"": 0.12},
  {""min"": 224, ""max"": 226, ""confidence"": 0.11},
  {""min"": 214, ""max"": 216, ""confidence"": 0.10},
  {""min"": 226, ""max"": 228, ""confidence"": 0.09},
  {""min"": 212, ""max"": 214, ""confidence"": 0.08},
  {""min"": 228, ""max"": 230, ""confidence"": 0.05},
  {""min"": 210, ""max"": 212, ""confidence"": 0.03}
]
```",,1716,231,9.jpg,1,195.0,2,10
wgd_spd_9_10,205.0,0.25,"```json
[
  {""min"": 200, ""max"": 210, ""confidence"": 0.25},
  {""min"": 210, ""max"": 220, ""confidence"": 0.22},
  {""min"": 190, ""max"": 200, ""confidence"": 0.18},
  {""min"": 220, ""max"": 230, ""confidence"": 0.15},
  {""min"": 180, ""max"": 190, ""confidence"": 0.10},
  {""min"": 230, ""max"": 240, ""confidence"": 0.05},
  {""min"": 170, ""max"": 180, ""confidence"": 0.02},
  {""min"": 240, ""max"": 250, ""confidence"": 0.01},
  {""min"": 160, ""max"": 170, ""confidence"": 0.01},
  {""min"": 250, ""max"": 260, ""confidence"": 0.01}
]
```",,1716,231,9.jpg,5,195.0,10,10
wgd_spd_9_20,210.0,0.35,"```json
[
  {""min"": 200, ""max"": 220, ""confidence"": 0.35},
  {""min"": 180, ""max"": 200, ""confidence"": 0.30},
  {""min"": 220, ""max"": 240, ""confidence"": 0.20},
  {""min"": 160, ""max"": 180, ""confidence"": 0.10},
  {""min"": 240, ""max"": 260, ""confidence"": 0.05}
]
```",,1716,121,9.jpg,10,195.0,20,5
wgd_spd_9_40,220.0,0.45,"```json
[
  {""min"": 200, ""max"": 240, ""confidence"": 0.45},
  {""min"": 240, ""max"": 280, ""confidence"": 0.35},
  {""min"": 160, ""max"": 200, ""confidence"": 0.20}
]
```",,1716,77,9.jpg,20,195.0,40,3
wgd_spd_10_02,121.0,0.18,"```json
[
  {""min"": 120, ""max"": 122, ""confidence"": 0.18},
  {""min"": 118, ""max"": 120, ""confidence"": 0.16},
  {""min"": 122, ""max"": 124, ""confidence"": 0.15},
  {""min"": 116, ""max"": 118, ""confidence"": 0.12},
  {""min"": 124, ""max"": 126, ""confidence"": 0.11},
  {""min"": 114, ""max"": 116, ""confidence"": 0.09},
  {""min"": 126, ""max"": 128, ""confidence"": 0.08},
  {""min"": 112, ""max"": 114, ""confidence"": 0.06},
  {""min"": 128, ""max"": 130, ""confidence"": 0.04},
  {""min"": 110, ""max"": 112, ""confidence"": 0.01}
]
```",,1716,231,10.jpg,1,130.0,2,10
wgd_spd_10_10,125.0,0.25,"```json
[
  {""min"": 120, ""max"": 130, ""confidence"": 0.25},
  {""min"": 130, ""max"": 140, ""confidence"": 0.23},
  {""min"": 110, ""max"": 120, ""confidence"": 0.18},
  {""min"": 140, ""max"": 150, ""confidence"": 0.16},
  {""min"": 100, ""max"": 110, ""confidence"": 0.08},
  {""min"": 150, ""max"": 160, ""confidence"": 0.05},
  {""min"": 90, ""max"": 100, ""confidence"": 0.03},
  {""min"": 160, ""max"": 170, ""confidence"": 0.01},
  {""min"": 80, ""max"": 90, ""confidence"": 0.01},
  {""min"": 170, ""max"": 180, ""confidence"": 0.00}
]
```",,1716,231,10.jpg,5,130.0,10,10
wgd_spd_10_20,130.0,0.35,"```json
[
  {""min"": 120, ""max"": 140, ""confidence"": 0.35},
  {""min"": 140, ""max"": 160, ""confidence"": 0.30},
  {""min"": 100, ""max"": 120, ""confidence"": 0.20},
  {""min"": 160, ""max"": 180, ""confidence"": 0.12},
  {""min"": 80, ""max"": 100, ""confidence"": 0.03}
]
```",,1716,121,10.jpg,10,130.0,20,5
wgd_spd_10_40,150.0,0.45,"```json
[
  {""min"": 130, ""max"": 170, ""confidence"": 0.45},
  {""min"": 110, ""max"": 150, ""confidence"": 0.35},
  {""min"": 150, ""max"": 190, ""confidence"": 0.20}
]
```",,1716,77,10.jpg,20,130.0,40,3
wgd_spd_11_02,191.0,0.15,"```json
[
  {""min"": 190, ""max"": 192, ""confidence"": 0.15},
  {""min"": 188, ""max"": 190, ""confidence"": 0.14},
  {""min"": 192, ""max"": 194, ""confidence"": 0.13},
  {""min"": 186, ""max"": 188, ""confidence"": 0.12},
  {""min"": 194, ""max"": 196, ""confidence"": 0.11},
  {""min"": 184, ""max"": 186, ""confidence"": 0.10},
  {""min"": 196, ""max"": 198, ""confidence"": 0.09},
  {""min"": 182, ""max"": 184, ""confidence"": 0.08},
  {""min"": 198, ""max"": 200, ""confidence"": 0.05},
  {""min"": 180, ""max"": 182, ""confidence"": 0.03}
]
```",,1716,231,11.jpg,1,215.0,2,10
wgd_spd_11_10,185.0,0.25,"```json
[
  {""min"": 180, ""max"": 190, ""confidence"": 0.25},
  {""min"": 190, ""max"": 200, ""confidence"": 0.22},
  {""min"": 170, ""max"": 180, ""confidence"": 0.18},
  {""min"": 200, ""max"": 210, ""confidence"": 0.15},
  {""min"": 160, ""max"": 170, ""confidence"": 0.08},
  {""min"": 210, ""max"": 220, ""confidence"": 0.06},
  {""min"": 150, ""max"": 160, ""confidence"": 0.03},
  {""min"": 220, ""max"": 230, ""confidence"": 0.02},
  {""min"": 140, ""max"": 150, ""confidence"": 0.01},
  {""min"": 230, ""max"": 240, ""confidence"": 0.00}
]
```",,1716,231,11.jpg,5,215.0,10,10
wgd_spd_11_20,190.0,0.35,"```json
[
  {""min"": 180, ""max"": 200, ""confidence"": 0.35},
  {""min"": 200, ""max"": 220, ""confidence"": 0.30},
  {""min"": 160, ""max"": 180, ""confidence"": 0.20},
  {""min"": 220, ""max"": 240, ""confidence"": 0.10},
  {""min"": 140, ""max"": 160, ""confidence"": 0.05}
]
```",,1716,121,11.jpg,10,215.0,20,5
wgd_spd_11_40,200.0,0.45,"```json
[
  {""min"": 180, ""max"": 220, ""confidence"": 0.45},
  {""min"": 140, ""max"": 180, ""confidence"": 0.35},
  {""min"": 220, ""max"": 260, ""confidence"": 0.20}
]
```",,1716,77,11.jpg,20,215.0,40,3
wgd_spd_12_02,181.0,0.15,"```json
[
  {""min"": 180, ""max"": 182, ""confidence"": 0.15},
  {""min"": 178, ""max"": 180, ""confidence"": 0.14},
  {""min"": 182, ""max"": 184, ""confidence"": 0.13},
  {""min"": 176, ""max"": 178, ""confidence"": 0.12},
  {""min"": 184, ""max"": 186, ""confidence"": 0.11},
  {""min"": 174, ""max"": 176, ""confidence"": 0.10},
  {""min"": 186, ""max"": 188, ""confidence"": 0.09},
  {""min"": 172, ""max"": 174, ""confidence"": 0.08},
  {""min"": 188, ""max"": 190, ""confidence"": 0.05},
  {""min"": 190, ""max"": 192, ""confidence"": 0.03}
]
```",,1716,231,12.jpg,1,185.0,2,10
wgd_spd_12_10,185.0,0.25,"```json
[
  {""min"": 180, ""max"": 190, ""confidence"": 0.25},
  {""min"": 170, ""max"": 180, ""confidence"": 0.20},
  {""min"": 190, ""max"": 200, ""confidence"": 0.18},
  {""min"": 160, ""max"": 170, ""confidence"": 0.15},
  {""min"": 200, ""max"": 210, ""confidence"": 0.10},
  {""min"": 150, ""max"": 160, ""confidence"": 0.05},
  {""min"": 210, ""max"": 220, ""confidence"": 0.04},
  {""min"": 140, ""max"": 150, ""confidence"": 0.02},
  {""min"": 220, ""max"": 230, ""confidence"": 0.01},
  {""min"": 130, ""max"": 140, ""confidence"": 0.00}
]
```",,1716,231,12.jpg,5,185.0,10,10
wgd_spd_12_20,190.0,0.35,"```json
[
  {""min"": 180, ""max"": 200, ""confidence"": 0.35},
  {""min"": 200, ""max"": 220, ""confidence"": 0.30},
  {""min"": 160, ""max"": 180, ""confidence"": 0.20},
  {""min"": 220, ""max"": 240, ""confidence"": 0.10},
  {""min"": 140, ""max"": 160, ""confidence"": 0.05}
]
```",,1716,121,12.jpg,10,185.0,20,5
wgd_spd_12_40,200.0,0.45,"```json
[
  {""min"": 180, ""max"": 220, ""confidence"": 0.45},
  {""min"": 220, ""max"": 260, ""confidence"": 0.35},
  {""min"": 140, ""max"": 180, ""confidence"": 0.20}
]
```",,1716,77,12.jpg,20,185.0,40,3
wgd_spd_13_02,161.0,0.18,"```json
[
  {""min"": 160, ""max"": 162, ""confidence"": 0.18},
  {""min"": 158, ""max"": 160, ""confidence"": 0.16},
  {""min"": 162, ""max"": 164, ""confidence"": 0.15},
  {""min"": 156, ""max"": 158, ""confidence"": 0.12},
  {""min"": 164, ""max"": 166, ""confidence"": 0.11},
  {""min"": 154, ""max"": 156, ""confidence"": 0.08},
  {""min"": 166, ""max"": 168, ""confidence"": 0.07},
  {""min"": 152, ""max"": 154, ""confidence"": 0.05},
  {""min"": 168, ""max"": 170, ""confidence"": 0.04},
  {""min"": 170, ""max"": 172, ""confidence"": 0.03}
]
```",,1716,231,13.jpg,1,195.0,2,10
wgd_spd_13_10,165.0,0.25,"```json
[
  {""min"": 160, ""max"": 170, ""confidence"": 0.25},
  {""min"": 170, ""max"": 180, ""confidence"": 0.22},
  {""min"": 150, ""max"": 160, ""confidence"": 0.18},
  {""min"": 180, ""max"": 190, ""confidence"": 0.15},
  {""min"": 140, ""max"": 150, ""confidence"": 0.10},
  {""min"": 190, ""max"": 200, ""confidence"": 0.05},
  {""min"": 130, ""max"": 140, ""confidence"": 0.03},
  {""min"": 200, ""max"": 210, ""confidence"": 0.01},
  {""min"": 120, ""max"": 130, ""confidence"": 0.005},
  {""min"": 210, ""max"": 220, ""confidence"": 0.005}
]
```",,1716,231,13.jpg,5,195.0,10,10
wgd_spd_13_20,170.0,0.35,"```json
[
  {""min"": 160, ""max"": 180, ""confidence"": 0.35},
  {""min"": 140, ""max"": 160, ""confidence"": 0.30},
  {""min"": 180, ""max"": 200, ""confidence"": 0.20},
  {""min"": 120, ""max"": 140, ""confidence"": 0.10},
  {""min"": 200, ""max"": 220, ""confidence"": 0.05}
]
```",,1716,121,13.jpg,10,195.0,20,5
wgd_spd_13_40,170.0,0.45,"```json
[
  {""min"": 150, ""max"": 190, ""confidence"": 0.45},
  {""min"": 190, ""max"": 230, ""confidence"": 0.35},
  {""min"": 110, ""max"": 150, ""confidence"": 0.20}
]
```",,1716,77,13.jpg,20,195.0,40,3
