question_id,Answer,Confidence,raw,error,tok_in,tok_out,photo,within_lbs,true_weight,bin_width,top_n
wgd_spd_4_02,101.0,0.12,"[{""min"": 100, ""max"": 102, ""confidence"": 0.12}, {""min"": 102, ""max"": 104, ""confidence"": 0.11}, {""min"": 98, ""max"": 100, ""confidence"": 0.1}, {""min"": 104, ""max"": 106, ""confidence"": 0.1}, {""min"": 96, ""max"": 98, ""confidence"": 0.09}, {""min"": 106, ""max"": 108, ""confidence"": 0.09}, {""min"": 94, ""max"": 96, ""confidence"": 0.08}, {""min"": 108, ""max"": 110, ""confidence"": 0.08}, {""min"": 92, ""max"": 94, ""confidence"": 0.07}, {""min"": 110, ""max"": 112, ""confidence"": 0.06}]",,2020,201,4.jpg,1,95.0,2,10
wgd_spd_4_10,125.0,0.25,"[{""min"": 100, ""max"": 110, ""confidence"": 0.15}, {""min"": 110, ""max"": 120, ""confidence"": 0.2}, {""min"": 120, ""max"": 130, ""confidence"": 0.25}, {""min"": 90, ""max"": 100, ""confidence"": 0.1}, {""min"": 130, ""max"": 140, ""confidence"": 0.15}, {""min"": 80, ""max"": 90, ""confidence"": 0.05}, {""min"": 140, ""max"": 150, ""confidence"": 0.05}, {""min"": 70, ""max"": 80, ""confidence"": 0.02}, {""min"": 150, ""max"": 160, ""confidence"": 0.02}, {""min"": 160, ""max"": 170, ""confidence"": 0.01}]",,2020,201,4.jpg,5,95.0,10,10
wgd_spd_4_40,120.0,0.5,"[{""min"": 100, ""max"": 140, ""confidence"": 0.5}, {""min"": 120, ""max"": 160, ""confidence"": 0.3}, {""min"": 80, ""max"": 120, ""confidence"": 0.2}]",,2020,61,4.jpg,20,95.0,40,3
wgd_spd_5_02,121.0,0.15,"[{""min"": 120, ""max"": 122, ""confidence"": 0.15}, {""min"": 122, ""max"": 124, ""confidence"": 0.12}, {""min"": 124, ""max"": 126, ""confidence"": 0.11}, {""min"": 126, ""max"": 128, ""confidence"": 0.1}, {""min"": 128, ""max"": 130, ""confidence"": 0.09}, {""min"": 130, ""max"": 132, ""confidence"": 0.08}, {""min"": 132, ""max"": 134, ""confidence"": 0.07}, {""min"": 134, ""max"": 136, ""confidence"": 0.06}, {""min"": 136, ""max"": 138, ""confidence"": 0.05}, {""min"": 138, ""max"": 140, ""confidence"": 0.04}]",,2038,201,5.jpg,1,142.0,2,10
wgd_spd_5_10,155.0,0.25,"[{""min"": 130, ""max"": 140, ""confidence"": 0.15}, {""min"": 140, ""max"": 150, ""confidence"": 0.2}, {""min"": 150, ""max"": 160, ""confidence"": 0.25}, {""min"": 160, ""max"": 170, ""confidence"": 0.2}, {""min"": 170, ""max"": 180, ""confidence"": 0.1}, {""min"": 120, ""max"": 130, ""confidence"": 0.05}, {""min"": 180, ""max"": 190, ""confidence"": 0.03}, {""min"": 110, ""max"": 120, ""confidence"": 0.01}, {""min"": 190, ""max"": 200, ""confidence"": 0.01}, {""min"": 100, ""max"": 110, ""confidence"": 0.0}]",,2020,201,5.jpg,5,142.0,10,10
wgd_spd_5_20,150.0,0.4,"[{""min"": 120, ""max"": 140, ""confidence"": 0.25}, {""min"": 140, ""max"": 160, ""confidence"": 0.4}, {""min"": 160, ""max"": 180, ""confidence"": 0.2}, {""min"": 100, ""max"": 120, ""confidence"": 0.1}, {""min"": 180, ""max"": 200, ""confidence"": 0.05}]",,2020,101,5.jpg,10,142.0,20,5
wgd_spd_5_40,160.0,0.5,"[{""min"": 140, ""max"": 180, ""confidence"": 0.5}, {""min"": 120, ""max"": 160, ""confidence"": 0.3}, {""min"": 160, ""max"": 200, ""confidence"": 0.2}]",,2020,61,5.jpg,20,142.0,40,3
wgd_spd_6_02,121.0,0.14,"[{""min"": 120, ""max"": 122, ""confidence"": 0.14}, {""min"": 122, ""max"": 124, ""confidence"": 0.13}, {""min"": 118, ""max"": 120, ""confidence"": 0.12}, {""min"": 124, ""max"": 126, ""confidence"": 0.11}, {""min"": 116, ""max"": 118, ""confidence"": 0.1}, {""min"": 126, ""max"": 128, ""confidence"": 0.09}, {""min"": 114, ""max"": 116, ""confidence"": 0.08}, {""min"": 128, ""max"": 130, ""confidence"": 0.07}, {""min"": 112, ""max"": 114, ""confidence"": 0.06}, {""min"": 130, ""max"": 132, ""confidence"": 0.05}]",,2020,201,6.jpg,1,150.0,2,10
wgd_spd_6_10,135.0,0.14,"[{""min"": 130, ""max"": 140, ""confidence"": 0.14}, {""min"": 140, ""max"": 150, ""confidence"": 0.13}, {""min"": 120, ""max"": 130, ""confidence"": 0.12}, {""min"": 150, ""max"": 160, ""confidence"": 0.11}, {""min"": 110, ""max"": 120, ""confidence"": 0.1}, {""min"": 160, ""max"": 170, ""confidence"": 0.09}, {""min"": 100, ""max"": 110, ""confidence"": 0.08}, {""min"": 170, ""max"": 180, ""confidence"": 0.07}, {""min"": 90, ""max"": 100, ""confidence"": 0.06}, {""min"": 180, ""max"": 190, ""confidence"": 0.05}]",,2020,201,6.jpg,5,150.0,10,10
wgd_spd_6_20,150.0,0.25,"[{""min"": 140, ""max"": 160, ""confidence"": 0.25}, {""min"": 120, ""max"": 140, ""confidence"": 0.2}, {""min"": 160, ""max"": 180, ""confidence"": 0.2}, {""min"": 100, ""max"": 120, ""confidence"": 0.15}, {""min"": 180, ""max"": 200, ""confidence"": 0.1}]",,2020,101,6.jpg,10,150.0,20,5
wgd_spd_7_02,155.0,0.12,"[{""min"": 154, ""max"": 156, ""confidence"": 0.12}, {""min"": 156, ""max"": 158, ""confidence"": 0.11}, {""min"": 152, ""max"": 154, ""confidence"": 0.1}, {""min"": 158, ""max"": 160, ""confidence"": 0.09}, {""min"": 150, ""max"": 152, ""confidence"": 0.08}, {""min"": 160, ""max"": 162, ""confidence"": 0.07}, {""min"": 148, ""max"": 150, ""confidence"": 0.06}, {""min"": 162, ""max"": 164, ""confidence"": 0.05}, {""min"": 146, ""max"": 148, ""confidence"": 0.05}, {""min"": 164, ""max"": 166, ""confidence"": 0.04}]",,2020,201,7.jpg,1,135.0,2,10
wgd_spd_7_10,155.0,0.2,"[{""min"": 140, ""max"": 150, ""confidence"": 0.15}, {""min"": 150, ""max"": 160, ""confidence"": 0.2}, {""min"": 160, ""max"": 170, ""confidence"": 0.2}, {""min"": 170, ""max"": 180, ""confidence"": 0.15}, {""min"": 180, ""max"": 190, ""confidence"": 0.1}, {""min"": 130, ""max"": 140, ""confidence"": 0.05}, {""min"": 190, ""max"": 200, ""confidence"": 0.05}, {""min"": 120, ""max"": 130, ""confidence"": 0.05}, {""min"": 200, ""max"": 210, ""confidence"": 0.025}, {""min"": 210, ""max"": 220, ""confidence"": 0.025}]",,2020,201,7.jpg,5,135.0,10,10
wgd_spd_7_20,170.0,0.35,"[{""min"": 140, ""max"": 160, ""confidence"": 0.25}, {""min"": 160, ""max"": 180, ""confidence"": 0.35}, {""min"": 150, ""max"": 170, ""confidence"": 0.2}, {""min"": 130, ""max"": 150, ""confidence"": 0.1}, {""min"": 170, ""max"": 190, ""confidence"": 0.1}]",,2020,101,7.jpg,10,135.0,20,5
wgd_spd_7_40,160.0,0.4,"[{""min"": 140, ""max"": 180, ""confidence"": 0.4}, {""min"": 160, ""max"": 200, ""confidence"": 0.3}, {""min"": 120, ""max"": 160, ""confidence"": 0.3}]",,2020,61,7.jpg,20,135.0,40,3
wgd_spd_8_02,151.0,0.12,"[{""min"": 150, ""max"": 152, ""confidence"": 0.12}, {""min"": 148, ""max"": 150, ""confidence"": 0.11}, {""min"": 152, ""max"": 154, ""confidence"": 0.1}, {""min"": 146, ""max"": 148, ""confidence"": 0.09}, {""min"": 154, ""max"": 156, ""confidence"": 0.08}, {""min"": 144, ""max"": 146, ""confidence"": 0.07}, {""min"": 156, ""max"": 158, ""confidence"": 0.06}, {""min"": 142, ""max"": 144, ""confidence"": 0.05}, {""min"": 158, ""max"": 160, ""confidence"": 0.04}, {""min"": 140, ""max"": 142, ""confidence"": 0.03}]",,2020,201,8.jpg,1,139.0,2,10
wgd_spd_8_10,165.0,0.25,"[{""min"": 140, ""max"": 150, ""confidence"": 0.15}, {""min"": 150, ""max"": 160, ""confidence"": 0.2}, {""min"": 160, ""max"": 170, ""confidence"": 0.25}, {""min"": 170, ""max"": 180, ""confidence"": 0.2}, {""min"": 180, ""max"": 190, ""confidence"": 0.1}, {""min"": 130, ""max"": 140, ""confidence"": 0.05}, {""min"": 190, ""max"": 200, ""confidence"": 0.03}, {""min"": 120, ""max"": 130, ""confidence"": 0.01}, {""min"": 200, ""max"": 210, ""confidence"": 0.005}, {""min"": 210, ""max"": 220, ""confidence"": 0.005}]",,2020,201,8.jpg,5,139.0,10,10
wgd_spd_8_20,170.0,0.3,"[{""min"": 140, ""max"": 160, ""confidence"": 0.25}, {""min"": 160, ""max"": 180, ""confidence"": 0.3}, {""min"": 150, ""max"": 170, ""confidence"": 0.2}, {""min"": 170, ""max"": 190, ""confidence"": 0.15}, {""min"": 180, ""max"": 200, ""confidence"": 0.1}]",,2020,101,8.jpg,10,139.0,20,5
wgd_spd_8_40,160.0,0.5,"[{""min"": 140, ""max"": 180, ""confidence"": 0.5}, {""min"": 160, ""max"": 200, ""confidence"": 0.3}, {""min"": 120, ""max"": 160, ""confidence"": 0.2}]",,2020,61,8.jpg,20,139.0,40,3
wgd_spd_9_02,181.0,0.15,"[{""min"": 180, ""max"": 182, ""confidence"": 0.15}, {""min"": 178, ""max"": 180, ""confidence"": 0.13}, {""min"": 182, ""max"": 184, ""confidence"": 0.12}, {""min"": 176, ""max"": 178, ""confidence"": 0.1}, {""min"": 184, ""max"": 186, ""confidence"": 0.1}, {""min"": 174, ""max"": 176, ""confidence"": 0.08}, {""min"": 186, ""max"": 188, ""confidence"": 0.08}, {""min"": 172, ""max"": 174, ""confidence"": 0.06}, {""min"": 188, ""max"": 190, ""confidence"": 0.06}, {""min"": 170, ""max"": 172, ""confidence"": 0.04}]",,2020,201,9.jpg,1,195.0,2,10
wgd_spd_9_10,195.0,0.25,"[{""min"": 170, ""max"": 180, ""confidence"": 0.15}, {""min"": 180, ""max"": 190, ""confidence"": 0.2}, {""min"": 190, ""max"": 200, ""confidence"": 0.25}, {""min"": 160, ""max"": 170, ""confidence"": 0.1}, {""min"": 200, ""max"": 210, ""confidence"": 0.15}, {""min"": 150, ""max"": 160, ""confidence"": 0.05}, {""min"": 210, ""max"": 220, ""confidence"": 0.05}, {""min"": 140, ""max"": 150, ""confidence"": 0.02}, {""min"": 220, ""max"": 230, ""confidence"": 0.02}, {""min"": 230, ""max"": 240, ""confidence"": 0.01}]",,2020,201,9.jpg,5,195.0,10,10
wgd_spd_9_40,200.0,0.5,"[{""min"": 180, ""max"": 220, ""confidence"": 0.5}, {""min"": 160, ""max"": 200, ""confidence"": 0.3}, {""min"": 200, ""max"": 240, ""confidence"": 0.2}]",,2020,61,9.jpg,20,195.0,40,3
wgd_spd_10_02,121.0,0.15,"[{""min"": 120, ""max"": 122, ""confidence"": 0.15}, {""min"": 122, ""max"": 124, ""confidence"": 0.12}, {""min"": 118, ""max"": 120, ""confidence"": 0.1}, {""min"": 124, ""max"": 126, ""confidence"": 0.09}, {""min"": 116, ""max"": 118, ""confidence"": 0.08}, {""min"": 126, ""max"": 128, ""confidence"": 0.07}, {""min"": 114, ""max"": 116, ""confidence"": 0.06}, {""min"": 128, ""max"": 130, ""confidence"": 0.06}, {""min"": 112, ""max"": 114, ""confidence"": 0.05}, {""min"": 130, ""max"": 132, ""confidence"": 0.04}]",,2020,201,10.jpg,1,130.0,2,10
wgd_spd_10_10,145.0,0.25,"[{""min"": 120, ""max"": 130, ""confidence"": 0.15}, {""min"": 130, ""max"": 140, ""confidence"": 0.2}, {""min"": 140, ""max"": 150, ""confidence"": 0.25}, {""min"": 150, ""max"": 160, ""confidence"": 0.2}, {""min"": 160, ""max"": 170, ""confidence"": 0.1}, {""min"": 110, ""max"": 120, ""confidence"": 0.05}, {""min"": 170, ""max"": 180, ""confidence"": 0.03}, {""min"": 180, ""max"": 190, ""confidence"": 0.01}, {""min"": 100, ""max"": 110, ""confidence"": 0.005}, {""min"": 190, ""max"": 200, ""confidence"": 0.005}]",,2020,201,10.jpg,5,130.0,10,10
wgd_spd_10_20,140.0,0.3,"[{""min"": 120, ""max"": 140, ""confidence"": 0.25}, {""min"": 130, ""max"": 150, ""confidence"": 0.3}, {""min"": 140, ""max"": 160, ""confidence"": 0.25}, {""min"": 110, ""max"": 130, ""confidence"": 0.1}, {""min"": 150, ""max"": 170, ""confidence"": 0.1}]",,2020,101,10.jpg,10,130.0,20,5
wgd_spd_10_40,140.0,0.5,"[{""min"": 120, ""max"": 160, ""confidence"": 0.5}, {""min"": 140, ""max"": 180, ""confidence"": 0.3}, {""min"": 100, ""max"": 140, ""confidence"": 0.2}]",,2041,61,10.jpg,20,130.0,40,3
wgd_spd_11_02,161.0,0.15,"[{""min"": 160, ""max"": 162, ""confidence"": 0.15}, {""min"": 162, ""max"": 164, ""confidence"": 0.13}, {""min"": 158, ""max"": 160, ""confidence"": 0.12}, {""min"": 164, ""max"": 166, ""confidence"": 0.1}, {""min"": 156, ""max"": 158, ""confidence"": 0.09}, {""min"": 166, ""max"": 168, ""confidence"": 0.08}, {""min"": 154, ""max"": 156, ""confidence"": 0.07}, {""min"": 168, ""max"": 170, ""confidence"": 0.06}, {""min"": 152, ""max"": 154, ""confidence"": 0.05}, {""min"": 170, ""max"": 172, ""confidence"": 0.05}]",,2042,201,11.jpg,1,215.0,2,10
wgd_spd_11_10,165.0,0.15,"[{""min"": 160, ""max"": 170, ""confidence"": 0.15}, {""min"": 170, ""max"": 180, ""confidence"": 0.14}, {""min"": 150, ""max"": 160, ""confidence"": 0.13}, {""min"": 180, ""max"": 190, ""confidence"": 0.12}, {""min"": 140, ""max"": 150, ""confidence"": 0.11}, {""min"": 190, ""max"": 200, ""confidence"": 0.1}, {""min"": 130, ""max"": 140, ""confidence"": 0.08}, {""min"": 200, ""max"": 210, ""confidence"": 0.07}, {""min"": 210, ""max"": 220, ""confidence"": 0.06}, {""min"": 120, ""max"": 130, ""confidence"": 0.04}]",,2020,201,11.jpg,5,215.0,10,10
wgd_spd_11_20,170.0,0.25,"[{""min"": 160, ""max"": 180, ""confidence"": 0.25}, {""min"": 180, ""max"": 200, ""confidence"": 0.25}, {""min"": 140, ""max"": 160, ""confidence"": 0.2}, {""min"": 200, ""max"": 220, ""confidence"": 0.15}, {""min"": 120, ""max"": 140, ""confidence"": 0.15}]",,2020,101,11.jpg,10,215.0,20,5
wgd_spd_11_40,180.0,0.45,"[{""min"": 160, ""max"": 200, ""confidence"": 0.45}, {""min"": 180, ""max"": 220, ""confidence"": 0.35}, {""min"": 140, ""max"": 180, ""confidence"": 0.2}]",,2020,61,11.jpg,20,215.0,40,3
wgd_spd_12_02,161.0,0.15,"[{""min"": 160, ""max"": 162, ""confidence"": 0.15}, {""min"": 162, ""max"": 164, ""confidence"": 0.12}, {""min"": 158, ""max"": 160, ""confidence"": 0.11}, {""min"": 164, ""max"": 166, ""confidence"": 0.1}, {""min"": 156, ""max"": 158, ""confidence"": 0.09}, {""min"": 166, ""max"": 168, ""confidence"": 0.08}, {""min"": 154, ""max"": 156, ""confidence"": 0.07}, {""min"": 168, ""max"": 170, ""confidence"": 0.06}, {""min"": 152, ""max"": 154, ""confidence"": 0.05}, {""min"": 170, ""max"": 172, ""confidence"": 0.04}]",,2020,201,12.jpg,1,185.0,2,10
wgd_spd_12_10,175.0,0.15,"[{""min"": 170, ""max"": 180, ""confidence"": 0.15}, {""min"": 160, ""max"": 170, ""confidence"": 0.14}, {""min"": 180, ""max"": 190, ""confidence"": 0.13}, {""min"": 190, ""max"": 200, ""confidence"": 0.12}, {""min"": 150, ""max"": 160, ""confidence"": 0.11}, {""min"": 140, ""max"": 150, ""confidence"": 0.09}, {""min"": 200, ""max"": 210, ""confidence"": 0.08}, {""min"": 210, ""max"": 220, ""confidence"": 0.07}, {""min"": 130, ""max"": 140, ""confidence"": 0.06}, {""min"": 220, ""max"": 230, ""confidence"": 0.05}]",,2020,201,12.jpg,5,185.0,10,10
wgd_spd_12_40,180.0,0.6,"[{""min"": 160, ""max"": 200, ""confidence"": 0.6}, {""min"": 180, ""max"": 220, ""confidence"": 0.3}, {""min"": 140, ""max"": 180, ""confidence"": 0.1}]",,2020,61,12.jpg,20,185.0,40,3
wgd_spd_13_02,161.0,0.12,"[{""min"": 160, ""max"": 162, ""confidence"": 0.12}, {""min"": 158, ""max"": 160, ""confidence"": 0.11}, {""min"": 162, ""max"": 164, ""confidence"": 0.1}, {""min"": 156, ""max"": 158, ""confidence"": 0.09}, {""min"": 164, ""max"": 166, ""confidence"": 0.08}, {""min"": 154, ""max"": 156, ""confidence"": 0.07}, {""min"": 166, ""max"": 168, ""confidence"": 0.07}, {""min"": 152, ""max"": 154, ""confidence"": 0.06}, {""min"": 168, ""max"": 170, ""confidence"": 0.06}, {""min"": 150, ""max"": 152, ""confidence"": 0.05}]",,2020,201,13.jpg,1,195.0,2,10
wgd_spd_13_10,165.0,0.14,"[{""min"": 160, ""max"": 170, ""confidence"": 0.14}, {""min"": 170, ""max"": 180, ""confidence"": 0.13}, {""min"": 150, ""max"": 160, ""confidence"": 0.12}, {""min"": 180, ""max"": 190, ""confidence"": 0.11}, {""min"": 140, ""max"": 150, ""confidence"": 0.1}, {""min"": 190, ""max"": 200, ""confidence"": 0.09}, {""min"": 130, ""max"": 140, ""confidence"": 0.08}, {""min"": 200, ""max"": 210, ""confidence"": 0.07}, {""min"": 120, ""max"": 130, ""confidence"": 0.06}, {""min"": 210, ""max"": 220, ""confidence"": 0.05}]",,2020,201,13.jpg,5,195.0,10,10
wgd_spd_13_20,190.0,0.3,"[{""min"": 160, ""max"": 180, ""confidence"": 0.25}, {""min"": 180, ""max"": 200, ""confidence"": 0.3}, {""min"": 140, ""max"": 160, ""confidence"": 0.2}, {""min"": 200, ""max"": 220, ""confidence"": 0.15}, {""min"": 120, ""max"": 140, ""confidence"": 0.1}]",,2020,101,13.jpg,10,195.0,20,5
wgd_spd_13_40,180.0,0.5,"[{""min"": 160, ""max"": 200, ""confidence"": 0.5}, {""min"": 140, ""max"": 180, ""confidence"": 0.3}, {""min"": 180, ""max"": 220, ""confidence"": 0.2}]",,2020,61,13.jpg,20,195.0,40,3
wgd_spd_14_02,141.0,0.12,"[{""min"": 140, ""max"": 142, ""confidence"": 0.12}, {""min"": 142, ""max"": 144, ""confidence"": 0.11}, {""min"": 144, ""max"": 146, ""confidence"": 0.1}, {""min"": 146, ""max"": 148, ""confidence"": 0.09}, {""min"": 148, ""max"": 150, ""confidence"": 0.08}, {""min"": 150, ""max"": 152, ""confidence"": 0.08}, {""min"": 152, ""max"": 154, ""confidence"": 0.07}, {""min"": 154, ""max"": 156, ""confidence"": 0.07}, {""min"": 156, ""max"": 158, ""confidence"": 0.06}, {""min"": 158, ""max"": 160, ""confidence"": 0.05}]",,2020,201,14.jpg,1,165.0,2,10
wgd_spd_14_10,155.0,0.15,"[{""min"": 150, ""max"": 160, ""confidence"": 0.15}, {""min"": 160, ""max"": 170, ""confidence"": 0.14}, {""min"": 140, ""max"": 150, ""confidence"": 0.13}, {""min"": 170, ""max"": 180, ""confidence"": 0.12}, {""min"": 130, ""max"": 140, ""confidence"": 0.11}, {""min"": 180, ""max"": 190, ""confidence"": 0.1}, {""min"": 120, ""max"": 130, ""confidence"": 0.08}, {""min"": 190, ""max"": 200, ""confidence"": 0.07}, {""min"": 110, ""max"": 120, ""confidence"": 0.05}, {""min"": 200, ""max"": 210, ""confidence"": 0.05}]",,2020,201,14.jpg,5,165.0,10,10
wgd_spd_14_20,160.0,0.3,"[{""min"": 140, ""max"": 160, ""confidence"": 0.25}, {""min"": 150, ""max"": 170, ""confidence"": 0.3}, {""min"": 160, ""max"": 180, ""confidence"": 0.2}, {""min"": 170, ""max"": 190, ""confidence"": 0.15}, {""min"": 180, ""max"": 200, ""confidence"": 0.1}]",,2020,101,14.jpg,10,165.0,20,5
wgd_spd_14_40,160.0,0.5,"[{""min"": 140, ""max"": 180, ""confidence"": 0.5}, {""min"": 160, ""max"": 200, ""confidence"": 0.3}, {""min"": 120, ""max"": 160, ""confidence"": 0.2}]",,2020,61,14.jpg,20,165.0,40,3
wgd_spd_15_02,121.0,0.15,"[{""min"": 120, ""max"": 122, ""confidence"": 0.15}, {""min"": 118, ""max"": 120, ""confidence"": 0.12}, {""min"": 122, ""max"": 124, ""confidence"": 0.1}, {""min"": 116, ""max"": 118, ""confidence"": 0.09}, {""min"": 124, ""max"": 126, ""confidence"": 0.08}, {""min"": 114, ""max"": 116, ""confidence"": 0.07}, {""min"": 126, ""max"": 128, ""confidence"": 0.07}, {""min"": 112, ""max"": 114, ""confidence"": 0.06}, {""min"": 128, ""max"": 130, ""confidence"": 0.05}, {""min"": 130, ""max"": 132, ""confidence"": 0.04}]",,2020,201,15.jpg,1,120.0,2,10
wgd_spd_15_10,135.0,0.2,"[{""min"": 120, ""max"": 130, ""confidence"": 0.15}, {""min"": 130, ""max"": 140, ""confidence"": 0.2}, {""min"": 110, ""max"": 120, ""confidence"": 0.1}, {""min"": 140, ""max"": 150, ""confidence"": 0.2}, {""min"": 150, ""max"": 160, ""confidence"": 0.15}, {""min"": 160, ""max"": 170, ""confidence"": 0.05}, {""min"": 100, ""max"": 110, ""confidence"": 0.05}, {""min"": 90, ""max"": 100, ""confidence"": 0.02}, {""min"": 170, ""max"": 180, ""confidence"": 0.05}, {""min"": 180, ""max"": 190, ""confidence"": 0.03}]",,2020,201,15.jpg,5,120.0,10,10
wgd_spd_15_20,130.0,0.25,"[{""min"": 120, ""max"": 140, ""confidence"": 0.25}, {""min"": 110, ""max"": 130, ""confidence"": 0.2}, {""min"": 130, ""max"": 150, ""confidence"": 0.2}, {""min"": 140, ""max"": 160, ""confidence"": 0.15}, {""min"": 100, ""max"": 120, ""confidence"": 0.1}]",,2020,101,15.jpg,10,120.0,20,5
wgd_spd_15_40,140.0,0.5,"[{""min"": 120, ""max"": 160, ""confidence"": 0.5}, {""min"": 100, ""max"": 140, ""confidence"": 0.3}, {""min"": 140, ""max"": 180, ""confidence"": 0.2}]",,2039,61,15.jpg,20,120.0,40,3
