question_id,Answer,Confidence,raw,error,tok_in,tok_out,photo,within_lbs,true_weight,bin_width,top_n
wgd_spd_5_40,180.0,0.55,"```json
[
  {
    ""min"": 160,
    ""max"": 200,
    ""confidence"": 0.55
  },
  {
    ""min"": 120,
    ""max"": 160,
    ""confidence"": 0.3
  },
  {
    ""min"": 200,
    ""max"": 240,
    ""confidence"": 0.15
  }
]
```",,1427,115,5.jpg,20,142.0,40,3
wgd_spd_6_02,141.0,0.15,"```json
[
  {""min"": 140, ""max"": 142, ""confidence"": 0.15},
  {""min"": 142, ""max"": 144, ""confidence"": 0.14},
  {""min"": 138, ""max"": 140, ""confidence"": 0.13},
  {""min"": 144, ""max"": 146, ""confidence"": 0.12},
  {""min"": 136, ""max"": 138, ""confidence"": 0.10},
  {""min"": 146, ""max"": 148, ""confidence"": 0.09},
  {""min"": 134, ""max"": 136, ""confidence"": 0.08},
  {""min"": 148, ""max"": 150, ""confidence"": 0.07},
  {""min"": 132, ""max"": 134, ""confidence"": 0.06},
  {""min"": 150, ""max"": 152, ""confidence"": 0.06}
]
```",,1426,278,6.jpg,1,150.0,2,10
wgd_spd_6_10,155.0,0.2,"```json
[
  {""min"": 140, ""max"": 150, ""confidence"": 0.15},
  {""min"": 150, ""max"": 160, ""confidence"": 0.2},
  {""min"": 130, ""max"": 140, ""confidence"": 0.1},
  {""min"": 160, ""max"": 170, ""confidence"": 0.2},
  {""min"": 120, ""max"": 130, ""confidence"": 0.05},
  {""min"": 170, ""max"": 180, ""confidence"": 0.15},
  {""min"": 180, ""max"": 190, ""confidence"": 0.05},
  {""min"": 110, ""max"": 120, ""confidence"": 0.02},
  {""min"": 190, ""max"": 200, ""confidence"": 0.05},
  {""min"": 200, ""max"": 210, ""confidence"": 0.03}
]
```",,1428,275,6.jpg,5,150.0,10,10
wgd_spd_6_20,150.0,0.3,"```json
[
  {""min"": 140, ""max"": 160, ""confidence"": 0.3},
  {""min"": 160, ""max"": 180, ""confidence"": 0.25},
  {""min"": 120, ""max"": 140, ""confidence"": 0.2},
  {""min"": 180, ""max"": 200, ""confidence"": 0.15},
  {""min"": 100, ""max"": 120, ""confidence"": 0.05}
]
```",,1427,141,6.jpg,10,150.0,20,5
wgd_spd_6_40,160.0,0.5,"```json
[
  {""min"": 140, ""max"": 180, ""confidence"": 0.5},
  {""min"": 180, ""max"": 220, ""confidence"": 0.3},
  {""min"": 100, ""max"": 140, ""confidence"": 0.15}
]
```",,1427,87,6.jpg,20,150.0,40,3
wgd_spd_7_02,141.0,0.15,"```json
[
  {""min"": 140, ""max"": 142, ""confidence"": 0.15},
  {""min"": 142, ""max"": 144, ""confidence"": 0.14},
  {""min"": 138, ""max"": 140, ""confidence"": 0.13},
  {""min"": 144, ""max"": 146, ""confidence"": 0.12},
  {""min"": 136, ""max"": 138, ""confidence"": 0.11},
  {""min"": 146, ""max"": 148, ""confidence"": 0.09},
  {""min"": 134, ""max"": 136, ""confidence"": 0.08},
  {""min"": 148, ""max"": 150, ""confidence"": 0.07},
  {""min"": 150, ""max"": 152, ""confidence"": 0.06},
  {""min"": 132, ""max"": 134, ""confidence"": 0.05}
]
```",,1426,278,7.jpg,1,135.0,2,10
wgd_spd_7_10,145.0,0.15,"```json
[
  {""min"": 140, ""max"": 150, ""confidence"": 0.15},
  {""min"": 130, ""max"": 140, ""confidence"": 0.14},
  {""min"": 150, ""max"": 160, ""confidence"": 0.13},
  {""min"": 120, ""max"": 130, ""confidence"": 0.12},
  {""min"": 160, ""max"": 170, ""confidence"": 0.11},
  {""min"": 110, ""max"": 120, ""confidence"": 0.09},
  {""min"": 170, ""max"": 180, ""confidence"": 0.08},
  {""min"": 100, ""max"": 110, ""confidence"": 0.07},
  {""min"": 180, ""max"": 190, ""confidence"": 0.06},
  {""min"": 190, ""max"": 200, ""confidence"": 0.05}
]
```",,1428,278,7.jpg,5,135.0,10,10
wgd_spd_7_20,150.0,0.3,"```json
[
  {
    ""min"": 140,
    ""max"": 160,
    ""confidence"": 0.3
  },
  {
    ""min"": 160,
    ""max"": 180,
    ""confidence"": 0.25
  },
  {
    ""min"": 120,
    ""max"": 140,
    ""confidence"": 0.2
  },
  {
    ""min"": 180,
    ""max"": 200,
    ""confidence"": 0.15
  },
  {
    ""min"": 100,
    ""max"": 120,
    ""confidence"": 0.1
  }
]
```",,1427,185,7.jpg,10,135.0,20,5
wgd_spd_7_40,140.0,0.6,"```json
[
  {
    ""min"": 120,
    ""max"": 160,
    ""confidence"": 0.6
  },
  {
    ""min"": 160,
    ""max"": 200,
    ""confidence"": 0.25
  },
  {
    ""min"": 80,
    ""max"": 120,
    ""confidence"": 0.1
  }
]
```",,1427,113,7.jpg,20,135.0,40,3
wgd_spd_8_02,171.0,0.15,"```json
[
  {""min"": 170, ""max"": 172, ""confidence"": 0.15},
  {""min"": 172, ""max"": 174, ""confidence"": 0.15},
  {""min"": 168, ""max"": 170, ""confidence"": 0.12},
  {""min"": 174, ""max"": 176, ""confidence"": 0.12},
  {""min"": 166, ""max"": 168, ""confidence"": 0.08},
  {""min"": 176, ""max"": 178, ""confidence"": 0.08},
  {""min"": 164, ""max"": 166, ""confidence"": 0.07},
  {""min"": 178, ""max"": 180, ""confidence"": 0.07},
  {""min"": 162, ""max"": 164, ""confidence"": 0.05},
  {""min"": 180, ""max"": 182, ""confidence"": 0.05}
]
```",,1426,278,8.jpg,1,139.0,2,10
wgd_spd_8_10,175.0,0.15,"```json
[
  {""min"": 170, ""max"": 180, ""confidence"": 0.15},
  {""min"": 160, ""max"": 170, ""confidence"": 0.14},
  {""min"": 180, ""max"": 190, ""confidence"": 0.13},
  {""min"": 190, ""max"": 200, ""confidence"": 0.12},
  {""min"": 150, ""max"": 160, ""confidence"": 0.11},
  {""min"": 200, ""max"": 210, ""confidence"": 0.10},
  {""min"": 140, ""max"": 150, ""confidence"": 0.09},
  {""min"": 210, ""max"": 220, ""confidence"": 0.07},
  {""min"": 130, ""max"": 140, ""confidence"": 0.05},
  {""min"": 220, ""max"": 230, ""confidence"": 0.04}
]
```",,1428,278,8.jpg,5,139.0,10,10
wgd_spd_8_20,180.0,0.25,"```json
[
  {""min"": 170, ""max"": 190, ""confidence"": 0.25},
  {""min"": 160, ""max"": 180, ""confidence"": 0.20},
  {""min"": 180, ""max"": 200, ""confidence"": 0.20},
  {""min"": 150, ""max"": 170, ""confidence"": 0.15},
  {""min"": 190, ""max"": 210, ""confidence"": 0.10}
]
```",,1427,143,8.jpg,10,139.0,20,5
wgd_spd_8_40,180.0,0.5,"```json
[
  {
    ""min"": 160,
    ""max"": 200,
    ""confidence"": 0.5
  },
  {
    ""min"": 120,
    ""max"": 160,
    ""confidence"": 0.25
  },
  {
    ""min"": 200,
    ""max"": 240,
    ""confidence"": 0.25
  }
]
```",,1427,115,8.jpg,20,139.0,40,3
wgd_spd_9_02,201.0,0.12,"```json
[
  {""min"": 200, ""max"": 202, ""confidence"": 0.12},
  {""min"": 202, ""max"": 204, ""confidence"": 0.11},
  {""min"": 198, ""max"": 200, ""confidence"": 0.11},
  {""min"": 204, ""max"": 206, ""confidence"": 0.10},
  {""min"": 196, ""max"": 198, ""confidence"": 0.09},
  {""min"": 206, ""max"": 208, ""confidence"": 0.09},
  {""min"": 208, ""max"": 210, ""confidence"": 0.08},
  {""min"": 194, ""max"": 196, ""confidence"": 0.08},
  {""min"": 210, ""max"": 212, ""confidence"": 0.07},
  {""min"": 192, ""max"": 194, ""confidence"": 0.05}
]
```",,1426,278,9.jpg,1,195.0,2,10
wgd_spd_9_10,245.0,0.15,"```json
[
  {""min"": 240, ""max"": 250, ""confidence"": 0.15},
  {""min"": 230, ""max"": 240, ""confidence"": 0.14},
  {""min"": 250, ""max"": 260, ""confidence"": 0.13},
  {""min"": 220, ""max"": 230, ""confidence"": 0.12},
  {""min"": 260, ""max"": 270, ""confidence"": 0.11},
  {""min"": 210, ""max"": 220, ""confidence"": 0.09},
  {""min"": 270, ""max"": 280, ""confidence"": 0.08},
  {""min"": 200, ""max"": 210, ""confidence"": 0.07},
  {""min"": 280, ""max"": 290, ""confidence"": 0.06},
  {""min"": 190, ""max"": 200, ""confidence"": 0.05}
]
```",,1428,278,9.jpg,5,195.0,10,10
wgd_spd_9_20,190.0,0.25,"```json
[
  {""min"": 180, ""max"": 200, ""confidence"": 0.25},
  {""min"": 200, ""max"": 220, ""confidence"": 0.25},
  {""min"": 160, ""max"": 180, ""confidence"": 0.2},
  {""min"": 220, ""max"": 240, ""confidence"": 0.15},
  {""min"": 140, ""max"": 160, ""confidence"": 0.1}
]
```",,1427,141,9.jpg,10,195.0,20,5
wgd_spd_9_40,220.0,0.5,"```json
[
  { ""min"": 200, ""max"": 240, ""confidence"": 0.5 },
  { ""min"": 160, ""max"": 200, ""confidence"": 0.3 },
  { ""min"": 240, ""max"": 280, ""confidence"": 0.2 }
]
```",,1427,89,9.jpg,20,195.0,40,3
wgd_spd_10_02,131.0,0.15,"```json
[
  {""min"": 130, ""max"": 132, ""confidence"": 0.15},
  {""min"": 132, ""max"": 134, ""confidence"": 0.14},
  {""min"": 128, ""max"": 130, ""confidence"": 0.13},
  {""min"": 134, ""max"": 136, ""confidence"": 0.12},
  {""min"": 126, ""max"": 128, ""confidence"": 0.10},
  {""min"": 136, ""max"": 138, ""confidence"": 0.09},
  {""min"": 124, ""max"": 126, ""confidence"": 0.08},
  {""min"": 138, ""max"": 140, ""confidence"": 0.07},
  {""min"": 122, ""max"": 124, ""confidence"": 0.06},
  {""min"": 140, ""max"": 142, ""confidence"": 0.06}
]
```",,1426,278,10.jpg,1,130.0,2,10
wgd_spd_10_10,135.0,0.15,"```json
[
  {""min"": 130, ""max"": 140, ""confidence"": 0.15},
  {""min"": 140, ""max"": 150, ""confidence"": 0.15},
  {""min"": 120, ""max"": 130, ""confidence"": 0.14},
  {""min"": 150, ""max"": 160, ""confidence"": 0.13},
  {""min"": 110, ""max"": 120, ""confidence"": 0.12},
  {""min"": 160, ""max"": 170, ""confidence"": 0.11},
  {""min"": 100, ""max"": 110, ""confidence"": 0.08},
  {""min"": 170, ""max"": 180, ""confidence"": 0.06},
  {""min"": 90, ""max"": 100, ""confidence"": 0.04},
  {""min"": 180, ""max"": 190, ""confidence"": 0.02}
]
```",,1428,277,10.jpg,5,130.0,10,10
wgd_spd_10_20,140.0,0.3,"```json
[
  {""min"": 130, ""max"": 150, ""confidence"": 0.3},
  {""min"": 150, ""max"": 170, ""confidence"": 0.25},
  {""min"": 110, ""max"": 130, ""confidence"": 0.2},
  {""min"": 170, ""max"": 190, ""confidence"": 0.15},
  {""min"": 90, ""max"": 110, ""confidence"": 0.1}
]
```",,1427,139,10.jpg,10,130.0,20,5
wgd_spd_10_40,120.0,0.55,"```json
[
  {
    ""min"": 100,
    ""max"": 140,
    ""confidence"": 0.55
  },
  {
    ""min"": 140,
    ""max"": 180,
    ""confidence"": 0.3
  },
  {
    ""min"": 60,
    ""max"": 100,
    ""confidence"": 0.15
  }
]
```",,1427,114,10.jpg,20,130.0,40,3
wgd_spd_11_02,191.0,0.15,"```json
[
  {""min"": 190, ""max"": 192, ""confidence"": 0.15},
  {""min"": 192, ""max"": 194, ""confidence"": 0.14},
  {""min"": 188, ""max"": 190, ""confidence"": 0.13},
  {""min"": 194, ""max"": 196, ""confidence"": 0.12},
  {""min"": 186, ""max"": 188, ""confidence"": 0.11},
  {""min"": 196, ""max"": 198, ""confidence"": 0.09},
  {""min"": 184, ""max"": 186, ""confidence"": 0.08},
  {""min"": 198, ""max"": 200, ""confidence"": 0.07},
  {""min"": 200, ""max"": 202, ""confidence"": 0.06},
  {""min"": 182, ""max"": 184, ""confidence"": 0.05}
]
```",,1426,278,11.jpg,1,215.0,2,10
wgd_spd_11_10,205.0,0.15,"```json
[
  { ""min"": 200, ""max"": 210, ""confidence"": 0.15 },
  { ""min"": 190, ""max"": 200, ""confidence"": 0.14 },
  { ""min"": 210, ""max"": 220, ""confidence"": 0.13 },
  { ""min"": 220, ""max"": 230, ""confidence"": 0.12 },
  { ""min"": 180, ""max"": 190, ""confidence"": 0.11 },
  { ""min"": 230, ""max"": 240, ""confidence"": 0.10 },
  { ""min"": 170, ""max"": 180, ""confidence"": 0.08 },
  { ""min"": 240, ""max"": 250, ""confidence"": 0.07 },
  { ""min"": 160, ""max"": 170, ""confidence"": 0.06 },
  { ""min"": 250, ""max"": 260, ""confidence"": 0.04 }
]
```",,1428,288,11.jpg,5,215.0,10,10
wgd_spd_11_20,190.0,0.25,"```json
[
  {
    ""min"": 180,
    ""max"": 200,
    ""confidence"": 0.25
  },
  {
    ""min"": 200,
    ""max"": 220,
    ""confidence"": 0.2
  },
  {
    ""min"": 160,
    ""max"": 180,
    ""confidence"": 0.2
  },
  {
    ""min"": 220,
    ""max"": 240,
    ""confidence"": 0.18
  },
  {
    ""min"": 140,
    ""max"": 160,
    ""confidence"": 0.17
  }
]
```",,1427,186,11.jpg,10,215.0,20,5
wgd_spd_11_40,200.0,0.5,"```json
[
  {""min"": 180, ""max"": 220, ""confidence"": 0.5},
  {""min"": 220, ""max"": 260, ""confidence"": 0.3},
  {""min"": 140, ""max"": 180, ""confidence"": 0.2}
]
```",,1427,86,11.jpg,20,215.0,40,3
wgd_spd_12_02,173.0,0.15,"```json
[
  {""min"": 172, ""max"": 174, ""confidence"": 0.15},
  {""min"": 174, ""max"": 176, ""confidence"": 0.14},
  {""min"": 170, ""max"": 172, ""confidence"": 0.13},
  {""min"": 176, ""max"": 178, ""confidence"": 0.12},
  {""min"": 178, ""max"": 180, ""confidence"": 0.11},
  {""min"": 168, ""max"": 170, ""confidence"": 0.10},
  {""min"": 180, ""max"": 182, ""confidence"": 0.09},
  {""min"": 166, ""max"": 168, ""confidence"": 0.08},
  {""min"": 182, ""max"": 184, ""confidence"": 0.05},
  {""min"": 164, ""max"": 166, ""confidence"": 0.03}
]
```",,1426,278,12.jpg,1,185.0,2,10
wgd_spd_12_10,175.0,0.15,"```json
[
  {""min"": 170, ""max"": 180, ""confidence"": 0.15},
  {""min"": 160, ""max"": 170, ""confidence"": 0.14},
  {""min"": 180, ""max"": 190, ""confidence"": 0.13},
  {""min"": 150, ""max"": 160, ""confidence"": 0.12},
  {""min"": 190, ""max"": 200, ""confidence"": 0.11},
  {""min"": 140, ""max"": 150, ""confidence"": 0.09},
  {""min"": 200, ""max"": 210, ""confidence"": 0.08},
  {""min"": 130, ""max"": 140, ""confidence"": 0.07},
  {""min"": 210, ""max"": 220, ""confidence"": 0.06},
  {""min"": 220, ""max"": 230, ""confidence"": 0.05}
]
```",,1428,278,12.jpg,5,185.0,10,10
wgd_spd_12_20,170.0,0.3,"```json
[
  {""min"": 160, ""max"": 180, ""confidence"": 0.3},
  {""min"": 170, ""max"": 190, ""confidence"": 0.25},
  {""min"": 150, ""max"": 170, ""confidence"": 0.2},
  {""min"": 180, ""max"": 200, ""confidence"": 0.15},
  {""min"": 140, ""max"": 160, ""confidence"": 0.05}
]
```",,1427,141,12.jpg,10,185.0,20,5
wgd_spd_12_40,180.0,0.6,"```json
[
  {
    ""min"": 160,
    ""max"": 200,
    ""confidence"": 0.6
  },
  {
    ""min"": 120,
    ""max"": 160,
    ""confidence"": 0.2
  },
  {
    ""min"": 200,
    ""max"": 240,
    ""confidence"": 0.2
  }
]
```",,1427,113,12.jpg,20,185.0,40,3
wgd_spd_13_02,147.0,0.15,"```json
[
  {""min"": 146, ""max"": 148, ""confidence"": 0.15},
  {""min"": 148, ""max"": 150, ""confidence"": 0.15},
  {""min"": 150, ""max"": 152, ""confidence"": 0.12},
  {""min"": 152, ""max"": 154, ""confidence"": 0.10},
  {""min"": 144, ""max"": 146, ""confidence"": 0.10},
  {""min"": 154, ""max"": 156, ""confidence"": 0.09},
  {""min"": 142, ""max"": 144, ""confidence"": 0.08},
  {""min"": 156, ""max"": 158, ""confidence"": 0.07},
  {""min"": 140, ""max"": 142, ""confidence"": 0.07},
  {""min"": 158, ""max"": 160, ""confidence"": 0.07}
]
```",,1426,278,13.jpg,1,195.0,2,10
wgd_spd_13_10,175.0,0.15,"```json
[
  {
    ""min"": 170,
    ""max"": 180,
    ""confidence"": 0.15
  },
  {
    ""min"": 160,
    ""max"": 170,
    ""confidence"": 0.14
  },
  {
    ""min"": 180,
    ""max"": 190,
    ""confidence"": 0.13
  },
  {
    ""min"": 150,
    ""max"": 160,
    ""confidence"": 0.12
  },
  {
    ""min"": 190,
    ""max"": 200,
    ""confidence"": 0.11
  },
  {
    ""min"": 140,
    ""max"": 150,
    ""confidence"": 0.1
  },
  {
    ""min"": 200,
    ""max"": 210,
    ""confidence"": 0.09
  },
  {
    ""min"": 130,
    ""max"": 140,
    ""confidence"": 0.08
  },
  {
    ""min"": 210,
    ""max"": 220,
    ""confidence"": 0.05
  },
  {
    ""min"": 120,
    ""max"": 130,
    ""confidence"": 0.03
  }
]
```",,1428,367,13.jpg,5,195.0,10,10
wgd_spd_13_20,160.0,0.3,"```json
[
  {""min"": 150, ""max"": 170, ""confidence"": 0.3},
  {""min"": 160, ""max"": 180, ""confidence"": 0.25},
  {""min"": 140, ""max"": 160, ""confidence"": 0.2},
  {""min"": 170, ""max"": 190, ""confidence"": 0.15},
  {""min"": 130, ""max"": 150, ""confidence"": 0.1}
]
```",,1427,140,13.jpg,10,195.0,20,5
