question_id,Answer,Confidence,raw,error,photo,within_lbs,true_weight
wgd_4_20,105 lbs,0.35,"```json
{""Answer"": ""105 lbs"", ""Confidence"": ""0.35""}
```",,4.jpg,20,95.0
wgd_5_01,210,0.15,"```json
{""Answer"": ""210"", ""Confidence"": ""0.15""}
```",,5.jpg,1,142.0
wgd_5_02,210,0.15,"```json
{""Answer"": ""210"", ""Confidence"": ""0.15""}
```",,5.jpg,2,142.0
wgd_5_03,210,0.15,"```json
{""Answer"": ""210"", ""Confidence"": ""0.15""}
```",,5.jpg,3,142.0
wgd_5_04,215,0.15,"```json
{""Answer"": ""215"", ""Confidence"": ""0.15""}
```",,5.jpg,4,142.0
wgd_5_05,210,0.25,"```json
{""Answer"": ""210"", ""Confidence"": ""0.25""}
```",,5.jpg,5,142.0
wgd_5_06,185,0.25,"```json
{""Answer"": ""185"", ""Confidence"": ""0.25""}
```",,5.jpg,6,142.0
wgd_5_07,210,0.25,"```json
{""Answer"": ""210"", ""Confidence"": ""0.25""}
```",,5.jpg,7,142.0
wgd_5_08,210,0.25,"```json
{""Answer"": ""210"", ""Confidence"": ""0.25""}
```",,5.jpg,8,142.0
wgd_5_09,210,0.25,"```json
{""Answer"": ""210"", ""Confidence"": ""0.25""}
```",,5.jpg,9,142.0
wgd_5_10,210,0.25,"```json
{""Answer"": ""210"", ""Confidence"": ""0.25""}
```",,5.jpg,10,142.0
wgd_5_11,210,0.35,"```json
{""Answer"": ""210"", ""Confidence"": ""0.35""}
```",,5.jpg,11,142.0
wgd_5_12,210,0.35,"```json
{""Answer"": ""210"", ""Confidence"": ""0.35""}
```",,5.jpg,12,142.0
wgd_5_13,210,0.35,"```json
{""Answer"": ""210"", ""Confidence"": ""0.35""}
```",,5.jpg,13,142.0
wgd_5_14,220,0.35,"```json
{""Answer"": ""220"", ""Confidence"": ""0.35""}
```",,5.jpg,14,142.0
wgd_5_15,210,0.35,"```json
{""Answer"": ""210"", ""Confidence"": ""0.35""}
```",,5.jpg,15,142.0
wgd_5_16,210,0.35,"```json
{""Answer"": ""210"", ""Confidence"": ""0.35""}
```",,5.jpg,16,142.0
wgd_5_17,210,0.35,"```json
{""Answer"": ""210"", ""Confidence"": ""0.35""}
```",,5.jpg,17,142.0
wgd_5_18,210,0.35,"```json
{""Answer"": ""210"", ""Confidence"": ""0.35""}
```",,5.jpg,18,142.0
wgd_5_19,210,0.35,"```json
{""Answer"": ""210"", ""Confidence"": ""0.35""}
```",,5.jpg,19,142.0
wgd_5_20,210,0.35,"```json
{""Answer"": ""210"", ""Confidence"": ""0.35""}
```",,5.jpg,20,142.0
wgd_6_01,185,0.05,"```json
{""Answer"": ""185"", ""Confidence"": ""0.05""}
```",,6.jpg,1,150.0
wgd_6_02,185,0.15,"```json
{""Answer"": ""185"", ""Confidence"": ""0.15""}
```",,6.jpg,2,150.0
wgd_6_03,185 lbs,0.25,"```json
{""Answer"": ""185 lbs"", ""Confidence"": ""0.25""}
```",,6.jpg,3,150.0
wgd_6_04,185 lbs,0.25,"```json
{""Answer"": ""185 lbs"", ""Confidence"": ""0.25""}
```",,6.jpg,4,150.0
wgd_6_05,185,0.25,"```json
{""Answer"": ""185"", ""Confidence"": ""0.25""}
```",,6.jpg,5,150.0
wgd_6_06,185,0.25,"```json
{""Answer"": ""185"", ""Confidence"": ""0.25""}
```",,6.jpg,6,150.0
wgd_6_07,185 lbs,0.25,"```json
{""Answer"": ""185 lbs"", ""Confidence"": ""0.25""}
```",,6.jpg,7,150.0
wgd_6_08,185,0.25,"```json
{""Answer"": ""185"", ""Confidence"": ""0.25""}
```",,6.jpg,8,150.0
wgd_6_09,185,0.25,"```json
{""Answer"": ""185"", ""Confidence"": ""0.25""}
```",,6.jpg,9,150.0
wgd_6_10,180,0.25,"```json
{""Answer"": ""180"", ""Confidence"": ""0.25""}
```",,6.jpg,10,150.0
wgd_6_11,185,0.25,"```json
{""Answer"": ""185"", ""Confidence"": ""0.25""}
```",,6.jpg,11,150.0
wgd_6_12,185,0.25,"```json
{""Answer"": ""185"", ""Confidence"": ""0.25""}
```",,6.jpg,12,150.0
wgd_6_13,195,0.35,"```json
{""Answer"": ""195"", ""Confidence"": ""0.35""}
```",,6.jpg,13,150.0
wgd_6_14,185 lbs,0.35,"```json
{""Answer"": ""185 lbs"", ""Confidence"": ""0.35""}
```",,6.jpg,14,150.0
wgd_6_15,185 lbs,0.35,"```json
{""Answer"": ""185 lbs"", ""Confidence"": ""0.35""}
```",,6.jpg,15,150.0
wgd_6_16,185,0.25,"```json
{""Answer"": ""185"", ""Confidence"": ""0.25""}
```",,6.jpg,16,150.0
wgd_6_17,185 lbs,0.35,"```json
{""Answer"": ""185 lbs"", ""Confidence"": ""0.35""}
```",,6.jpg,17,150.0
wgd_6_18,185 lbs,0.35,"```json
{""Answer"": ""185 lbs"", ""Confidence"": ""0.35""}
```",,6.jpg,18,150.0
wgd_6_19,180 lbs,0.35,"```json
{""Answer"": ""180 lbs"", ""Confidence"": ""0.35""}
```",,6.jpg,19,150.0
wgd_6_20,185,0.35,"```json
{""Answer"": ""185"", ""Confidence"": ""0.35""}
```",,6.jpg,20,150.0
wgd_7_01,150,0.05,"```json
{""Answer"": ""150"", ""Confidence"": ""0.05""}
```",,7.jpg,1,135.0
wgd_7_02,155,0.15,"```json
{""Answer"": ""155"", ""Confidence"": ""0.15""}
```",,7.jpg,2,135.0
wgd_7_03,160,0.15,"```json
{""Answer"": ""160"", ""Confidence"": ""0.15""}
```",,7.jpg,3,135.0
wgd_7_04,140,0.15,"```json
{""Answer"": ""140"", ""Confidence"": ""0.15""}
```",,7.jpg,4,135.0
wgd_7_05,160,0.25,"```json
{""Answer"": ""160"", ""Confidence"": ""0.25""}
```",,7.jpg,5,135.0
wgd_7_06,155 lbs,0.25,"```json
{""Answer"": ""155 lbs"", ""Confidence"": ""0.25""}
```",,7.jpg,6,135.0
wgd_7_07,155 lbs,0.25,"```json
{""Answer"": ""155 lbs"", ""Confidence"": ""0.25""}
```",,7.jpg,7,135.0
wgd_7_08,155,0.25,"```json
{""Answer"": ""155"", ""Confidence"": ""0.25""}
```",,7.jpg,8,135.0
wgd_7_09,140 lbs,0.25,"```json
{""Answer"": ""140 lbs"", ""Confidence"": ""0.25""}
```",,7.jpg,9,135.0
wgd_7_10,155,0.25,"```json
{""Answer"": ""155"", ""Confidence"": ""0.25""}
```",,7.jpg,10,135.0
wgd_7_11,160,0.25,"```json
{""Answer"": ""160"", ""Confidence"": ""0.25""}
```",,7.jpg,11,135.0
wgd_7_12,160,0.25,"```json
{""Answer"": ""160"", ""Confidence"": ""0.25""}
```",,7.jpg,12,135.0
wgd_7_13,150,0.25,"```json
{""Answer"": ""150"", ""Confidence"": ""0.25""}
```",,7.jpg,13,135.0
wgd_7_14,155,0.25,"```json
{""Answer"": ""155"", ""Confidence"": ""0.25""}
```",,7.jpg,14,135.0
wgd_7_15,150 lbs,0.35,"```json
{""Answer"": ""150 lbs"", ""Confidence"": ""0.35""}
```",,7.jpg,15,135.0
wgd_7_16,140,0.35,"```json
{""Answer"": ""140"", ""Confidence"": ""0.35""}
```",,7.jpg,16,135.0
wgd_7_17,150,0.25,"```json
{""Answer"": ""150"", ""Confidence"": ""0.25""}
```",,7.jpg,17,135.0
wgd_7_18,155 lbs,0.35,"```json
{""Answer"": ""155 lbs"", ""Confidence"": ""0.35""}
```",,7.jpg,18,135.0
wgd_7_19,155,0.35,"```json
{""Answer"": ""155"", ""Confidence"": ""0.35""}
```",,7.jpg,19,135.0
wgd_7_20,145,0.25,"```json
{""Answer"": ""145"", ""Confidence"": ""0.25""}
```",,7.jpg,20,135.0
wgd_8_01,185 lbs,0.15,"```json
{""Answer"": ""185 lbs"", ""Confidence"": ""0.15""}
```",,8.jpg,1,139.0
wgd_8_02,185,0.15,"```json
{""Answer"": ""185"", ""Confidence"": ""0.15""}
```",,8.jpg,2,139.0
wgd_8_03,185,0.15,"```json
{""Answer"": ""185"", ""Confidence"": ""0.15""}
```",,8.jpg,3,139.0
wgd_8_04,185 lbs,0.25,"```json
{""Answer"": ""185 lbs"", ""Confidence"": ""0.25""}
```",,8.jpg,4,139.0
wgd_8_05,185 lbs,0.25,"```json
{""Answer"": ""185 lbs"", ""Confidence"": ""0.25""}
```",,8.jpg,5,139.0
wgd_8_06,185,0.25,"```json
{""Answer"": ""185"", ""Confidence"": ""0.25""}
```",,8.jpg,6,139.0
wgd_8_07,185,0.25,"```json
{""Answer"": ""185"", ""Confidence"": ""0.25""}
```",,8.jpg,7,139.0
wgd_8_08,185,0.25,"```json
{""Answer"": ""185"", ""Confidence"": ""0.25""}
```",,8.jpg,8,139.0
wgd_8_09,180,0.25,"```json
{""Answer"": ""180"", ""Confidence"": ""0.25""}
```",,8.jpg,9,139.0
wgd_8_10,185,0.25,"```json
{""Answer"": ""185"", ""Confidence"": ""0.25""}
```",,8.jpg,10,139.0
wgd_8_11,185,0.25,"```json
{""Answer"": ""185"", ""Confidence"": ""0.25""}
```",,8.jpg,11,139.0
wgd_8_12,185 lbs,0.35,"```json
{""Answer"": ""185 lbs"", ""Confidence"": ""0.35""}
```",,8.jpg,12,139.0
wgd_8_13,185 lbs,0.25,"```json
{""Answer"": ""185 lbs"", ""Confidence"": ""0.25""}
```",,8.jpg,13,139.0
wgd_8_14,185,0.35,"```json
{""Answer"": ""185"", ""Confidence"": ""0.35""}
```",,8.jpg,14,139.0
wgd_8_15,180,0.25,"```json
{""Answer"": ""180"", ""Confidence"": ""0.25""}
```",,8.jpg,15,139.0
wgd_8_16,180,0.35,"```json
{""Answer"": ""180"", ""Confidence"": ""0.35""}
```",,8.jpg,16,139.0
wgd_8_17,185 lbs,0.35,"```json
{""Answer"": ""185 lbs"", ""Confidence"": ""0.35""}
```",,8.jpg,17,139.0
wgd_8_18,180,0.35,"```json
{""Answer"": ""180"", ""Confidence"": ""0.35""}
```",,8.jpg,18,139.0
wgd_8_19,185,0.35,"```json
{""Answer"": ""185"", ""Confidence"": ""0.35""}
```",,8.jpg,19,139.0
wgd_8_20,185 lbs,0.35,"```json
{""Answer"": ""185 lbs"", ""Confidence"": ""0.35""}
```",,8.jpg,20,139.0
wgd_9_01,220,0.15,"```json
{""Answer"": ""220"", ""Confidence"": ""0.15""}
```",,9.jpg,1,195.0
wgd_9_02,225,0.15,"```json
{""Answer"": ""225"", ""Confidence"": ""0.15""}
```",,9.jpg,2,195.0
wgd_9_03,220,0.15,"```json
{""Answer"": ""220"", ""Confidence"": ""0.15""}
```",,9.jpg,3,195.0
wgd_9_04,220,0.25,"```json
{""Answer"": ""220"", ""Confidence"": ""0.25""}
```",,9.jpg,4,195.0
wgd_9_05,220,0.25,"```json
{""Answer"": ""220"", ""Confidence"": ""0.25""}
```",,9.jpg,5,195.0
wgd_9_06,210 lbs,0.25,"```json
{""Answer"": ""210 lbs"", ""Confidence"": ""0.25""}
```",,9.jpg,6,195.0
wgd_9_07,220,0.25,"```json
{""Answer"": ""220"", ""Confidence"": ""0.25""}
```",,9.jpg,7,195.0
wgd_9_08,220,0.35,"```json
{""Answer"": ""220"", ""Confidence"": ""0.35""}
```",,9.jpg,8,195.0
wgd_9_09,220,0.25,"```json
{""Answer"": ""220"", ""Confidence"": ""0.25""}
```",,9.jpg,9,195.0
wgd_9_10,220,0.35,"```json
{""Answer"": ""220"", ""Confidence"": ""0.35""}
```",,9.jpg,10,195.0
wgd_9_11,210,0.35,"```json
{""Answer"": ""210"", ""Confidence"": ""0.35""}
```",,9.jpg,11,195.0
wgd_9_12,220,0.35,"```json
{""Answer"": ""220"", ""Confidence"": ""0.35""}
```",,9.jpg,12,195.0
wgd_9_13,225,0.35,"```json
{""Answer"": ""225"", ""Confidence"": ""0.35""}
```",,9.jpg,13,195.0
wgd_9_14,220,0.35,"```json
{""Answer"": ""220"", ""Confidence"": ""0.35""}
```",,9.jpg,14,195.0
wgd_9_15,220,0.35,"```json
{""Answer"": ""220"", ""Confidence"": ""0.35""}
```",,9.jpg,15,195.0
wgd_9_16,220,0.35,"```json
{""Answer"": ""220"", ""Confidence"": ""0.35""}
```",,9.jpg,16,195.0
wgd_9_17,220,0.35,"```json
{""Answer"": ""220"", ""Confidence"": ""0.35""}
```",,9.jpg,17,195.0
wgd_9_18,220,0.35,"```json
{""Answer"": ""220"", ""Confidence"": ""0.35""}
```",,9.jpg,18,195.0
wgd_9_19,220,0.35,"```json
{""Answer"": ""220"", ""Confidence"": ""0.35""}
```",,9.jpg,19,195.0
wgd_9_20,220,0.35,"```json
{""Answer"": ""220"", ""Confidence"": ""0.35""}
```",,9.jpg,20,195.0
wgd_10_01,125,0.15,"```json
{""Answer"": ""125"", ""Confidence"": ""0.15""}
```",,10.jpg,1,130.0
wgd_10_02,125,0.15,"```json
{""Answer"": ""125"", ""Confidence"": ""0.15""}
```",,10.jpg,2,130.0
wgd_10_03,130,0.25,"```json
{""Answer"": ""130"", ""Confidence"": ""0.25""}
```",,10.jpg,3,130.0
wgd_10_04,125,0.15,"```json
{""Answer"": ""125"", ""Confidence"": ""0.15""}
```",,10.jpg,4,130.0
wgd_10_05,135,0.25,"```json
{""Answer"": ""135"", ""Confidence"": ""0.25""}
```",,10.jpg,5,130.0
wgd_10_06,125,0.25,"```json
{""Answer"": ""125"", ""Confidence"": ""0.25""}
```",,10.jpg,6,130.0
wgd_10_07,130,0.25,"```json
{""Answer"": ""130"", ""Confidence"": ""0.25""}
```",,10.jpg,7,130.0
wgd_10_08,135,0.25,"```json
{""Answer"": ""135"", ""Confidence"": ""0.25""}
```",,10.jpg,8,130.0
wgd_10_09,125,0.25,"```json
{""Answer"": ""125"", ""Confidence"": ""0.25""}
```",,10.jpg,9,130.0
wgd_10_10,135,0.25,"```json
{""Answer"": ""135"", ""Confidence"": ""0.25""}
```",,10.jpg,10,130.0
wgd_10_11,130,0.25,"```json
{""Answer"": ""130"", ""Confidence"": ""0.25""}
```",,10.jpg,11,130.0
wgd_10_12,125 lbs,0.35,"```json
{""Answer"": ""125 lbs"", ""Confidence"": ""0.35""}
```",,10.jpg,12,130.0
wgd_10_13,130 lbs,0.35,"```json
{""Answer"": ""130 lbs"", ""Confidence"": ""0.35""}
```",,10.jpg,13,130.0
wgd_10_14,130,0.25,"```json
{""Answer"": ""130"", ""Confidence"": ""0.25""}
```",,10.jpg,14,130.0
wgd_10_15,125,0.35,"```json
{""Answer"": ""125"", ""Confidence"": ""0.35""}
```",,10.jpg,15,130.0
wgd_10_16,130,0.35,"```json
{""Answer"": ""130"", ""Confidence"": ""0.35""}
```",,10.jpg,16,130.0
wgd_10_17,125 lbs,0.35,"```json
{""Answer"": ""125 lbs"", ""Confidence"": ""0.35""}
```",,10.jpg,17,130.0
wgd_10_18,135,0.25,"```json
{""Answer"": ""135"", ""Confidence"": ""0.25""}
```",,10.jpg,18,130.0
wgd_10_19,125,0.35,"```json
{""Answer"": ""125"", ""Confidence"": ""0.35""}
```",,10.jpg,19,130.0
wgd_10_20,130,0.35,"```json
{""Answer"": ""130"", ""Confidence"": ""0.35""}
```",,10.jpg,20,130.0
wgd_11_01,185,0.15,"```json
{""Answer"": ""185"", ""Confidence"": ""0.15""}
```",,11.jpg,1,215.0
wgd_11_02,185,0.15,"```json
{""Answer"": ""185"", ""Confidence"": ""0.15""}
```",,11.jpg,2,215.0
wgd_11_03,185,0.25,"```json
{""Answer"": ""185"", ""Confidence"": ""0.25""}
```",,11.jpg,3,215.0
wgd_11_04,185,0.25,"```json
{""Answer"": ""185"", ""Confidence"": ""0.25""}
```",,11.jpg,4,215.0
wgd_11_05,185 lbs,0.25,"```json
{""Answer"": ""185 lbs"", ""Confidence"": ""0.25""}
```",,11.jpg,5,215.0
wgd_11_06,185 lbs,0.25,"```json
{""Answer"": ""185 lbs"", ""Confidence"": ""0.25""}
```",,11.jpg,6,215.0
wgd_11_07,185,0.25,"```json
{""Answer"": ""185"", ""Confidence"": ""0.25""}
```",,11.jpg,7,215.0
wgd_11_08,185 lbs,0.35,"```json
{""Answer"": ""185 lbs"", ""Confidence"": ""0.35""}
```",,11.jpg,8,215.0
wgd_11_09,185,0.25,"```json
{""Answer"": ""185"", ""Confidence"": ""0.25""}
```",,11.jpg,9,215.0
wgd_11_10,185 lbs,0.35,"```json
{""Answer"": ""185 lbs"", ""Confidence"": ""0.35""}
```",,11.jpg,10,215.0
wgd_11_11,190,0.35,"```json
{""Answer"": ""190"", ""Confidence"": ""0.35""}
```",,11.jpg,11,215.0
wgd_11_12,185 lbs,0.35,"```json
{""Answer"": ""185 lbs"", ""Confidence"": ""0.35""}
```",,11.jpg,12,215.0
wgd_11_13,185,0.35,"```json
{""Answer"": ""185"", ""Confidence"": ""0.35""}
```",,11.jpg,13,215.0
wgd_11_14,185,0.35,"```json
{""Answer"": ""185"", ""Confidence"": ""0.35""}
```",,11.jpg,14,215.0
wgd_11_15,190,0.35,"```json
{""Answer"": ""190"", ""Confidence"": ""0.35""}
```",,11.jpg,15,215.0
wgd_11_16,185 lbs,0.35,"```json
{""Answer"": ""185 lbs"", ""Confidence"": ""0.35""}
```",,11.jpg,16,215.0
wgd_11_17,195,0.35,"```json
{""Answer"": ""195"", ""Confidence"": ""0.35""}
```",,11.jpg,17,215.0
wgd_11_18,185 lbs,0.35,"```json
{""Answer"": ""185 lbs"", ""Confidence"": ""0.35""}
```",,11.jpg,18,215.0
wgd_11_19,185,0.35,"```json
{""Answer"": ""185"", ""Confidence"": ""0.35""}
```",,11.jpg,19,215.0
wgd_11_20,185 lbs,0.35,"```json
{""Answer"": ""185 lbs"", ""Confidence"": ""0.35""}
```",,11.jpg,20,215.0
wgd_12_01,185,0.15,"```json
{""Answer"": ""185"", ""Confidence"": ""0.15""}
```",,12.jpg,1,185.0
wgd_12_02,185,0.15,"```json
{""Answer"": ""185"", ""Confidence"": ""0.15""}
```",,12.jpg,2,185.0
