question_id,Answer,Confidence,raw,error,photo,within_lbs,true_weight,bin_width,top_n
wgd_spd_4_02,101.0,0.15,"```json
[
  {""min"": 100, ""max"": 102, ""confidence"": 0.15},
  {""min"": 98, ""max"": 100, ""confidence"": 0.14},
  {""min"": 102, ""max"": 104, ""confidence"": 0.13},
  {""min"": 96, ""max"": 98, ""confidence"": 0.12},
  {""min"": 104, ""max"": 106, ""confidence"": 0.11},
  {""min"": 94, ""max"": 96, ""confidence"": 0.10},
  {""min"": 106, ""max"": 108, ""confidence"": 0.09},
  {""min"": 92, ""max"": 94, ""confidence"": 0.08},
  {""min"": 108, ""max"": 110, ""confidence"": 0.05},
  {""min"": 90, ""max"": 92, ""confidence"": 0.03}
]
```",,4.jpg,1,95.0,2,10
wgd_spd_4_10,105.0,0.25,"```json
[
  {""min"": 100, ""max"": 110, ""confidence"": 0.25},
  {""min"": 110, ""max"": 120, ""confidence"": 0.2},
  {""min"": 90, ""max"": 100, ""confidence"": 0.15},
  {""min"": 120, ""max"": 130, ""confidence"": 0.1},
  {""min"": 80, ""max"": 90, ""confidence"": 0.08},
  {""min"": 130, ""max"": 140, ""confidence"": 0.07},
  {""min"": 70, ""max"": 80, ""confidence"": 0.05},
  {""min"": 140, ""max"": 150, ""confidence"": 0.05},
  {""min"": 150, ""max"": 160, ""confidence"": 0.03},
  {""min"": 60, ""max"": 70, ""confidence"": 0.02}
]
```",,4.jpg,5,95.0,10,10
wgd_spd_4_20,110.0,0.4,"```json
[
  {""min"": 100, ""max"": 120, ""confidence"": 0.4},
  {""min"": 120, ""max"": 140, ""confidence"": 0.3},
  {""min"": 80, ""max"": 100, ""confidence"": 0.2},
  {""min"": 140, ""max"": 160, ""confidence"": 0.05},
  {""min"": 60, ""max"": 80, ""confidence"": 0.05}
]
```",,4.jpg,10,95.0,20,5
wgd_spd_4_40,120.0,0.55,"```json
[
  {""min"": 100, ""max"": 140, ""confidence"": 0.55},
  {""min"": 140, ""max"": 180, ""confidence"": 0.25},
  {""min"": 60, ""max"": 100, ""confidence"": 0.15}
]
```",,4.jpg,20,95.0,40,3
wgd_spd_5_02,173.0,0.12,"```json
[
  {""min"": 172, ""max"": 174, ""confidence"": 0.12},
  {""min"": 174, ""max"": 176, ""confidence"": 0.12},
  {""min"": 170, ""max"": 172, ""confidence"": 0.11},
  {""min"": 176, ""max"": 178, ""confidence"": 0.11},
  {""min"": 168, ""max"": 170, ""confidence"": 0.10},
  {""min"": 178, ""max"": 180, ""confidence"": 0.10},
  {""min"": 180, ""max"": 182, ""confidence"": 0.09},
  {""min"": 166, ""max"": 168, ""confidence"": 0.09},
  {""min"": 182, ""max"": 184, ""confidence"": 0.08},
  {""min"": 164, ""max"": 166, ""confidence"": 0.08}
]
```",,5.jpg,1,142.0,2,10
wgd_spd_5_10,175.0,0.15,"```json
[
  {""min"": 170, ""max"": 180, ""confidence"": 0.15},
  {""min"": 160, ""max"": 170, ""confidence"": 0.14},
  {""min"": 180, ""max"": 190, ""confidence"": 0.13},
  {""min"": 150, ""max"": 160, ""confidence"": 0.12},
  {""min"": 190, ""max"": 200, ""confidence"": 0.11},
  {""min"": 140, ""max"": 150, ""confidence"": 0.09},
  {""min"": 200, ""max"": 210, ""confidence"": 0.08},
  {""min"": 130, ""max"": 140, ""confidence"": 0.07},
  {""min"": 210, ""max"": 220, ""confidence"": 0.06},
  {""min"": 120, ""max"": 130, ""confidence"": 0.05}
]
```",,5.jpg,5,142.0,10,10
wgd_spd_5_20,150.0,0.3,"```json
[
  {""min"": 140, ""max"": 160, ""confidence"": 0.3},
  {""min"": 160, ""max"": 180, ""confidence"": 0.25},
  {""min"": 120, ""max"": 140, ""confidence"": 0.2},
  {""min"": 180, ""max"": 200, ""confidence"": 0.15},
  {""min"": 100, ""max"": 120, ""confidence"": 0.1}
]
```",,5.jpg,10,142.0,20,5
wgd_spd_5_40,180.0,0.5,"```json
[
  {
    ""min"": 160,
    ""max"": 200,
    ""confidence"": 0.5
  },
  {
    ""min"": 120,
    ""max"": 160,
    ""confidence"": 0.3
  },
  {
    ""min"": 200,
    ""max"": 240,
    ""confidence"": 0.2
  }
]
```",,5.jpg,20,142.0,40,3
wgd_spd_6_02,141.0,0.12,"```json
[
  {""min"": 140, ""max"": 142, ""confidence"": 0.12},
  {""min"": 138, ""max"": 140, ""confidence"": 0.11},
  {""min"": 142, ""max"": 144, ""confidence"": 0.11},
  {""min"": 136, ""max"": 138, ""confidence"": 0.10},
  {""min"": 144, ""max"": 146, ""confidence"": 0.10},
  {""min"": 134, ""max"": 136, ""confidence"": 0.09},
  {""min"": 146, ""max"": 148, ""confidence"": 0.09},
  {""min"": 132, ""max"": 134, ""confidence"": 0.08},
  {""min"": 148, ""max"": 150, ""confidence"": 0.08},
  {""min"": 150, ""max"": 152, ""confidence"": 0.07}
]
```",,6.jpg,1,150.0,2,10
wgd_spd_6_10,145.0,0.15,"```json
[
  {""min"": 140, ""max"": 150, ""confidence"": 0.15},
  {""min"": 150, ""max"": 160, ""confidence"": 0.15},
  {""min"": 130, ""max"": 140, ""confidence"": 0.13},
  {""min"": 160, ""max"": 170, ""confidence"": 0.12},
  {""min"": 120, ""max"": 130, ""confidence"": 0.1},
  {""min"": 170, ""max"": 180, ""confidence"": 0.09},
  {""min"": 110, ""max"": 120, ""confidence"": 0.08},
  {""min"": 180, ""max"": 190, ""confidence"": 0.07},
  {""min"": 100, ""max"": 110, ""confidence"": 0.06},
  {""min"": 190, ""max"": 200, ""confidence"": 0.05}
]
```",,6.jpg,5,150.0,10,10
wgd_spd_6_20,160.0,0.3,"```json
[
  { ""min"": 150, ""max"": 170, ""confidence"": 0.3 },
  { ""min"": 140, ""max"": 160, ""confidence"": 0.25 },
  { ""min"": 160, ""max"": 180, ""confidence"": 0.2 },
  { ""min"": 130, ""max"": 150, ""confidence"": 0.15 },
  { ""min"": 170, ""max"": 190, ""confidence"": 0.1 }
]
```",,6.jpg,10,150.0,20,5
wgd_spd_6_40,160.0,0.5,"```json
[
  {""min"": 140, ""max"": 180, ""confidence"": 0.5},
  {""min"": 100, ""max"": 140, ""confidence"": 0.3},
  {""min"": 180, ""max"": 220, ""confidence"": 0.2}
]
```",,6.jpg,20,150.0,40,3
wgd_spd_7_02,157.0,0.15,"```json
[
  {""min"": 156, ""max"": 158, ""confidence"": 0.15},
  {""min"": 158, ""max"": 160, ""confidence"": 0.15},
  {""min"": 154, ""max"": 156, ""confidence"": 0.13},
  {""min"": 160, ""max"": 162, ""confidence"": 0.12},
  {""min"": 152, ""max"": 154, ""confidence"": 0.1},
  {""min"": 162, ""max"": 164, ""confidence"": 0.08},
  {""min"": 150, ""max"": 152, ""confidence"": 0.07},
  {""min"": 164, ""max"": 166, ""confidence"": 0.07},
  {""min"": 148, ""max"": 150, ""confidence"": 0.03},
  {""min"": 166, ""max"": 168, ""confidence"": 0.03}
]
```",,7.jpg,1,135.0,2,10
wgd_spd_7_10,155.0,0.15,"```json
[
  {""min"": 150, ""max"": 160, ""confidence"": 0.15},
  {""min"": 140, ""max"": 150, ""confidence"": 0.14},
  {""min"": 160, ""max"": 170, ""confidence"": 0.13},
  {""min"": 130, ""max"": 140, ""confidence"": 0.12},
  {""min"": 170, ""max"": 180, ""confidence"": 0.11},
  {""min"": 120, ""max"": 130, ""confidence"": 0.10},
  {""min"": 180, ""max"": 190, ""confidence"": 0.09},
  {""min"": 110, ""max"": 120, ""confidence"": 0.07},
  {""min"": 190, ""max"": 200, ""confidence"": 0.05},
  {""min"": 100, ""max"": 110, ""confidence"": 0.04}
]
```",,7.jpg,5,135.0,10,10
wgd_spd_7_20,150.0,0.3,"```json
[
  {""min"": 140, ""max"": 160, ""confidence"": 0.3},
  {""min"": 120, ""max"": 140, ""confidence"": 0.25},
  {""min"": 160, ""max"": 180, ""confidence"": 0.2},
  {""min"": 100, ""max"": 120, ""confidence"": 0.15},
  {""min"": 180, ""max"": 200, ""confidence"": 0.1}
]
```",,7.jpg,10,135.0,20,5
wgd_spd_7_40,160.0,0.55,"```json
[
  {""min"": 140, ""max"": 180, ""confidence"": 0.55},
  {""min"": 100, ""max"": 140, ""confidence"": 0.25},
  {""min"": 180, ""max"": 220, ""confidence"": 0.15}
]
```",,7.jpg,20,135.0,40,3
wgd_spd_8_02,141.0,0.15,"```json
[
  {""min"": 140, ""max"": 142, ""confidence"": 0.15},
  {""min"": 142, ""max"": 144, ""confidence"": 0.15},
  {""min"": 144, ""max"": 146, ""confidence"": 0.1},
  {""min"": 138, ""max"": 140, ""confidence"": 0.1},
  {""min"": 146, ""max"": 148, ""confidence"": 0.1},
  {""min"": 136, ""max"": 138, ""confidence"": 0.08},
  {""min"": 148, ""max"": 150, ""confidence"": 0.08},
  {""min"": 134, ""max"": 136, ""confidence"": 0.07},
  {""min"": 150, ""max"": 152, ""confidence"": 0.07},
  {""min"": 152, ""max"": 154, ""confidence"": 0.05}
]
```",,8.jpg,1,139.0,2,10
wgd_spd_8_10,175.0,0.15,"```json
[
  {""min"": 170, ""max"": 180, ""confidence"": 0.15},
  {""min"": 160, ""max"": 170, ""confidence"": 0.14},
  {""min"": 180, ""max"": 190, ""confidence"": 0.13},
  {""min"": 150, ""max"": 160, ""confidence"": 0.12},
  {""min"": 190, ""max"": 200, ""confidence"": 0.11},
  {""min"": 140, ""max"": 150, ""confidence"": 0.09},
  {""min"": 200, ""max"": 210, ""confidence"": 0.08},
  {""min"": 130, ""max"": 140, ""confidence"": 0.07},
  {""min"": 210, ""max"": 220, ""confidence"": 0.06},
  {""min"": 120, ""max"": 130, ""confidence"": 0.05}
]
```",,8.jpg,5,139.0,10,10
wgd_spd_8_20,180.0,0.3,"```json
[
  {
    ""min"": 170,
    ""max"": 190,
    ""confidence"": 0.3
  },
  {
    ""min"": 190,
    ""max"": 210,
    ""confidence"": 0.25
  },
  {
    ""min"": 150,
    ""max"": 170,
    ""confidence"": 0.2
  },
  {
    ""min"": 210,
    ""max"": 230,
    ""confidence"": 0.15
  },
  {
    ""min"": 130,
    ""max"": 150,
    ""confidence"": 0.1
  }
]
```",,8.jpg,10,139.0,20,5
wgd_spd_8_40,190.0,0.5,"[
  {
    ""min"": 170,
    ""max"": 210,
    ""confidence"": 0.5
  },
  {
    ""min"": 190,
    ""max"": 230,
    ""confidence"": 0.3
  },
  {
    ""min"": 150,
    ""max"": 190,
    ""confidence"": 0.2
  }
]",,8.jpg,20,139.0,40,3
wgd_spd_9_02,225.0,0.12,"```json
[
  {""min"": 224, ""max"": 226, ""confidence"": 0.12},
  {""min"": 226, ""max"": 228, ""confidence"": 0.11},
  {""min"": 222, ""max"": 224, ""confidence"": 0.11},
  {""min"": 228, ""max"": 230, ""confidence"": 0.1},
  {""min"": 220, ""max"": 222, ""confidence"": 0.09},
  {""min"": 230, ""max"": 232, ""confidence"": 0.09},
  {""min"": 232, ""max"": 234, ""confidence"": 0.08},
  {""min"": 218, ""max"": 220, ""confidence"": 0.08},
  {""min"": 234, ""max"": 236, ""confidence"": 0.07},
  {""min"": 216, ""max"": 218, ""confidence"": 0.05}
]
```",,9.jpg,1,195.0,2,10
wgd_spd_9_10,205.0,0.15,"```json
[
  {""min"": 200, ""max"": 210, ""confidence"": 0.15},
  {""min"": 190, ""max"": 200, ""confidence"": 0.14},
  {""min"": 210, ""max"": 220, ""confidence"": 0.13},
  {""min"": 220, ""max"": 230, ""confidence"": 0.12},
  {""min"": 180, ""max"": 190, ""confidence"": 0.11},
  {""min"": 230, ""max"": 240, ""confidence"": 0.1},
  {""min"": 170, ""max"": 180, ""confidence"": 0.08},
  {""min"": 240, ""max"": 250, ""confidence"": 0.07},
  {""min"": 160, ""max"": 170, ""confidence"": 0.06},
  {""min"": 250, ""max"": 260, ""confidence"": 0.04}
]
```",,9.jpg,5,195.0,10,10
wgd_spd_9_20,220.0,0.25,"```json
[
  {""min"": 210, ""max"": 230, ""confidence"": 0.25},
  {""min"": 230, ""max"": 250, ""confidence"": 0.2},
  {""min"": 190, ""max"": 210, ""confidence"": 0.2},
  {""min"": 250, ""max"": 270, ""confidence"": 0.15},
  {""min"": 170, ""max"": 190, ""confidence"": 0.1}
]
```",,9.jpg,10,195.0,20,5
wgd_spd_9_40,220.0,0.5,"```json
[
  {""min"": 200, ""max"": 240, ""confidence"": 0.5},
  {""min"": 160, ""max"": 200, ""confidence"": 0.3},
  {""min"": 240, ""max"": 280, ""confidence"": 0.2}
]
```",,9.jpg,20,195.0,40,3
wgd_spd_10_02,131.0,0.18,"```json
[
  {""min"": 124, ""max"": 126, ""confidence"": 0.08},
  {""min"": 126, ""max"": 128, ""confidence"": 0.12},
  {""min"": 128, ""max"": 130, ""confidence"": 0.15},
  {""min"": 130, ""max"": 132, ""confidence"": 0.18},
  {""min"": 132, ""max"": 134, ""confidence"": 0.15},
  {""min"": 134, ""max"": 136, ""confidence"": 0.12},
  {""min"": 136, ""max"": 138, ""confidence"": 0.08},
  {""min"": 138, ""max"": 140, ""confidence"": 0.05},
  {""min"": 122, ""max"": 124, ""confidence"": 0.04},
  {""min"": 140, ""max"": 142, ""confidence"": 0.03}
]
```",,10.jpg,1,130.0,2,10
wgd_spd_10_10,135.0,0.15,"```json
[
  {""min"": 130, ""max"": 140, ""confidence"": 0.15},
  {""min"": 140, ""max"": 150, ""confidence"": 0.15},
  {""min"": 120, ""max"": 130, ""confidence"": 0.13},
  {""min"": 150, ""max"": 160, ""confidence"": 0.12},
  {""min"": 110, ""max"": 120, ""confidence"": 0.10},
  {""min"": 160, ""max"": 170, ""confidence"": 0.09},
  {""min"": 100, ""max"": 110, ""confidence"": 0.08},
  {""min"": 170, ""max"": 180, ""confidence"": 0.07},
  {""min"": 90, ""max"": 100, ""confidence"": 0.06},
  {""min"": 180, ""max"": 190, ""confidence"": 0.05}
]
```",,10.jpg,5,130.0,10,10
wgd_spd_10_20,130.0,0.4,"```json
[
  {
    ""min"": 120,
    ""max"": 140,
    ""confidence"": 0.4
  },
  {
    ""min"": 100,
    ""max"": 120,
    ""confidence"": 0.25
  },
  {
    ""min"": 140,
    ""max"": 160,
    ""confidence"": 0.2
  },
  {
    ""min"": 110,
    ""max"": 130,
    ""confidence"": 0.1
  },
  {
    ""min"": 130,
    ""max"": 150,
    ""confidence"": 0.05
  }
]
```",,10.jpg,10,130.0,20,5
wgd_spd_10_40,140.0,0.7,"```json
[
  {""min"": 120, ""max"": 160, ""confidence"": 0.7},
  {""min"": 160, ""max"": 200, ""confidence"": 0.2},
  {""min"": 80, ""max"": 120, ""confidence"": 0.1}
]
```",,10.jpg,20,130.0,40,3
wgd_spd_11_02,191.0,0.12,"```json
[
  {""min"": 190, ""max"": 192, ""confidence"": 0.12},
  {""min"": 192, ""max"": 194, ""confidence"": 0.11},
  {""min"": 188, ""max"": 190, ""confidence"": 0.11},
  {""min"": 194, ""max"": 196, ""confidence"": 0.10},
  {""min"": 186, ""max"": 188, ""confidence"": 0.10},
  {""min"": 196, ""max"": 198, ""confidence"": 0.09},
  {""min"": 184, ""max"": 186, ""confidence"": 0.09},
  {""min"": 198, ""max"": 200, ""confidence"": 0.08},
  {""min"": 182, ""max"": 184, ""confidence"": 0.08},
  {""min"": 200, ""max"": 202, ""confidence"": 0.07}
]
```",,11.jpg,1,215.0,2,10
wgd_spd_11_10,195.0,0.15,"```json
[
  {""min"": 190, ""max"": 200, ""confidence"": 0.15},
  {""min"": 200, ""max"": 210, ""confidence"": 0.15},
  {""min"": 180, ""max"": 190, ""confidence"": 0.13},
  {""min"": 210, ""max"": 220, ""confidence"": 0.12},
  {""min"": 170, ""max"": 180, ""confidence"": 0.10},
  {""min"": 220, ""max"": 230, ""confidence"": 0.10},
  {""min"": 160, ""max"": 170, ""confidence"": 0.08},
  {""min"": 230, ""max"": 240, ""confidence"": 0.07},
  {""min"": 150, ""max"": 160, ""confidence"": 0.05},
  {""min"": 240, ""max"": 250, ""confidence"": 0.05}
]
```",,11.jpg,5,215.0,10,10
wgd_spd_11_20,190.0,0.25,"```json
[
  {""min"": 180, ""max"": 200, ""confidence"": 0.25},
  {""min"": 200, ""max"": 220, ""confidence"": 0.25},
  {""min"": 160, ""max"": 180, ""confidence"": 0.2},
  {""min"": 220, ""max"": 240, ""confidence"": 0.15},
  {""min"": 140, ""max"": 160, ""confidence"": 0.05}
]
```",,11.jpg,10,215.0,20,5
wgd_spd_11_40,200.0,0.5,"```json
[
  {""min"": 180, ""max"": 220, ""confidence"": 0.5},
  {""min"": 190, ""max"": 230, ""confidence"": 0.3},
  {""min"": 170, ""max"": 210, ""confidence"": 0.2}
]
```",,11.jpg,20,215.0,40,3
wgd_spd_12_02,173.0,0.15,"```json
[
  {""min"": 172, ""max"": 174, ""confidence"": 0.15},
  {""min"": 174, ""max"": 176, ""confidence"": 0.14},
  {""min"": 170, ""max"": 172, ""confidence"": 0.13},
  {""min"": 176, ""max"": 178, ""confidence"": 0.12},
  {""min"": 168, ""max"": 170, ""confidence"": 0.11},
  {""min"": 178, ""max"": 180, ""confidence"": 0.09},
  {""min"": 166, ""max"": 168, ""confidence"": 0.08},
  {""min"": 180, ""max"": 182, ""confidence"": 0.07},
  {""min"": 164, ""max"": 166, ""confidence"": 0.06},
  {""min"": 182, ""max"": 184, ""confidence"": 0.05}
]
```",,12.jpg,1,185.0,2,10
wgd_spd_12_10,175.0,0.2,"```json
[
  {""min"": 170, ""max"": 180, ""confidence"": 0.2},
  {""min"": 180, ""max"": 190, ""confidence"": 0.15},
  {""min"": 160, ""max"": 170, ""confidence"": 0.15},
  {""min"": 190, ""max"": 200, ""confidence"": 0.1},
  {""min"": 165, ""max"": 175, ""confidence"": 0.08},
  {""min"": 175, ""max"": 185, ""confidence"": 0.07},
  {""min"": 185, ""max"": 195, ""confidence"": 0.06},
  {""min"": 195, ""max"": 205, ""confidence"": 0.05},
  {""min"": 155, ""max"": 165, ""confidence"": 0.04},
  {""min"": 200, ""max"": 210, ""confidence"": 0.03}
]
```",,12.jpg,5,185.0,10,10
wgd_spd_12_20,180.0,0.3,"```json
[
  {""min"": 170, ""max"": 190, ""confidence"": 0.3},
  {""min"": 150, ""max"": 170, ""confidence"": 0.25},
  {""min"": 190, ""max"": 210, ""confidence"": 0.2},
  {""min"": 160, ""max"": 180, ""confidence"": 0.15},
  {""min"": 140, ""max"": 160, ""confidence"": 0.1}
]
```",,12.jpg,10,185.0,20,5
wgd_spd_12_40,190.0,0.6,"```json
[
  {
    ""min"": 170,
    ""max"": 210,
    ""confidence"": 0.6
  },
  {
    ""min"": 150,
    ""max"": 190,
    ""confidence"": 0.25
  },
  {
    ""min"": 190,
    ""max"": 230,
    ""confidence"": 0.15
  }
]
```",,12.jpg,20,185.0,40,3
wgd_spd_13_02,161.0,0.12,"```json
[
  {""min"": 160, ""max"": 162, ""confidence"": 0.12},
  {""min"": 158, ""max"": 160, ""confidence"": 0.11},
  {""min"": 162, ""max"": 164, ""confidence"": 0.11},
  {""min"": 156, ""max"": 158, ""confidence"": 0.10},
  {""min"": 164, ""max"": 166, ""confidence"": 0.10},
  {""min"": 154, ""max"": 156, ""confidence"": 0.09},
  {""min"": 166, ""max"": 168, ""confidence"": 0.09},
  {""min"": 152, ""max"": 154, ""confidence"": 0.08},
  {""min"": 168, ""max"": 170, ""confidence"": 0.08},
  {""min"": 150, ""max"": 152, ""confidence"": 0.07}
]
```",,13.jpg,1,195.0,2,10
wgd_spd_13_10,175.0,0.15,"```json
[
  {""min"": 170, ""max"": 180, ""confidence"": 0.15},
  {""min"": 160, ""max"": 170, ""confidence"": 0.14},
  {""min"": 180, ""max"": 190, ""confidence"": 0.13},
  {""min"": 150, ""max"": 160, ""confidence"": 0.12},
  {""min"": 190, ""max"": 200, ""confidence"": 0.11},
  {""min"": 140, ""max"": 150, ""confidence"": 0.09},
  {""min"": 200, ""max"": 210, ""confidence"": 0.08},
  {""min"": 210, ""max"": 220, ""confidence"": 0.07},
  {""min"": 130, ""max"": 140, ""confidence"": 0.06},
  {""min"": 220, ""max"": 230, ""confidence"": 0.05}
]
```",,13.jpg,5,195.0,10,10
wgd_spd_13_20,180.0,0.3,"```json
[
  {
    ""min"": 170,
    ""max"": 190,
    ""confidence"": 0.3
  },
  {
    ""min"": 190,
    ""max"": 210,
    ""confidence"": 0.25
  },
  {
    ""min"": 150,
    ""max"": 170,
    ""confidence"": 0.2
  },
  {
    ""min"": 210,
    ""max"": 230,
    ""confidence"": 0.15
  },
  {
    ""min"": 130,
    ""max"": 150,
    ""confidence"": 0.1
  }
]
```",,13.jpg,10,195.0,20,5
wgd_spd_13_40,190.0,0.5,"```json
[
  {
    ""min"": 170,
    ""max"": 210,
    ""confidence"": 0.5
  },
  {
    ""min"": 130,
    ""max"": 170,
    ""confidence"": 0.3
  },
  {
    ""min"": 210,
    ""max"": 250,
    ""confidence"": 0.2
  }
]
```",,13.jpg,20,195.0,40,3
