question_id,Answer,Confidence,raw,error,photo,within_lbs,true_weight,bin_width,top_n
wgd_spd_4_02,103.0,0.18,"[{""min"": 102,""max"": 104,""confidence"":0.18},{""min"": 104,""max"": 106,""confidence"":0.17},{""min"": 100,""max"": 102,""confidence"":0.14},{""min"": 106,""max"": 108,""confidence"":0.13},{""min"": 98,""max"": 100,""confidence"":0.1},{""min"": 108,""max"": 110,""confidence"":0.08},{""min"": 96,""max"": 98,""confidence"":0.06},{""min"": 110,""max"": 112,""confidence"":0.05},{""min"": 94,""max"": 96,""confidence"":0.05},{""min"": 112,""max"": 114,""confidence"":0.04}]",,4.jpg,1,95.0,2,10
wgd_spd_4_10,105.0,0.26,"[{""min"":90,""max"":100,""confidence"":0.18},{""min"":100,""max"":110,""confidence"":0.26},{""min"":110,""max"":120,""confidence"":0.24},{""min"":120,""max"":130,""confidence"":0.14},{""min"":130,""max"":140,""confidence"":0.08},{""min"":80,""max"":90,""confidence"":0.04},{""min"":140,""max"":150,""confidence"":0.03},{""min"":150,""max"":160,""confidence"":0.02},{""min"":70,""max"":80,""confidence"":0.015},{""min"":160,""max"":170,""confidence"":0.005}]",,4.jpg,5,95.0,10,10
wgd_spd_4_20,120.0,0.34,"[{""min"": 90,""max"": 110,""confidence"": 0.08},{""min"": 110,""max"": 130,""confidence"": 0.34},{""min"": 130,""max"": 150,""confidence"": 0.31},{""min"": 150,""max"": 170,""confidence"": 0.17},{""min"": 170,""max"": 190,""confidence"": 0.1}]",,4.jpg,10,95.0,20,5
wgd_spd_4_40,120.0,0.52,"[{""min"": 100,""max"": 140,""confidence"": 0.52},{""min"": 140,""max"": 180,""confidence"": 0.28},{""min"": 60,""max"": 100,""confidence"": 0.12}]",,4.jpg,20,95.0,40,3
wgd_spd_5_02,159.0,0.14,"[{""min"": 158,""max"": 160,""confidence"": 0.14},{""min"": 160,""max"": 162,""confidence"": 0.14},{""min"": 156,""max"": 158,""confidence"": 0.13},{""min"": 162,""max"": 164,""confidence"": 0.12},{""min"": 154,""max"": 156,""confidence"": 0.11},{""min"": 164,""max"": 166,""confidence"": 0.1},{""min"": 152,""max"": 154,""confidence"":0.08},{""min"": 166,""max"": 168,""confidence"": 0.07},{""min"": 150,""max"": 152,""confidence"": 0.06},{""min"": 168,""max"": 170,""confidence"": 0.05}]",,5.jpg,1,142.0,2,10
wgd_spd_5_10,155.0,0.22,"[{""min"":140,""max"":150,""confidence"":0.18},{""min"":150,""max"":160,""confidence"":0.22},{""min"":160,""max"":170,""confidence"":0.2},{""min"":130,""max"":140,""confidence"":0.14},{""min"":170,""max"":180,""confidence"":0.12},{""min"":120,""max"":130,""confidence"":0.07},{""min"":180,""max"":190,""confidence"":0.04},{""min"":190,""max"":200,""confidence"":0.015},{""min"":110,""max"":120,""confidence"":0.008},{""min"":200,""max"":210,""confidence"":0.007}]",,5.jpg,5,142.0,10,10
wgd_spd_5_20,160.0,0.28,"[{""min"":150,""max"":170,""confidence"":0.28},{""min"":170,""max"":190,""confidence"":0.26},{""min"":130,""max"":150,""confidence"":0.18},{""min"":190,""max"":210,""confidence"":0.16},{""min"":210,""max"":230,""confidence"":0.12}]",,5.jpg,10,142.0,20,5
wgd_spd_5_40,170.0,0.46,"[{""min"": 150,""max"": 190,""confidence"":0.46},{""min"": 190,""max"": 230,""confidence"":0.32},{""min"": 110,""max"": 150,""confidence"":0.12}]",,5.jpg,20,142.0,40,3
wgd_spd_6_02,151.0,0.16,"[{""min"": 150,""max"": 152,""confidence"": 0.16},{""min"": 152,""max"": 154,""confidence"": 0.15},{""min"": 148,""max"": 150,""confidence"": 0.13},{""min"": 154,""max"": 156,""confidence"": 0.12},{""min"": 146,""max"": 148,""confidence"": 0.1},{""min"": 156,""max"": 158,""confidence"": 0.09},{""min"": 144,""max"": 146,""confidence"": 0.08},{""min"": 158,""max"": 160,""confidence"": 0.07},{""min"": 142,""max"": 144,""confidence"": 0.05},{""min"": 160,""max"": 162,""confidence"": 0.05}]",,6.jpg,1,150.0,2,10
wgd_spd_6_10,155.0,0.2,"[{""min"": 150,""max"": 160,""confidence"": 0.2},{""min"": 140,""max"": 150,""confidence"": 0.19},{""min"": 160,""max"": 170,""confidence"": 0.16},{""min"": 130,""max"": 140,""confidence"": 0.14},{""min"": 170,""max"": 180,""confidence"": 0.1},{""min"": 120,""max"": 130,""confidence"": 0.08},{""min"": 180,""max"": 190,""confidence"": 0.06},{""min"": 110,""max"": 120,""confidence"": 0.03},{""min"": 190,""max"": 200,""confidence"": 0.02},{""min"": 200,""max"": 210,""confidence"": 0.02}]",,6.jpg,5,150.0,10,10
wgd_spd_6_20,170.0,0.28,"[{""min"": 160,""max"": 180,""confidence"": 0.28},{""min"": 180,""max"": 200,""confidence"": 0.24},{""min"": 140,""max"": 160,""confidence"": 0.2},{""min"": 200,""max"": 220,""confidence"":0.16},{""min"": 120,""max"": 140,""confidence"": 0.12}]",,6.jpg,10,150.0,20,5
wgd_spd_6_40,160.0,0.42,"[{""min"": 140,""max"": 180,""confidence"": 0.42},{""min"": 180,""max"": 220,""confidence"": 0.34},{""min"": 100,""max"": 140,""confidence"": 0.14}]",,6.jpg,20,150.0,40,3
wgd_spd_7_02,139.0,0.13,"[{""min"": 138,""max"": 140,""confidence"":0.13},{""min"": 140,""max"": 142,""confidence"":0.13},{""min"": 136,""max"": 138,""confidence"":0.12},{""min"": 142,""max"": 144,""confidence"":0.12},{""min"": 134,""max"": 136,""confidence"":0.1},{""min"": 144,""max"": 146,""confidence"":0.1},{""min"": 132,""max"": 134,""confidence"":0.08},{""min"": 146,""max"": 148,""confidence"":0.08},{""min"": 130,""max"": 132,""confidence"":0.07},{""min"": 148,""max"": 150,""confidence"":0.07}]",,7.jpg,1,135.0,2,10
wgd_spd_7_10,135.0,0.22,"[{""min"":120,""max"":130,""confidence"":0.18},{""min"":130,""max"":140,""confidence"":0.22},{""min"":140,""max"":150,""confidence"":0.2},{""min"":150,""max"":160,""confidence"":0.16},{""min"":110,""max"":120,""confidence"":0.08},{""min"":160,""max"":170,""confidence"":0.08},{""min"":170,""max"":180,""confidence"":0.04},{""min"":100,""max"":110,""confidence"":0.02},{""min"":180,""max"":190,""confidence"":0.01},{""min"":190,""max"":200,""confidence"":0.01}]",,7.jpg,5,135.0,10,10
wgd_spd_7_20,140.0,0.28,"[{""min"":130,""max"":150,""confidence"":0.28},{""min"":110,""max"":130,""confidence"":0.24},{""min"":150,""max"":170,""confidence"":0.2},{""min"":90,""max"":110,""confidence"":0.16},{""min"":170,""max"":190,""confidence"":0.12}]",,7.jpg,10,135.0,20,5
wgd_spd_7_40,170.0,0.5,"[{""min"": 150,""max"": 190,""confidence"":0.5},{""min"": 110,""max"": 150,""confidence"":0.3},{""min"": 190,""max"": 230,""confidence"":0.2}]",,7.jpg,20,135.0,40,3
wgd_spd_8_02,171.0,0.16,"[{""min"": 170,""max"": 172,""confidence"": 0.16},{""min"": 168,""max"": 170,""confidence"": 0.15},{""min"": 172,""max"": 174,""confidence"": 0.14},{""min"": 166,""max"": 168,""confidence"": 0.12},{""min"": 174,""max"": 176,""confidence"": 0.11},{""min"": 164,""max"": 166,""confidence"": 0.09},{""min"": 176,""max"": 178,""confidence"": 0.08},{""min"": 162,""max"": 164,""confidence"": 0.06},{""min"": 178,""max"": 180,""confidence"": 0.05},{""min"": 160,""max"": 162,""confidence"": 0.04}]",,8.jpg,1,139.0,2,10
wgd_spd_8_10,155.0,0.2,"[{""min"":130,""max"":140,""confidence"":0.13},{""min"":140,""max"":150,""confidence"":0.18},{""min"":150,""max"":160,""confidence"":0.2},{""min"":160,""max"":170,""confidence"":0.17},{""min"":170,""max"":180,""confidence"":0.12},{""min"":180,""max"":190,""confidence"":0.08},{""min"":190,""max"":200,""confidence"":0.05},{""min"":120,""max"":130,""confidence"":0.03},{""min"":200,""max"":210,""confidence"":0.02},{""min"":210,""max"":220,""confidence"":0.02}]",,8.jpg,5,139.0,10,10
wgd_spd_8_20,160.0,0.26,"[{""min"":150,""max"":170,""confidence"":0.26},{""min"":170,""max"":190,""confidence"":0.24},{""min"":130,""max"":150,""confidence"":0.18},{""min"":190,""max"":210,""confidence"":0.16},{""min"":110,""max"":130,""confidence"":0.08}]",,8.jpg,10,139.0,20,5
wgd_spd_8_40,170.0,0.46,"[{""min"": 150,""max"": 190,""confidence"": 0.46},{""min"": 190,""max"": 230,""confidence"": 0.34},{""min"": 110,""max"": 150,""confidence"": 0.12}]",,8.jpg,20,139.0,40,3
wgd_spd_9_02,241.0,0.14,"[{""min"": 240,""max"": 242,""confidence"": 0.14},{""min"": 238,""max"": 240,""confidence"": 0.13},{""min"": 242,""max"": 244,""confidence"": 0.12},{""min"": 236,""max"": 238,""confidence"": 0.11},{""min"": 244,""max"": 246,""confidence"": 0.1},{""min"": 234,""max"": 236,""confidence"": 0.09},{""min"": 246,""max"": 248,""confidence"":0.08},{""min"": 232,""max"": 234,""confidence"":0.08},{""min"": 248,""max"": 250,""confidence"":0.07},{""min"": 230,""max"": 232,""confidence"":0.06}]",,9.jpg,1,195.0,2,10
wgd_spd_9_10,225.0,0.24,"[{""min"": 220,""max"": 230,""confidence"": 0.24},{""min"": 210,""max"": 220,""confidence"": 0.2},{""min"": 230,""max"": 240,""confidence"": 0.16},{""min"": 200,""max"": 210,""confidence"": 0.13},{""min"": 240,""max"": 250,""confidence"": 0.09},{""min"": 190,""max"": 200,""confidence"": 0.07},{""min"": 250,""max"": 260,""confidence"": 0.04},{""min"": 180,""max"": 190,""confidence"": 0.03},{""min"": 260,""max"": 270,""confidence"": 0.02},{""min"": 170,""max"": 180,""confidence"": 0.02}]",,9.jpg,5,195.0,10,10
wgd_spd_9_20,230.0,0.34,"[{""min"": 220,""max"": 240,""confidence"":0.34},{""min"": 240,""max"": 260,""confidence"":0.27},{""min"": 200,""max"": 220,""confidence"":0.18},{""min"": 260,""max"": 280,""confidence"":0.13},{""min"": 180,""max"": 200,""confidence"":0.08}]",,9.jpg,10,195.0,20,5
wgd_spd_9_40,240.0,0.44,"[{""min"":220,""max"":260,""confidence"":0.44},{""min"":180,""max"":220,""confidence"":0.31},{""min"":260,""max"":300,""confidence"":0.15}]",,9.jpg,20,195.0,40,3
wgd_spd_10_02,135.0,0.15,"[{""min"":128,""max"":130,""confidence"":0.11},{""min"":130,""max"":132,""confidence"":0.13},{""min"":132,""max"":134,""confidence"":0.14},{""min"":134,""max"":136,""confidence"":0.15},{""min"":136,""max"":138,""confidence"":0.14},{""min"":138,""max"":140,""confidence"":0.11},{""min"":140,""max"":142,""confidence"":0.09},{""min"":126,""max"":128,""confidence"":0.06},{""min"":142,""max"":144,""confidence"":0.05},{""min"":124,""max"":126,""confidence"":0.02}]",,10.jpg,1,130.0,2,10
wgd_spd_10_10,155.0,0.2,"[{""min"": 130,""max"": 140,""confidence"":0.16},{""min"": 140,""max"": 150,""confidence"":0.18},{""min"": 150,""max"": 160,""confidence"":0.2},{""min"": 120,""max"": 130,""confidence"":0.12},{""min"": 160,""max"": 170,""confidence"":0.14},{""min"": 170,""max"": 180,""confidence"":0.08},{""min"": 110,""max"": 120,""confidence"":0.05},{""min"": 180,""max"": 190,""confidence"":0.04},{""min"": 100,""max"": 110,""confidence"":0.02},{""min"": 190,""max"": 200,""confidence"":0.01}]",,10.jpg,5,130.0,10,10
wgd_spd_10_20,130.0,0.34,"[{""min"": 120,""max"": 140,""confidence"": 0.34},{""min"": 140,""max"": 160,""confidence"": 0.3},{""min"": 100,""max"": 120,""confidence"": 0.16},{""min"": 160,""max"": 180,""confidence"": 0.12},{""min"": 180,""max"": 200,""confidence"": 0.08}]",,10.jpg,10,130.0,20,5
wgd_spd_10_40,140.0,0.5,"[{""min"": 120,""max"": 160,""confidence"": 0.5},{""min"": 160,""max"": 200,""confidence"": 0.3},{""min"": 80,""max"": 120,""confidence"": 0.2}]",,10.jpg,20,130.0,40,3
wgd_spd_11_02,173.0,0.14,"[{""min"": 172,""max"": 174,""confidence"":0.14},{""min"": 174,""max"": 176,""confidence"":0.13},{""min"": 170,""max"": 172,""confidence"":0.12},{""min"": 176,""max"": 178,""confidence"":0.11},{""min"": 168,""max"": 170,""confidence"":0.1},{""min"": 178,""max"": 180,""confidence"":0.09},{""min"": 166,""max"": 168,""confidence"":0.08},{""min"": 180,""max"": 182,""confidence"":0.07},{""min"": 164,""max"": 166,""confidence"":0.06},{""min"": 182,""max"": 184,""confidence"":0.05}]",,11.jpg,1,215.0,2,10
wgd_spd_11_10,195.0,0.2,"[{""min"":170,""max"":180,""confidence"":0.16},{""min"":180,""max"":190,""confidence"":0.18},{""min"":190,""max"":200,""confidence"":0.2},{""min"":200,""max"":210,""confidence"":0.17},{""min"":160,""max"":170,""confidence"":0.1},{""min"":210,""max"":220,""confidence"":0.08},{""min"":150,""max"":160,""confidence"":0.05},{""min"":220,""max"":230,""confidence"":0.03},{""min"":140,""max"":150,""confidence"":0.02},{""min"":230,""max"":240,""confidence"":0.01}]",,11.jpg,5,215.0,10,10
wgd_spd_11_20,180.0,0.34,"[{""min"": 170,""max"": 190,""confidence"": 0.34},{""min"": 190,""max"": 210,""confidence"": 0.28},{""min"": 150,""max"": 170,""confidence"": 0.16},{""min"": 210,""max"": 230,""confidence"": 0.12},{""min"": 230,""max"": 250,""confidence"": 0.1}]",,11.jpg,10,215.0,20,5
wgd_spd_11_40,200.0,0.42,"[{""min"":180,""max"":220,""confidence"":0.42},{""min"":140,""max"":180,""confidence"":0.31},{""min"":220,""max"":260,""confidence"":0.18}]",,11.jpg,20,215.0,40,3
wgd_spd_12_02,177.0,0.16,"[{""min"": 176,""max"": 178,""confidence"":0.16},{""min"": 178,""max"": 180,""confidence"":0.15},{""min"": 174,""max"": 176,""confidence"":0.14},{""min"": 180,""max"": 182,""confidence"":0.12},{""min"": 172,""max"": 174,""confidence"":0.1},{""min"": 182,""max"": 184,""confidence"":0.09},{""min"": 170,""max"": 172,""confidence"":0.08},{""min"": 184,""max"": 186,""confidence"":0.07},{""min"": 168,""max"": 170,""confidence"":0.05},{""min"": 186,""max"": 188,""confidence"":0.04}]",,12.jpg,1,185.0,2,10
wgd_spd_12_10,175.0,0.22,"[{""min"":170,""max"":180,""confidence"":0.22},{""min"":180,""max"":190,""confidence"":0.2},{""min"":160,""max"":170,""confidence"":0.16},{""min"":190,""max"":200,""confidence"":0.14},{""min"":150,""max"":160,""confidence"":0.08},{""min"":200,""max"":210,""confidence"":0.07},{""min"":140,""max"":150,""confidence"":0.05},{""min"":210,""max"":220,""confidence"":0.04},{""min"":130,""max"":140,""confidence"":0.02},{""min"":220,""max"":230,""confidence"":0.02}]",,12.jpg,5,185.0,10,10
wgd_spd_12_20,170.0,0.34,"[{""min"": 160,""max"": 180,""confidence"": 0.34},{""min"": 180,""max"": 200,""confidence"": 0.28},{""min"": 140,""max"": 160,""confidence"": 0.18},{""min"": 200,""max"": 220,""confidence"": 0.12},{""min"": 120,""max"": 140,""confidence"": 0.08}]",,12.jpg,10,185.0,20,5
wgd_spd_12_40,190.0,0.42,"[{""min"":170,""max"":210,""confidence"":0.42},{""min"":210,""max"":250,""confidence"":0.33},{""min"":130,""max"":170,""confidence"":0.17}]",,12.jpg,20,185.0,40,3
wgd_spd_13_02,153.0,0.16,"[{""min"":148,""max"":150,""confidence"":0.11},{""min"":150,""max"":152,""confidence"":0.14},{""min"":152,""max"":154,""confidence"":0.16},{""min"":154,""max"":156,""confidence"":0.15},{""min"":156,""max"":158,""confidence"":0.12},{""min"":158,""max"":160,""confidence"":0.1},{""min"":160,""max"":162,""confidence"":0.08},{""min"":162,""max"":164,""confidence"":0.06},{""min"":164,""max"":166,""confidence"":0.05},{""min"":166,""max"":168,""confidence"":0.03}]",,13.jpg,1,195.0,2,10
wgd_spd_13_10,155.0,0.24,"[{""min"":150,""max"":160,""confidence"":0.24},{""min"":160,""max"":170,""confidence"":0.22},{""min"":140,""max"":150,""confidence"":0.16},{""min"":170,""max"":180,""confidence"":0.14},{""min"":130,""max"":140,""confidence"":0.09},{""min"":180,""max"":190,""confidence"":0.07},{""min"":190,""max"":200,""confidence"":0.04},{""min"":120,""max"":130,""confidence"":0.02},{""min"":200,""max"":210,""confidence"":0.01},{""min"":210,""max"":220,""confidence"":0.01}]",,13.jpg,5,195.0,10,10
wgd_spd_13_20,180.0,0.3,"[{""min"":150,""max"":170,""confidence"":0.18},{""min"":170,""max"":190,""confidence"":0.3},{""min"":190,""max"":210,""confidence"":0.26},{""min"":130,""max"":150,""confidence"":0.14},{""min"":210,""max"":230,""confidence"":0.12}]",,13.jpg,10,195.0,20,5
wgd_spd_13_40,170.0,0.52,"[{""min"": 150,""max"": 190,""confidence"": 0.52},{""min"": 190,""max"": 230,""confidence"": 0.33},{""min"": 110,""max"": 150,""confidence"": 0.08}]",,13.jpg,20,195.0,40,3
wgd_spd_14_02,153.0,0.14,"[{""min"": 152, ""max"": 154, ""confidence"": 0.14},{""min"": 154, ""max"": 156, ""confidence"": 0.13},{""min"": 150, ""max"": 152, ""confidence"": 0.12},{""min"": 156, ""max"": 158, ""confidence"": 0.11},{""min"": 148, ""max"": 150, ""confidence"": 0.1},{""min"": 158, ""max"": 160, ""confidence"": 0.09},{""min"": 146, ""max"": 148, ""confidence"": 0.08},{""min"": 160, ""max"": 162, ""confidence"": 0.07},{""min"": 144, ""max"": 146, ""confidence"": 0.06},{""min"": 162, ""max"": 164, ""confidence"": 0.04}]",,14.jpg,1,165.0,2,10
wgd_spd_14_10,155.0,0.24,"[{""min"": 150,""max"": 160,""confidence"":0.24},{""min"": 140,""max"": 150,""confidence"":0.22},{""min"": 160,""max"": 170,""confidence"":0.18},{""min"": 130,""max"": 140,""confidence"":0.12},{""min"": 170,""max"": 180,""confidence"":0.1},{""min"": 120,""max"": 130,""confidence"":0.05},{""min"": 180,""max"": 190,""confidence"":0.04},{""min"": 110,""max"": 120,""confidence"":0.02},{""min"": 190,""max"": 200,""confidence"":0.02},{""min"": 100,""max"": 110,""confidence"":0.01}]",,14.jpg,5,165.0,10,10
wgd_spd_14_20,150.0,0.32,"[{""min"":140,""max"":160,""confidence"":0.32},{""min"":120,""max"":140,""confidence"":0.28},{""min"":160,""max"":180,""confidence"":0.2},{""min"":100,""max"":120,""confidence"":0.1},{""min"":180,""max"":200,""confidence"":0.1}]",,14.jpg,10,165.0,20,5
wgd_spd_14_40,160.0,0.52,"[{""min"": 140,""max"": 180,""confidence"": 0.52},{""min"": 180,""max"": 220,""confidence"": 0.28},{""min"": 100,""max"": 140,""confidence"": 0.12}]",,14.jpg,20,165.0,40,3
wgd_spd_15_02,129.0,0.13,"[{""min"": 128,""max"": 130,""confidence"":0.13},{""min"": 130,""max"": 132,""confidence"":0.13},{""min"": 126,""max"": 128,""confidence"":0.12},{""min"": 132,""max"": 134,""confidence"":0.11},{""min"": 124,""max"": 126,""confidence"":0.1},{""min"": 134,""max"": 136,""confidence"":0.09},{""min"": 122,""max"": 124,""confidence"":0.08},{""min"": 136,""max"": 138,""confidence"":0.07},{""min"": 120,""max"": 122,""confidence"":0.06},{""min"": 138,""max"": 140,""confidence"":0.05}]",,15.jpg,1,120.0,2,10
wgd_spd_15_10,145.0,0.22,"[{""min"": 130,""max"": 140,""confidence"": 0.2},{""min"": 140,""max"": 150,""confidence"": 0.22},{""min"": 120,""max"": 130,""confidence"": 0.14},{""min"": 150,""max"": 160,""confidence"": 0.16},{""min"": 110,""max"": 120,""confidence"": 0.08},{""min"": 160,""max"": 170,""confidence"": 0.08},{""min"": 170,""max"": 180,""confidence"": 0.04},{""min"": 100,""max"": 110,""confidence"": 0.03},{""min"": 180,""max"": 190,""confidence"": 0.03},{""min"": 190,""max"": 200,""confidence"": 0.02}]",,15.jpg,5,120.0,10,10
wgd_spd_15_20,130.0,0.32,"[{""min"": 120,""max"": 140,""confidence"":0.32},{""min"": 140,""max"": 160,""confidence"":0.3},{""min"": 100,""max"": 120,""confidence"":0.14},{""min"": 160,""max"": 180,""confidence"":0.13},{""min"": 80,""max"": 100,""confidence"":0.11}]",,15.jpg,10,120.0,20,5
wgd_spd_15_40,140.0,0.46,"[{""min"":120,""max"":160,""confidence"":0.46},{""min"":160,""max"":200,""confidence"":0.31},{""min"":80,""max"":120,""confidence"":0.14}]",,15.jpg,20,120.0,40,3
wgd_spd_16_02,111.0,0.15,"[{""min"":102,""max"":104,""confidence"":0.08},{""min"":104,""max"":106,""confidence"":0.1},{""min"":106,""max"":108,""confidence"":0.12},{""min"":108,""max"":110,""confidence"":0.14},{""min"":110,""max"":112,""confidence"":0.15},{""min"":112,""max"":114,""confidence"":0.14},{""min"":114,""max"":116,""confidence"":0.11},{""min"":116,""max"":118,""confidence"":0.08},{""min"":118,""max"":120,""confidence"":0.05},{""min"":120,""max"":122,""confidence"":0.03}]",,16.jpg,1,109.0,2,10
wgd_spd_16_10,135.0,0.22,"[{""min"": 120,""max"": 130,""confidence"": 0.2},{""min"": 130,""max"": 140,""confidence"": 0.22},{""min"": 140,""max"": 150,""confidence"": 0.2},{""min"": 110,""max"": 120,""confidence"": 0.14},{""min"": 150,""max"": 160,""confidence"": 0.1},{""min"": 100,""max"": 110,""confidence"": 0.05},{""min"": 160,""max"": 170,""confidence"":0.04},{""min"": 170,""max"": 180,""confidence"":0.02},{""min"": 90,""max"": 100,""confidence"":0.02},{""min"": 180,""max"": 190,""confidence"":0.01}]",,16.jpg,5,109.0,10,10
wgd_spd_16_20,120.0,0.34,"[{""min"": 110,""max"": 130,""confidence"": 0.34},{""min"": 130,""max"": 150,""confidence"": 0.3},{""min"": 90,""max"": 110,""confidence"": 0.14},{""min"": 150,""max"": 170,""confidence"": 0.12},{""min"": 70,""max"": 90,""confidence"": 0.1}]",,16.jpg,10,109.0,20,5
wgd_spd_16_40,120.0,0.55,"[{""min"": 100,""max"": 140,""confidence"": 0.55},{""min"": 140,""max"": 180,""confidence"": 0.3},{""min"": 180,""max"": 220,""confidence"": 0.15}]",,16.jpg,20,109.0,40,3
wgd_spd_17_02,137.0,0.16,"[{""min"": 136,""max"": 138,""confidence"":0.16},{""min"": 138,""max"": 140,""confidence"":0.15},{""min"": 134,""max"": 136,""confidence"":0.14},{""min"": 140,""max"": 142,""confidence"":0.13},{""min"": 132,""max"": 134,""confidence"":0.11},{""min"": 142,""max"": 144,""confidence"":0.09},{""min"": 130,""max"": 132,""confidence"":0.08},{""min"": 144,""max"": 146,""confidence"":0.06},{""min"": 128,""max"": 130,""confidence"":0.04},{""min"": 146,""max"": 148,""confidence"":0.04}]",,17.jpg,1,150.0,2,10
