question_id,Answer,Confidence,raw,error,photo,within_lbs,true_weight,bin_width,top_n
wgd_spd_6_02,131.0,0.15,"[{""min"": 130, ""max"": 132, ""confidence"": 0.15}, {""min"": 132, ""max"": 134, ""confidence"": 0.12}, {""min"": 128, ""max"": 130, ""confidence"": 0.11}, {""min"": 134, ""max"": 136, ""confidence"": 0.1}, {""min"": 126, ""max"": 128, ""confidence"": 0.09}, {""min"": 136, ""max"": 138, ""confidence"": 0.08}, {""min"": 124, ""max"": 126, ""confidence"": 0.07}, {""min"": 138, ""max"": 140, ""confidence"": 0.06}, {""min"": 122, ""max"": 124, ""confidence"": 0.05}, {""min"": 140, ""max"": 142, ""confidence"": 0.04}]",,6.jpg,1,150.0,2,10
wgd_spd_6_10,145.0,0.3,"[{""min"": 130, ""max"": 140, ""confidence"": 0.2}, {""min"": 140, ""max"": 150, ""confidence"": 0.3}, {""min"": 150, ""max"": 160, ""confidence"": 0.25}, {""min"": 160, ""max"": 170, ""confidence"": 0.15}, {""min"": 120, ""max"": 130, ""confidence"": 0.05}, {""min"": 170, ""max"": 180, ""confidence"": 0.025}, {""min"": 110, ""max"": 120, ""confidence"": 0.0125}, {""min"": 180, ""max"": 190, ""confidence"": 0.0125}, {""min"": 100, ""max"": 110, ""confidence"": 0.005}, {""min"": 190, ""max"": 200, ""confidence"": 0.005}]",,6.jpg,5,150.0,10,10
wgd_spd_6_20,150.0,0.3,"[{""min"": 120, ""max"": 140, ""confidence"": 0.25}, {""min"": 140, ""max"": 160, ""confidence"": 0.3}, {""min"": 160, ""max"": 180, ""confidence"": 0.2}, {""min"": 100, ""max"": 120, ""confidence"": 0.15}, {""min"": 180, ""max"": 200, ""confidence"": 0.1}]",,6.jpg,10,150.0,20,5
wgd_spd_6_40,160.0,0.6,"[{""min"": 140, ""max"": 180, ""confidence"": 0.6}, {""min"": 160, ""max"": 200, ""confidence"": 0.3}, {""min"": 120, ""max"": 160, ""confidence"": 0.1}]",,6.jpg,20,150.0,40,3
wgd_spd_7_02,155.0,0.14,"[{""min"": 154, ""max"": 156, ""confidence"": 0.14}, {""min"": 156, ""max"": 158, ""confidence"": 0.13}, {""min"": 152, ""max"": 154, ""confidence"": 0.12}, {""min"": 158, ""max"": 160, ""confidence"": 0.11}, {""min"": 150, ""max"": 152, ""confidence"": 0.1}, {""min"": 160, ""max"": 162, ""confidence"": 0.09}, {""min"": 148, ""max"": 150, ""confidence"": 0.08}, {""min"": 162, ""max"": 164, ""confidence"": 0.07}, {""min"": 146, ""max"": 148, ""confidence"": 0.06}, {""min"": 164, ""max"": 166, ""confidence"": 0.05}]",,7.jpg,1,135.0,2,10
wgd_spd_7_10,165.0,0.25,"[{""min"": 140, ""max"": 150, ""confidence"": 0.15}, {""min"": 150, ""max"": 160, ""confidence"": 0.2}, {""min"": 160, ""max"": 170, ""confidence"": 0.25}, {""min"": 170, ""max"": 180, ""confidence"": 0.2}, {""min"": 180, ""max"": 190, ""confidence"": 0.1}, {""min"": 130, ""max"": 140, ""confidence"": 0.05}, {""min"": 190, ""max"": 200, ""confidence"": 0.03}, {""min"": 120, ""max"": 130, ""confidence"": 0.01}, {""min"": 200, ""max"": 210, ""confidence"": 0.005}, {""min"": 210, ""max"": 220, ""confidence"": 0.005}]",,7.jpg,5,135.0,10,10
wgd_spd_7_20,170.0,0.3,"[{""min"": 140, ""max"": 160, ""confidence"": 0.25}, {""min"": 160, ""max"": 180, ""confidence"": 0.3}, {""min"": 180, ""max"": 200, ""confidence"": 0.2}, {""min"": 120, ""max"": 140, ""confidence"": 0.15}, {""min"": 100, ""max"": 120, ""confidence"": 0.1}]",,7.jpg,10,135.0,20,5
wgd_spd_7_40,170.0,0.5,"[{""min"": 150, ""max"": 190, ""confidence"": 0.5}, {""min"": 160, ""max"": 200, ""confidence"": 0.3}, {""min"": 140, ""max"": 180, ""confidence"": 0.2}]",,7.jpg,20,135.0,40,3
wgd_spd_8_02,141.0,0.12,"[{""min"": 140, ""max"": 142, ""confidence"": 0.12}, {""min"": 142, ""max"": 144, ""confidence"": 0.11}, {""min"": 138, ""max"": 140, ""confidence"": 0.1}, {""min"": 144, ""max"": 146, ""confidence"": 0.09}, {""min"": 136, ""max"": 138, ""confidence"": 0.08}, {""min"": 146, ""max"": 148, ""confidence"": 0.08}, {""min"": 134, ""max"": 136, ""confidence"": 0.07}, {""min"": 148, ""max"": 150, ""confidence"": 0.07}, {""min"": 132, ""max"": 134, ""confidence"": 0.06}, {""min"": 150, ""max"": 152, ""confidence"": 0.06}]",,8.jpg,1,139.0,2,10
wgd_spd_8_10,165.0,0.25,"[{""min"": 140, ""max"": 150, ""confidence"": 0.15}, {""min"": 150, ""max"": 160, ""confidence"": 0.2}, {""min"": 160, ""max"": 170, ""confidence"": 0.25}, {""min"": 170, ""max"": 180, ""confidence"": 0.2}, {""min"": 180, ""max"": 190, ""confidence"": 0.1}, {""min"": 130, ""max"": 140, ""confidence"": 0.05}, {""min"": 190, ""max"": 200, ""confidence"": 0.03}, {""min"": 120, ""max"": 130, ""confidence"": 0.02}, {""min"": 200, ""max"": 210, ""confidence"": 0.01}, {""min"": 210, ""max"": 220, ""confidence"": 0.01}]",,8.jpg,5,139.0,10,10
wgd_spd_8_20,170.0,0.3,"[{""min"": 140, ""max"": 160, ""confidence"": 0.25}, {""min"": 160, ""max"": 180, ""confidence"": 0.3}, {""min"": 180, ""max"": 200, ""confidence"": 0.2}, {""min"": 120, ""max"": 140, ""confidence"": 0.15}, {""min"": 100, ""max"": 120, ""confidence"": 0.1}]",,8.jpg,10,139.0,20,5
wgd_spd_8_40,160.0,0.5,"[{""min"": 140, ""max"": 180, ""confidence"": 0.5}, {""min"": 160, ""max"": 200, ""confidence"": 0.3}, {""min"": 120, ""max"": 160, ""confidence"": 0.2}]",,8.jpg,20,139.0,40,3
wgd_spd_9_02,171.0,0.12,"[{""min"": 170, ""max"": 172, ""confidence"": 0.12}, {""min"": 172, ""max"": 174, ""confidence"": 0.11}, {""min"": 168, ""max"": 170, ""confidence"": 0.1}, {""min"": 174, ""max"": 176, ""confidence"": 0.09}, {""min"": 166, ""max"": 168, ""confidence"": 0.08}, {""min"": 176, ""max"": 178, ""confidence"": 0.07}, {""min"": 164, ""max"": 166, ""confidence"": 0.06}, {""min"": 178, ""max"": 180, ""confidence"": 0.06}, {""min"": 162, ""max"": 164, ""confidence"": 0.05}, {""min"": 180, ""max"": 182, ""confidence"": 0.05}]",,9.jpg,1,195.0,2,10
wgd_spd_9_10,175.0,0.15,"[{""min"": 170, ""max"": 180, ""confidence"": 0.15}, {""min"": 180, ""max"": 190, ""confidence"": 0.14}, {""min"": 160, ""max"": 170, ""confidence"": 0.13}, {""min"": 190, ""max"": 200, ""confidence"": 0.12}, {""min"": 150, ""max"": 160, ""confidence"": 0.11}, {""min"": 140, ""max"": 150, ""confidence"": 0.09}, {""min"": 200, ""max"": 210, ""confidence"": 0.08}, {""min"": 210, ""max"": 220, ""confidence"": 0.07}, {""min"": 130, ""max"": 140, ""confidence"": 0.06}, {""min"": 220, ""max"": 230, ""confidence"": 0.05}]",,9.jpg,5,195.0,10,10
wgd_spd_9_20,190.0,0.25,"[{""min"": 180, ""max"": 200, ""confidence"": 0.25}, {""min"": 160, ""max"": 180, ""confidence"": 0.23}, {""min"": 200, ""max"": 220, ""confidence"": 0.21}, {""min"": 140, ""max"": 160, ""confidence"": 0.18}, {""min"": 220, ""max"": 240, ""confidence"": 0.13}]",,9.jpg,10,195.0,20,5
wgd_spd_9_40,180.0,0.5,"[{""min"": 160, ""max"": 200, ""confidence"": 0.5}, {""min"": 180, ""max"": 220, ""confidence"": 0.3}, {""min"": 140, ""max"": 180, ""confidence"": 0.2}]",,9.jpg,20,195.0,40,3
wgd_spd_10_02,135.0,0.15,"[{""min"": 130, ""max"": 132, ""confidence"": 0.1}, {""min"": 132, ""max"": 134, ""confidence"": 0.12}, {""min"": 134, ""max"": 136, ""confidence"": 0.15}, {""min"": 136, ""max"": 138, ""confidence"": 0.13}, {""min"": 138, ""max"": 140, ""confidence"": 0.12}, {""min"": 140, ""max"": 142, ""confidence"": 0.1}, {""min"": 142, ""max"": 144, ""confidence"": 0.08}, {""min"": 144, ""max"": 146, ""confidence"": 0.06}, {""min"": 146, ""max"": 148, ""confidence"": 0.05}, {""min"": 148, ""max"": 150, ""confidence"": 0.09}]",,10.jpg,1,130.0,2,10
wgd_spd_10_10,145.0,0.25,"[{""min"": 120, ""max"": 130, ""confidence"": 0.15}, {""min"": 130, ""max"": 140, ""confidence"": 0.2}, {""min"": 140, ""max"": 150, ""confidence"": 0.25}, {""min"": 150, ""max"": 160, ""confidence"": 0.2}, {""min"": 160, ""max"": 170, ""confidence"": 0.1}, {""min"": 110, ""max"": 120, ""confidence"": 0.05}, {""min"": 170, ""max"": 180, ""confidence"": 0.03}, {""min"": 180, ""max"": 190, ""confidence"": 0.01}, {""min"": 100, ""max"": 110, ""confidence"": 0.01}, {""min"": 190, ""max"": 200, ""confidence"": 0.01}]",,10.jpg,5,130.0,10,10
wgd_spd_10_20,140.0,0.3,"[{""min"": 120, ""max"": 140, ""confidence"": 0.25}, {""min"": 130, ""max"": 150, ""confidence"": 0.3}, {""min"": 140, ""max"": 160, ""confidence"": 0.2}, {""min"": 110, ""max"": 130, ""confidence"": 0.15}, {""min"": 150, ""max"": 170, ""confidence"": 0.1}]",,10.jpg,10,130.0,20,5
wgd_spd_10_40,140.0,0.5,"[{""min"": 120, ""max"": 160, ""confidence"": 0.5}, {""min"": 140, ""max"": 180, ""confidence"": 0.3}, {""min"": 100, ""max"": 140, ""confidence"": 0.2}]",,10.jpg,20,130.0,40,3
wgd_spd_11_02,161.0,0.13,"[{""min"": 160, ""max"": 162, ""confidence"": 0.13}, {""min"": 162, ""max"": 164, ""confidence"": 0.12}, {""min"": 158, ""max"": 160, ""confidence"": 0.11}, {""min"": 164, ""max"": 166, ""confidence"": 0.1}, {""min"": 156, ""max"": 158, ""confidence"": 0.09}, {""min"": 166, ""max"": 168, ""confidence"": 0.08}, {""min"": 154, ""max"": 156, ""confidence"": 0.07}, {""min"": 168, ""max"": 170, ""confidence"": 0.06}, {""min"": 152, ""max"": 154, ""confidence"": 0.05}, {""min"": 170, ""max"": 172, ""confidence"": 0.04}]",,11.jpg,1,215.0,2,10
wgd_spd_11_10,185.0,0.25,"[{""min"": 160, ""max"": 170, ""confidence"": 0.15}, {""min"": 170, ""max"": 180, ""confidence"": 0.2}, {""min"": 180, ""max"": 190, ""confidence"": 0.25}, {""min"": 150, ""max"": 160, ""confidence"": 0.1}, {""min"": 190, ""max"": 200, ""confidence"": 0.1}, {""min"": 140, ""max"": 150, ""confidence"": 0.05}, {""min"": 200, ""max"": 210, ""confidence"": 0.05}, {""min"": 210, ""max"": 220, ""confidence"": 0.03}, {""min"": 130, ""max"": 140, ""confidence"": 0.02}, {""min"": 220, ""max"": 230, ""confidence"": 0.05}]",,11.jpg,5,215.0,10,10
wgd_spd_11_20,170.0,0.3,"[{""min"": 160, ""max"": 180, ""confidence"": 0.3}, {""min"": 140, ""max"": 160, ""confidence"": 0.25}, {""min"": 180, ""max"": 200, ""confidence"": 0.2}, {""min"": 120, ""max"": 140, ""confidence"": 0.15}, {""min"": 200, ""max"": 220, ""confidence"": 0.1}]",,11.jpg,10,215.0,20,5
wgd_spd_11_40,180.0,0.5,"[{""min"": 160, ""max"": 200, ""confidence"": 0.5}, {""min"": 140, ""max"": 180, ""confidence"": 0.3}, {""min"": 180, ""max"": 220, ""confidence"": 0.2}]",,11.jpg,20,215.0,40,3
wgd_spd_12_02,171.0,0.13,"[{""min"": 170, ""max"": 172, ""confidence"": 0.13}, {""min"": 172, ""max"": 174, ""confidence"": 0.13}, {""min"": 168, ""max"": 170, ""confidence"": 0.12}, {""min"": 174, ""max"": 176, ""confidence"": 0.12}, {""min"": 166, ""max"": 168, ""confidence"": 0.11}, {""min"": 176, ""max"": 178, ""confidence"": 0.1}, {""min"": 164, ""max"": 166, ""confidence"": 0.09}, {""min"": 178, ""max"": 180, ""confidence"": 0.08}, {""min"": 162, ""max"": 164, ""confidence"": 0.06}, {""min"": 180, ""max"": 182, ""confidence"": 0.06}]",,12.jpg,1,185.0,2,10
wgd_spd_12_10,185.0,0.25,"[{""min"": 160, ""max"": 170, ""confidence"": 0.15}, {""min"": 170, ""max"": 180, ""confidence"": 0.2}, {""min"": 180, ""max"": 190, ""confidence"": 0.25}, {""min"": 190, ""max"": 200, ""confidence"": 0.2}, {""min"": 150, ""max"": 160, ""confidence"": 0.05}, {""min"": 140, ""max"": 150, ""confidence"": 0.03}, {""min"": 200, ""max"": 210, ""confidence"": 0.05}, {""min"": 210, ""max"": 220, ""confidence"": 0.03}, {""min"": 130, ""max"": 140, ""confidence"": 0.02}, {""min"": 220, ""max"": 230, ""confidence"": 0.02}]",,12.jpg,5,185.0,10,10
wgd_spd_12_20,180.0,0.23,"[{""min"": 170, ""max"": 190, ""confidence"": 0.23}, {""min"": 180, ""max"": 200, ""confidence"": 0.21}, {""min"": 160, ""max"": 180, ""confidence"": 0.2}, {""min"": 190, ""max"": 210, ""confidence"": 0.18}, {""min"": 150, ""max"": 170, ""confidence"": 0.18}]",,12.jpg,10,185.0,20,5
wgd_spd_12_40,180.0,0.5,"[{""min"": 160, ""max"": 200, ""confidence"": 0.5}, {""min"": 180, ""max"": 220, ""confidence"": 0.3}, {""min"": 140, ""max"": 180, ""confidence"": 0.2}]",,12.jpg,20,185.0,40,3
wgd_spd_13_02,161.0,0.14,"[{""min"": 160, ""max"": 162, ""confidence"": 0.14}, {""min"": 158, ""max"": 160, ""confidence"": 0.13}, {""min"": 162, ""max"": 164, ""confidence"": 0.12}, {""min"": 154, ""max"": 156, ""confidence"": 0.11}, {""min"": 156, ""max"": 158, ""confidence"": 0.1}, {""min"": 164, ""max"": 166, ""confidence"": 0.09}, {""min"": 152, ""max"": 154, ""confidence"": 0.08}, {""min"": 166, ""max"": 168, ""confidence"": 0.07}, {""min"": 168, ""max"": 170, ""confidence"": 0.06}, {""min"": 150, ""max"": 152, ""confidence"": 0.05}]",,13.jpg,1,195.0,2,10
wgd_spd_13_10,165.0,0.15,"[{""min"": 160, ""max"": 170, ""confidence"": 0.15}, {""min"": 150, ""max"": 160, ""confidence"": 0.14}, {""min"": 170, ""max"": 180, ""confidence"": 0.13}, {""min"": 180, ""max"": 190, ""confidence"": 0.12}, {""min"": 140, ""max"": 150, ""confidence"": 0.11}, {""min"": 190, ""max"": 200, ""confidence"": 0.1}, {""min"": 130, ""max"": 140, ""confidence"": 0.08}, {""min"": 200, ""max"": 210, ""confidence"": 0.06}, {""min"": 210, ""max"": 220, ""confidence"": 0.05}, {""min"": 120, ""max"": 130, ""confidence"": 0.04}]",,13.jpg,5,195.0,10,10
wgd_spd_13_20,190.0,0.3,"[{""min"": 160, ""max"": 180, ""confidence"": 0.25}, {""min"": 180, ""max"": 200, ""confidence"": 0.3}, {""min"": 140, ""max"": 160, ""confidence"": 0.2}, {""min"": 200, ""max"": 220, ""confidence"": 0.15}, {""min"": 120, ""max"": 140, ""confidence"": 0.1}]",,13.jpg,10,195.0,20,5
wgd_spd_13_40,180.0,0.6,"[{""min"": 160, ""max"": 200, ""confidence"": 0.6}, {""min"": 140, ""max"": 180, ""confidence"": 0.3}, {""min"": 180, ""max"": 220, ""confidence"": 0.1}]",,13.jpg,20,195.0,40,3
wgd_spd_14_02,141.0,0.12,"[{""min"": 140, ""max"": 142, ""confidence"": 0.12}, {""min"": 142, ""max"": 144, ""confidence"": 0.11}, {""min"": 144, ""max"": 146, ""confidence"": 0.1}, {""min"": 146, ""max"": 148, ""confidence"": 0.09}, {""min"": 148, ""max"": 150, ""confidence"": 0.08}, {""min"": 150, ""max"": 152, ""confidence"": 0.08}, {""min"": 152, ""max"": 154, ""confidence"": 0.07}, {""min"": 154, ""max"": 156, ""confidence"": 0.07}, {""min"": 156, ""max"": 158, ""confidence"": 0.06}, {""min"": 158, ""max"": 160, ""confidence"": 0.06}]",,14.jpg,1,165.0,2,10
wgd_spd_14_10,165.0,0.25,"[{""min"": 140, ""max"": 150, ""confidence"": 0.15}, {""min"": 150, ""max"": 160, ""confidence"": 0.2}, {""min"": 160, ""max"": 170, ""confidence"": 0.25}, {""min"": 170, ""max"": 180, ""confidence"": 0.2}, {""min"": 130, ""max"": 140, ""confidence"": 0.05}, {""min"": 180, ""max"": 190, ""confidence"": 0.05}, {""min"": 120, ""max"": 130, ""confidence"": 0.02}, {""min"": 190, ""max"": 200, ""confidence"": 0.02}, {""min"": 110, ""max"": 120, ""confidence"": 0.01}, {""min"": 200, ""max"": 210, ""confidence"": 0.05}]",,14.jpg,5,165.0,10,10
wgd_spd_14_20,160.0,0.3,"[{""min"": 140, ""max"": 160, ""confidence"": 0.25}, {""min"": 150, ""max"": 170, ""confidence"": 0.3}, {""min"": 160, ""max"": 180, ""confidence"": 0.2}, {""min"": 170, ""max"": 190, ""confidence"": 0.15}, {""min"": 180, ""max"": 200, ""confidence"": 0.1}]",,14.jpg,10,165.0,20,5
wgd_spd_14_40,160.0,0.5,"[{""min"": 140, ""max"": 180, ""confidence"": 0.5}, {""min"": 160, ""max"": 200, ""confidence"": 0.3}, {""min"": 120, ""max"": 160, ""confidence"": 0.2}]",,14.jpg,20,165.0,40,3
wgd_spd_15_02,121.0,0.15,"[{""min"": 120, ""max"": 122, ""confidence"": 0.15}, {""min"": 118, ""max"": 120, ""confidence"": 0.13}, {""min"": 122, ""max"": 124, ""confidence"": 0.12}, {""min"": 116, ""max"": 118, ""confidence"": 0.11}, {""min"": 124, ""max"": 126, ""confidence"": 0.1}, {""min"": 114, ""max"": 116, ""confidence"": 0.09}, {""min"": 126, ""max"": 128, ""confidence"": 0.08}, {""min"": 112, ""max"": 114, ""confidence"": 0.07}, {""min"": 128, ""max"": 130, ""confidence"": 0.06}, {""min"": 110, ""max"": 112, ""confidence"": 0.05}]",,15.jpg,1,120.0,2,10
