question_id,Answer,Confidence,raw,error,photo,within_lbs,true_weight,bin_width,top_n
wgd_spd_103_20,150.0,0.25,"[{""min"": 140, ""max"": 160, ""confidence"": 0.25}, {""min"": 150, ""max"": 170, ""confidence"": 0.2}, {""min"": 130, ""max"": 150, ""confidence"": 0.2}, {""min"": 160, ""max"": 180, ""confidence"": 0.15}, {""min"": 120, ""max"": 140, ""confidence"": 0.1}]",,103.jpg,10,122.4,20,5
wgd_spd_103_40,160.0,0.5,"[{""min"": 140, ""max"": 180, ""confidence"": 0.5}, {""min"": 160, ""max"": 200, ""confidence"": 0.3}, {""min"": 120, ""max"": 160, ""confidence"": 0.2}]",,103.jpg,20,122.4,40,3
wgd_spd_104_02,171.0,0.15,"```json
[
  {""min"": 170, ""max"": 172, ""confidence"": 0.15},
  {""min"": 168, ""max"": 170, ""confidence"": 0.14},
  {""min"": 172, ""max"": 174, ""confidence"": 0.13},
  {""min"": 166, ""max"": 168, ""confidence"": 0.12},
  {""min"": 174, ""max"": 176, ""confidence"": 0.11},
  {""min"": 164, ""max"": 166, ""confidence"": 0.10},
  {""min"": 176, ""max"": 178, ""confidence"": 0.09},
  {""min"": 162, ""max"": 164, ""confidence"": 0.08},
  {""min"": 178, ""max"": 180, ""confidence"": 0.05},
  {""min"": 160, ""max"": 162, ""confidence"": 0.03}
]
```",,104.jpg,1,182.6,2,10
wgd_spd_104_10,175.0,0.25,"```json
[
  {""min"": 170, ""max"": 180, ""confidence"": 0.25},
  {""min"": 160, ""max"": 170, ""confidence"": 0.22},
  {""min"": 180, ""max"": 190, ""confidence"": 0.20},
  {""min"": 150, ""max"": 160, ""confidence"": 0.15},
  {""min"": 190, ""max"": 200, ""confidence"": 0.10},
  {""min"": 140, ""max"": 150, ""confidence"": 0.04},
  {""min"": 200, ""max"": 210, ""confidence"": 0.02},
  {""min"": 130, ""max"": 140, ""confidence"": 0.01},
  {""min"": 210, ""max"": 220, ""confidence"": 0.005},
  {""min"": 120, ""max"": 130, ""confidence"": 0.005}
]
```",,104.jpg,5,182.6,10,10
wgd_spd_104_20,160.0,0.3,"[{""min"": 140, ""max"": 160, ""confidence"": 0.25}, {""min"": 150, ""max"": 170, ""confidence"": 0.3}, {""min"": 160, ""max"": 180, ""confidence"": 0.2}, {""min"": 130, ""max"": 150, ""confidence"": 0.15}, {""min"": 170, ""max"": 190, ""confidence"": 0.1}]",,104.jpg,10,182.6,20,5
wgd_spd_104_40,190.0,0.45,"```json
[
  {""min"": 170, ""max"": 210, ""confidence"": 0.45},
  {""min"": 150, ""max"": 190, ""confidence"": 0.35},
  {""min"": 190, ""max"": 230, ""confidence"": 0.20}
]
```",,104.jpg,20,182.6,40,3
wgd_spd_105_02,161.0,0.18,"```json
[
  {""min"": 160, ""max"": 162, ""confidence"": 0.18},
  {""min"": 158, ""max"": 160, ""confidence"": 0.16},
  {""min"": 162, ""max"": 164, ""confidence"": 0.15},
  {""min"": 156, ""max"": 158, ""confidence"": 0.12},
  {""min"": 164, ""max"": 166, ""confidence"": 0.11},
  {""min"": 154, ""max"": 156, ""confidence"": 0.08},
  {""min"": 166, ""max"": 168, ""confidence"": 0.08},
  {""min"": 152, ""max"": 154, ""confidence"": 0.05},
  {""min"": 168, ""max"": 170, ""confidence"": 0.04},
  {""min"": 150, ""max"": 152, ""confidence"": 0.03}
]
```",,105.jpg,1,161.6,2,10
wgd_spd_105_10,165.0,0.15,"[{""min"": 160, ""max"": 170, ""confidence"": 0.15}, {""min"": 150, ""max"": 160, ""confidence"": 0.14}, {""min"": 170, ""max"": 180, ""confidence"": 0.13}, {""min"": 140, ""max"": 150, ""confidence"": 0.12}, {""min"": 180, ""max"": 190, ""confidence"": 0.11}, {""min"": 130, ""max"": 140, ""confidence"": 0.1}, {""min"": 190, ""max"": 200, ""confidence"": 0.08}, {""min"": 120, ""max"": 130, ""confidence"": 0.07}, {""min"": 200, ""max"": 210, ""confidence"": 0.05}, {""min"": 210, ""max"": 220, ""confidence"": 0.05}]",,105.jpg,5,161.6,10,10
wgd_spd_105_20,160.0,0.28,"[{""min"": 150,""max"": 170,""confidence"": 0.28},{""min"": 130,""max"": 150,""confidence"": 0.25},{""min"": 170,""max"": 190,""confidence"": 0.2},{""min"": 110,""max"": 130,""confidence"": 0.15},{""min"": 190,""max"": 210,""confidence"": 0.12}]",,105.jpg,10,161.6,20,5
wgd_spd_105_40,180.0,0.45,"```json
[
  {""min"": 160, ""max"": 200, ""confidence"": 0.45},
  {""min"": 150, ""max"": 190, ""confidence"": 0.35},
  {""min"": 170, ""max"": 210, ""confidence"": 0.20}
]
```",,105.jpg,20,161.6,40,3
wgd_spd_106_02,141.0,0.15,"```json
[
  {""min"": 140, ""max"": 142, ""confidence"": 0.15},
  {""min"": 142, ""max"": 144, ""confidence"": 0.15},
  {""min"": 144, ""max"": 146, ""confidence"": 0.13},
  {""min"": 138, ""max"": 140, ""confidence"": 0.12},
  {""min"": 146, ""max"": 148, ""confidence"": 0.1},
  {""min"": 136, ""max"": 138, ""confidence"": 0.08},
  {""min"": 148, ""max"": 150, ""confidence"": 0.07},
  {""min"": 150, ""max"": 152, ""confidence"": 0.06},
  {""min"": 134, ""max"": 136, ""confidence"": 0.05},
  {""min"": 152, ""max"": 154, ""confidence"": 0.04}
]
```",,106.jpg,1,173.0,2,10
wgd_spd_106_10,145.0,0.25,"```json
[
  {""min"": 140, ""max"": 150, ""confidence"": 0.25},
  {""min"": 150, ""max"": 160, ""confidence"": 0.23},
  {""min"": 130, ""max"": 140, ""confidence"": 0.18},
  {""min"": 160, ""max"": 170, ""confidence"": 0.15},
  {""min"": 120, ""max"": 130, ""confidence"": 0.10},
  {""min"": 170, ""max"": 180, ""confidence"": 0.05},
  {""min"": 110, ""max"": 120, ""confidence"": 0.02},
  {""min"": 180, ""max"": 190, ""confidence"": 0.01},
  {""min"": 100, ""max"": 110, ""confidence"": 0.005},
  {""min"": 190, ""max"": 200, ""confidence"": 0.005}
]
```",,106.jpg,5,173.0,10,10
wgd_spd_106_20,140.0,0.34,"[{""min"":130,""max"":150,""confidence"":0.34},{""min"":110,""max"":130,""confidence"":0.28},{""min"":150,""max"":170,""confidence"":0.2},{""min"":90,""max"":110,""confidence"":0.1},{""min"":170,""max"":190,""confidence"":0.08}]",,106.jpg,10,173.0,20,5
wgd_spd_106_40,170.0,0.5,"```json
[
  {
    ""min"": 150,
    ""max"": 190,
    ""confidence"": 0.5
  },
  {
    ""min"": 110,
    ""max"": 150,
    ""confidence"": 0.3
  },
  {
    ""min"": 190,
    ""max"": 230,
    ""confidence"": 0.2
  }
]
```",,106.jpg,20,173.0,40,3
wgd_spd_107_02,131.0,0.15,"```json
[
  {
    ""min"": 130,
    ""max"": 132,
    ""confidence"": 0.15
  },
  {
    ""min"": 128,
    ""max"": 130,
    ""confidence"": 0.14
  },
  {
    ""min"": 132,
    ""max"": 134,
    ""confidence"": 0.13
  },
  {
    ""min"": 126,
    ""max"": 128,
    ""confidence"": 0.12
  },
  {
    ""min"": 134,
    ""max"": 136,
    ""confidence"": 0.11
  },
  {
    ""min"": 124,
    ""max"": 126,
    ""confidence"": 0.09
  },
  {
    ""min"": 136,
    ""max"": 138,
    ""confidence"": 0.08
  },
  {
    ""min"": 122,
    ""max"": 124,
    ""confidence"": 0.07
  },
  {
    ""min"": 138,
    ""max"": 140,
    ""confidence"": 0.06
  },
  {
    ""min"": 120,
    ""max"": 122,
    ""confidence"": 0.05
  }
]
```",,107.jpg,1,135.6,2,10
wgd_spd_107_10,145.0,0.15,"[{""min"": 140, ""max"": 150, ""confidence"": 0.15}, {""min"": 150, ""max"": 160, ""confidence"": 0.14}, {""min"": 130, ""max"": 140, ""confidence"": 0.13}, {""min"": 160, ""max"": 170, ""confidence"": 0.12}, {""min"": 120, ""max"": 130, ""confidence"": 0.11}, {""min"": 170, ""max"": 180, ""confidence"": 0.1}, {""min"": 110, ""max"": 120, ""confidence"": 0.08}, {""min"": 180, ""max"": 190, ""confidence"": 0.07}, {""min"": 190, ""max"": 200, ""confidence"": 0.05}, {""min"": 100, ""max"": 110, ""confidence"": 0.05}]",,107.jpg,5,135.6,10,10
wgd_spd_107_20,140.0,0.35,"```json
[
  {""min"": 130, ""max"": 150, ""confidence"": 0.35},
  {""min"": 150, ""max"": 170, ""confidence"": 0.30},
  {""min"": 110, ""max"": 130, ""confidence"": 0.20},
  {""min"": 170, ""max"": 190, ""confidence"": 0.12},
  {""min"": 90, ""max"": 110, ""confidence"": 0.03}
]
```",,107.jpg,10,135.6,20,5
wgd_spd_107_40,140.0,0.5,"[{""min"": 120, ""max"": 160, ""confidence"": 0.5}, {""min"": 140, ""max"": 180, ""confidence"": 0.3}, {""min"": 160, ""max"": 200, ""confidence"": 0.2}]",,107.jpg,20,135.6,40,3
wgd_spd_108_02,111.0,0.16,"[{""min"":108,""max"":110,""confidence"":0.14},{""min"":110,""max"":112,""confidence"":0.16},{""min"":112,""max"":114,""confidence"":0.15},{""min"":114,""max"":116,""confidence"":0.13},{""min"":116,""max"":118,""confidence"":0.11},{""min"":118,""max"":120,""confidence"":0.09},{""min"":120,""max"":122,""confidence"":0.08},{""min"":122,""max"":124,""confidence"":0.06},{""min"":124,""max"":126,""confidence"":0.05},{""min"":126,""max"":128,""confidence"":0.03}]",,108.jpg,1,107.4,2,10
wgd_spd_108_10,125.0,0.25,"```json
[
  {""min"": 120, ""max"": 130, ""confidence"": 0.25},
  {""min"": 110, ""max"": 120, ""confidence"": 0.20},
  {""min"": 130, ""max"": 140, ""confidence"": 0.20},
  {""min"": 100, ""max"": 110, ""confidence"": 0.12},
  {""min"": 140, ""max"": 150, ""confidence"": 0.10},
  {""min"": 150, ""max"": 160, ""confidence"": 0.05},
  {""min"": 90, ""max"": 100, ""confidence"": 0.04},
  {""min"": 160, ""max"": 170, ""confidence"": 0.02},
  {""min"": 80, ""max"": 90, ""confidence"": 0.01},
  {""min"": 170, ""max"": 180, ""confidence"": 0.01}
]
```",,108.jpg,5,107.4,10,10
wgd_spd_108_20,130.0,0.45,"```json
[
  {""min"": 120, ""max"": 140, ""confidence"": 0.45},
  {""min"": 100, ""max"": 120, ""confidence"": 0.30},
  {""min"": 140, ""max"": 160, ""confidence"": 0.20},
  {""min"": 80, ""max"": 100, ""confidence"": 0.03},
  {""min"": 160, ""max"": 180, ""confidence"": 0.02}
]
```",,108.jpg,10,107.4,20,5
wgd_spd_108_40,120.0,0.52,"[{""min"":100,""max"":140,""confidence"":0.52},{""min"":140,""max"":180,""confidence"":0.3},{""min"":80,""max"":120,""confidence"":0.18}]",,108.jpg,20,107.4,40,3
wgd_spd_109_02,119.0,0.15,"```json
[
  {""min"": 118, ""max"": 120, ""confidence"": 0.15},
  {""min"": 120, ""max"": 122, ""confidence"": 0.14},
  {""min"": 116, ""max"": 118, ""confidence"": 0.13},
  {""min"": 122, ""max"": 124, ""confidence"": 0.12},
  {""min"": 114, ""max"": 116, ""confidence"": 0.10},
  {""min"": 124, ""max"": 126, ""confidence"": 0.09},
  {""min"": 112, ""max"": 114, ""confidence"": 0.08},
  {""min"": 126, ""max"": 128, ""confidence"": 0.07},
  {""min"": 110, ""max"": 112, ""confidence"": 0.06},
  {""min"": 128, ""max"": 130, ""confidence"": 0.06}
]
```",,109.jpg,1,120.0,2,10
wgd_spd_109_10,115.0,0.22,"[{""min"": 110,""max"": 120,""confidence"": 0.22},{""min"": 100,""max"": 110,""confidence"": 0.2},{""min"": 120,""max"": 130,""confidence"": 0.18},{""min"": 90,""max"": 100,""confidence"": 0.12},{""min"": 130,""max"": 140,""confidence"": 0.1},{""min"": 140,""max"": 150,""confidence"": 0.06},{""min"": 80,""max"": 90,""confidence"": 0.05},{""min"": 150,""max"": 160,""confidence"": 0.03},{""min"": 160,""max"": 170,""confidence"": 0.02},{""min"": 170,""max"": 180,""confidence"": 0.02}]",,109.jpg,5,120.0,10,10
wgd_spd_109_20,130.0,0.3,"[{""min"": 100, ""max"": 120, ""confidence"": 0.25}, {""min"": 120, ""max"": 140, ""confidence"": 0.3}, {""min"": 140, ""max"": 160, ""confidence"": 0.25}, {""min"": 160, ""max"": 180, ""confidence"": 0.15}, {""min"": 180, ""max"": 200, ""confidence"": 0.05}]",,109.jpg,10,120.0,20,5
wgd_spd_109_40,140.0,0.5,"[{""min"": 120, ""max"": 160, ""confidence"": 0.5}, {""min"": 140, ""max"": 180, ""confidence"": 0.3}, {""min"": 100, ""max"": 140, ""confidence"": 0.2}]",,109.jpg,20,120.0,40,3
wgd_spd_10_02,135.0,0.15,"[{""min"":128,""max"":130,""confidence"":0.11},{""min"":130,""max"":132,""confidence"":0.13},{""min"":132,""max"":134,""confidence"":0.14},{""min"":134,""max"":136,""confidence"":0.15},{""min"":136,""max"":138,""confidence"":0.14},{""min"":138,""max"":140,""confidence"":0.11},{""min"":140,""max"":142,""confidence"":0.09},{""min"":126,""max"":128,""confidence"":0.06},{""min"":142,""max"":144,""confidence"":0.05},{""min"":124,""max"":126,""confidence"":0.02}]",,10.jpg,1,130.0,2,10
wgd_spd_10_10,125.0,0.25,"```json
[
  {""min"": 120, ""max"": 130, ""confidence"": 0.25},
  {""min"": 130, ""max"": 140, ""confidence"": 0.22},
  {""min"": 110, ""max"": 120, ""confidence"": 0.18},
  {""min"": 140, ""max"": 150, ""confidence"": 0.15},
  {""min"": 100, ""max"": 110, ""confidence"": 0.10},
  {""min"": 150, ""max"": 160, ""confidence"": 0.05},
  {""min"": 90, ""max"": 100, ""confidence"": 0.03},
  {""min"": 160, ""max"": 170, ""confidence"": 0.01},
  {""min"": 170, ""max"": 180, ""confidence"": 0.005},
  {""min"": 80, ""max"": 90, ""confidence"": 0.005}
]
```",,10.jpg,5,130.0,10,10
wgd_spd_10_20,130.0,0.4,"```json
[
  {
    ""min"": 120,
    ""max"": 140,
    ""confidence"": 0.4
  },
  {
    ""min"": 100,
    ""max"": 120,
    ""confidence"": 0.25
  },
  {
    ""min"": 140,
    ""max"": 160,
    ""confidence"": 0.2
  },
  {
    ""min"": 110,
    ""max"": 130,
    ""confidence"": 0.1
  },
  {
    ""min"": 130,
    ""max"": 150,
    ""confidence"": 0.05
  }
]
```",,10.jpg,10,130.0,20,5
wgd_spd_10_40,140.0,0.7,"```json
[
  {""min"": 120, ""max"": 160, ""confidence"": 0.7},
  {""min"": 160, ""max"": 200, ""confidence"": 0.2},
  {""min"": 80, ""max"": 120, ""confidence"": 0.1}
]
```",,10.jpg,20,130.0,40,3
wgd_spd_110_02,141.0,0.18,"```json
[
  {""min"": 140, ""max"": 142, ""confidence"": 0.18},
  {""min"": 138, ""max"": 140, ""confidence"": 0.16},
  {""min"": 142, ""max"": 144, ""confidence"": 0.15},
  {""min"": 136, ""max"": 138, ""confidence"": 0.12},
  {""min"": 144, ""max"": 146, ""confidence"": 0.11},
  {""min"": 134, ""max"": 136, ""confidence"": 0.09},
  {""min"": 146, ""max"": 148, ""confidence"": 0.08},
  {""min"": 132, ""max"": 134, ""confidence"": 0.06},
  {""min"": 148, ""max"": 150, ""confidence"": 0.04},
  {""min"": 130, ""max"": 132, ""confidence"": 0.01}
]
```",,110.jpg,1,147.0,2,10
wgd_spd_110_10,145.0,0.25,"```json
[
  {""min"": 140, ""max"": 150, ""confidence"": 0.25},
  {""min"": 150, ""max"": 160, ""confidence"": 0.22},
  {""min"": 130, ""max"": 140, ""confidence"": 0.18},
  {""min"": 160, ""max"": 170, ""confidence"": 0.15},
  {""min"": 120, ""max"": 130, ""confidence"": 0.10},
  {""min"": 170, ""max"": 180, ""confidence"": 0.06},
  {""min"": 110, ""max"": 120, ""confidence"": 0.02},
  {""min"": 180, ""max"": 190, ""confidence"": 0.01},
  {""min"": 100, ""max"": 110, ""confidence"": 0.005},
  {""min"": 190, ""max"": 200, ""confidence"": 0.005}
]
```",,110.jpg,5,147.0,10,10
wgd_spd_110_20,130.0,0.25,"[{""min"": 120, ""max"": 140, ""confidence"": 0.25}, {""min"": 110, ""max"": 130, ""confidence"": 0.2}, {""min"": 130, ""max"": 150, ""confidence"": 0.2}, {""min"": 100, ""max"": 120, ""confidence"": 0.15}, {""min"": 140, ""max"": 160, ""confidence"": 0.1}]",,110.jpg,10,147.0,20,5
wgd_spd_110_40,130.0,0.52,"[{""min"": 110,""max"": 150,""confidence"": 0.52},{""min"": 150,""max"": 190,""confidence"": 0.3},{""min"": 70,""max"": 110,""confidence"": 0.18}]",,110.jpg,20,147.0,40,3
wgd_spd_111_02,155.0,0.16,"[{""min"": 148,""max"": 150,""confidence"": 0.08},{""min"": 150,""max"": 152,""confidence"": 0.11},{""min"": 152,""max"": 154,""confidence"": 0.14},{""min"": 154,""max"": 156,""confidence"": 0.16},{""min"": 156,""max"": 158,""confidence"": 0.15},{""min"": 158,""max"": 160,""confidence"": 0.12},{""min"": 160,""max"": 162,""confidence"": 0.09},{""min"": 162,""max"": 164,""confidence"": 0.06},{""min"": 164,""max"": 166,""confidence"": 0.05},{""min"": 166,""max"": 168,""confidence"": 0.04}]",,111.jpg,1,148.0,2,10
wgd_spd_111_10,185.0,0.25,"```json
[
  {""min"": 180, ""max"": 190, ""confidence"": 0.25},
  {""min"": 170, ""max"": 180, ""confidence"": 0.22},
  {""min"": 190, ""max"": 200, ""confidence"": 0.20},
  {""min"": 160, ""max"": 170, ""confidence"": 0.15},
  {""min"": 200, ""max"": 210, ""confidence"": 0.10},
  {""min"": 150, ""max"": 160, ""confidence"": 0.04},
  {""min"": 210, ""max"": 220, ""confidence"": 0.02},
  {""min"": 140, ""max"": 150, ""confidence"": 0.01},
  {""min"": 220, ""max"": 230, ""confidence"": 0.005},
  {""min"": 130, ""max"": 140, ""confidence"": 0.005}
]
```",,111.jpg,5,148.0,10,10
wgd_spd_111_20,170.0,0.25,"[{""min"": 160, ""max"": 180, ""confidence"": 0.25}, {""min"": 180, ""max"": 200, ""confidence"": 0.2}, {""min"": 140, ""max"": 160, ""confidence"": 0.2}, {""min"": 200, ""max"": 220, ""confidence"": 0.15}, {""min"": 120, ""max"": 140, ""confidence"": 0.1}]",,111.jpg,10,148.0,20,5
wgd_spd_111_40,160.0,0.5,"[{""min"": 140,""max"": 180,""confidence"": 0.5},{""min"": 180,""max"": 220,""confidence"": 0.32},{""min"": 100,""max"": 140,""confidence"": 0.18}]",,111.jpg,20,148.0,40,3
wgd_spd_112_02,156.0,0.18,"```json
[
  {""min"": 155, ""max"": 157, ""confidence"": 0.18},
  {""min"": 153, ""max"": 155, ""confidence"": 0.16},
  {""min"": 157, ""max"": 159, ""confidence"": 0.15},
  {""min"": 151, ""max"": 153, ""confidence"": 0.12},
  {""min"": 159, ""max"": 161, ""confidence"": 0.11},
  {""min"": 149, ""max"": 151, ""confidence"": 0.09},
  {""min"": 161, ""max"": 163, ""confidence"": 0.08},
  {""min"": 147, ""max"": 149, ""confidence"": 0.05},
  {""min"": 163, ""max"": 165, ""confidence"": 0.04},
  {""min"": 145, ""max"": 147, ""confidence"": 0.02}
]
```",,112.jpg,1,147.8,2,10
wgd_spd_112_10,155.0,0.25,"[{""min"": 140, ""max"": 150, ""confidence"": 0.15}, {""min"": 150, ""max"": 160, ""confidence"": 0.25}, {""min"": 130, ""max"": 140, ""confidence"": 0.12}, {""min"": 160, ""max"": 170, ""confidence"": 0.2}, {""min"": 170, ""max"": 180, ""confidence"": 0.1}, {""min"": 120, ""max"": 130, ""confidence"": 0.05}, {""min"": 180, ""max"": 190, ""confidence"": 0.05}, {""min"": 110, ""max"": 120, ""confidence"": 0.03}, {""min"": 190, ""max"": 200, ""confidence"": 0.03}, {""min"": 100, ""max"": 110, ""confidence"": 0.02}]",,112.jpg,5,147.8,10,10
wgd_spd_112_20,160.0,0.3,"[{""min"": 140, ""max"": 160, ""confidence"": 0.25}, {""min"": 150, ""max"": 170, ""confidence"": 0.3}, {""min"": 160, ""max"": 180, ""confidence"": 0.2}, {""min"": 130, ""max"": 150, ""confidence"": 0.15}, {""min"": 170, ""max"": 190, ""confidence"": 0.1}]",,112.jpg,10,147.8,20,5
wgd_spd_112_40,160.0,0.5,"```json
[
  {""min"": 140, ""max"": 180, ""confidence"": 0.5},
  {""min"": 100, ""max"": 140, ""confidence"": 0.3},
  {""min"": 180, ""max"": 220, ""confidence"": 0.2}
]
```",,112.jpg,20,147.8,40,3
