question_id,Answer,Confidence,raw,error,photo,within_lbs,true_weight
wgd_110_06,130,0.5,"{""Answer"": ""130"", ""Confidence"": ""0.50""}",,110.jpg,6,147.0
wgd_110_07,140,0.6,"{""Answer"": ""140"", ""Confidence"": ""0.6""}",,110.jpg,7,147.0
wgd_110_08,145,0.25,"```json
{""Answer"": ""145"", ""Confidence"": ""0.25""}
```",,110.jpg,8,147.0
wgd_110_09,140,0.25,"```json
{""Answer"": ""140"", ""Confidence"": ""0.25""}
```",,110.jpg,9,147.0
wgd_110_10,122.0,0.34,"{""Answer"":""122"",""Confidence"":""0.34""}",,110.jpg,10,147.0
wgd_110_11,145,0.25,"```json
{""Answer"": ""145"", ""Confidence"": ""0.25""}
```",,110.jpg,11,147.0
wgd_110_12,140,0.6,"{""Answer"": ""140"", ""Confidence"": ""0.60""}",,110.jpg,12,147.0
wgd_110_13,128.0,0.42,"{""Answer"":""128"",""Confidence"":""0.42""}",,110.jpg,13,147.0
wgd_110_14,128.0,0.43,"{""Answer"":""128"",""Confidence"":""0.43""}",,110.jpg,14,147.0
wgd_110_15,145,0.65,"```json
{""Answer"": ""145"", ""Confidence"": ""0.65""}
```",,110.jpg,15,147.0
wgd_110_16,145,0.25,"```json
{""Answer"": ""145"", ""Confidence"": ""0.25""}
```",,110.jpg,16,147.0
wgd_110_17,140,0.6,"{""Answer"": ""140"", ""Confidence"": ""0.6""}",,110.jpg,17,147.0
wgd_110_18,124.0,0.34,"{""Answer"":""124"",""Confidence"":""0.34""}",,110.jpg,18,147.0
wgd_110_19,130,0.65,"{""Answer"": ""130"", ""Confidence"": ""0.65""}",,110.jpg,19,147.0
wgd_110_20,140,0.35,"```json
{""Answer"": ""140"", ""Confidence"": ""0.35""}
```",,110.jpg,20,147.0
wgd_111_01,160,0.6,"{""Answer"": ""160"", ""Confidence"": ""0.6""}",,111.jpg,1,148.0
wgd_111_02,165,0.6,"{""Answer"": ""165"", ""Confidence"": ""0.6""}",,111.jpg,2,148.0
wgd_111_03,180,0.15,"```json
{""Answer"": ""180"", ""Confidence"": ""0.15""}
```",,111.jpg,3,148.0
