question_id,Answer,Confidence,raw,error,min_age,sex,radius,bin_width,top_n
le_spd_100_male_20,110.0,0.7,"```json
[
  {""min"": 100, ""max"": 120, ""confidence"": 0.70},
  {""min"": 80, ""max"": 100, ""confidence"": 0.15},
  {""min"": 120, ""max"": 140, ""confidence"": 0.10},
  {""min"": 60, ""max"": 80, ""confidence"": 0.04},
  {""min"": 140, ""max"": 160, ""confidence"": 0.01}
]
```",,100,male,10,20,5
le_spd_100_male_40,120.0,0.92,"[{""min"": 100,""max"": 140,""confidence"": 0.92},{""min"": 60,""max"": 100,""confidence"": 0.07},{""min"": 140,""max"": 180,""confidence"": 0.01}]",,100,male,20,40,3
le_spd_10_female_10,85.0,0.34,"[{""min"": 80,""max"": 90,""confidence"": 0.34},{""min"": 90,""max"": 100,""confidence"": 0.24},{""min"": 70,""max"": 80,""confidence"": 0.16},{""min"": 100,""max"": 110,""confidence"": 0.11},{""min"": 60,""max"": 70,""confidence"": 0.07},{""min"": 50,""max"": 60,""confidence"": 0.03},{""min"": 40,""max"": 50,""confidence"": 0.01},{""min"": 110,""max"": 120,""confidence"": 0.01},{""min"": 30,""max"": 40,""confidence"": 0.005},{""min"": 20,""max"": 30,""confidence"": 0.005}]",,10,female,5,10,10
le_spd_10_female_2,85.0,0.16,"[{""min"": 84,""max"": 86,""confidence"": 0.16},{""min"": 86,""max"": 88,""confidence"": 0.15},{""min"": 82,""max"": 84,""confidence"": 0.14},{""min"": 88,""max"": 90,""confidence"": 0.13},{""min"": 80,""max"": 82,""confidence"": 0.11},{""min"": 90,""max"": 92,""confidence"": 0.09},{""min"": 78,""max"": 80,""confidence"": 0.08},{""min"": 92,""max"": 94,""confidence"": 0.06},{""min"": 76,""max"": 78,""confidence"": 0.05},{""min"": 94,""max"": 96,""confidence"": 0.03}]",,10,female,1,2,10
le_spd_10_female_20,80.0,0.44,"```json
[
  {
    ""min"": 70,
    ""max"": 90,
    ""confidence"": 0.44
  },
  {
    ""min"": 80,
    ""max"": 100,
    ""confidence"": 0.35
  },
  {
    ""min"": 60,
    ""max"": 80,
    ""confidence"": 0.15
  },
  {
    ""min"": 90,
    ""max"": 110,
    ""confidence"": 0.05
  },
  {
    ""min"": 50,
    ""max"": 70,
    ""confidence"": 0.01
  }
]
```",,10,female,10,20,5
le_spd_10_female_40,90.0,0.7,"```json
[
  {
    ""min"": 70,
    ""max"": 110,
    ""confidence"": 0.70
  },
  {
    ""min"": 65,
    ""max"": 105,
    ""confidence"": 0.65
  },
  {
    ""min"": 75,
    ""max"": 115,
    ""confidence"": 0.60
  }
]
```",,10,female,20,40,3
le_spd_10_male_10,75.0,0.2439541892,"[{""min"": 70, ""max"": 80, ""confidence"": 0.2439541892}, {""min"": 80, ""max"": 90, ""confidence"": 0.2331154534}, {""min"": 60, ""max"": 70, ""confidence"": 0.1736282704}, {""min"": 90, ""max"": 100, ""confidence"": 0.1403215954}, {""min"": 50, ""max"": 60, ""confidence"": 0.0791647059}, {""min"": 100, ""max"": 110, ""confidence"": 0.0430655139}, {""min"": 40, ""max"": 50, ""confidence"": 0.0301998246}, {""min"": 110, ""max"": 120, ""confidence"": 0.0116967207}, {""min"": 30, ""max"": 40, ""confidence"": 0.0162519266}, {""min"": 20, ""max"": 30, ""confidence"": 0.0136018000}]",,10,male,5,10,10
le_spd_10_male_2,85.0,0.128,"[{""min"": 78,""max"": 80,""confidence"": 0.095},{""min"": 80,""max"": 82,""confidence"": 0.112},{""min"": 82,""max"": 84,""confidence"": 0.123},{""min"": 84,""max"": 86,""confidence"": 0.128},{""min"": 86,""max"": 88,""confidence"": 0.124},{""min"": 88,""max"": 90,""confidence"": 0.109},{""min"": 90,""max"": 92,""confidence"": 0.091},{""min"": 76,""max"": 78,""confidence"": 0.078},{""min"": 92,""max"": 94,""confidence"": 0.064},{""min"": 74,""max"": 76,""confidence"": 0.048}]",,10,male,1,2,10
le_spd_10_male_20,80.0,0.47,"[{""min"": 70,""max"": 90,""confidence"": 0.47},{""min"": 90,""max"": 110,""confidence"": 0.24},{""min"": 50,""max"": 70,""confidence"": 0.18},{""min"": 110,""max"": 130,""confidence"": 0.06},{""min"": 30,""max"": 50,""confidence"": 0.03}]",,10,male,10,20,5
le_spd_10_male_40,90.0,0.53,"```json
[
  {
    ""min"": 70,
    ""max"": 110,
    ""confidence"": 0.53
  },
  {
    ""min"": 60,
    ""max"": 100,
    ""confidence"": 0.35
  },
  {
    ""min"": 50,
    ""max"": 90,
    ""confidence"": 0.08
  }
]
```",,10,male,20,40,3
le_spd_11_female_10,85.0,0.45,"[{""min"": 80,""max"": 90,""confidence"": 0.45},{""min"": 90,""max"": 100,""confidence"": 0.33},{""min"": 70,""max"": 80,""confidence"": 0.14},{""min"": 100,""max"": 110,""confidence"": 0.05},{""min"": 60,""max"": 70,""confidence"": 0.02},{""min"": 110,""max"": 120,""confidence"": 0.01},{""min"": 50,""max"": 60,""confidence"": 0.0},{""min"": 40,""max"": 50,""confidence"": 0.0},{""min"": 30,""max"": 40,""confidence"": 0.0},{""min"": 20,""max"": 30,""confidence"": 0.0}]",,11,female,5,10,10
le_spd_11_female_2,85.0,0.16,"[{""min"": 84,""max"": 86,""confidence"": 0.16},{""min"": 86,""max"": 88,""confidence"": 0.15},{""min"": 82,""max"": 84,""confidence"": 0.13},{""min"": 88,""max"": 90,""confidence"": 0.12},{""min"": 80,""max"": 82,""confidence"": 0.1},{""min"": 90,""max"": 92,""confidence"": 0.09},{""min"": 78,""max"": 80,""confidence"": 0.08},{""min"": 92,""max"": 94,""confidence"": 0.07},{""min"": 76,""max"": 78,""confidence"": 0.06},{""min"": 94,""max"": 96,""confidence"": 0.04}]",,11,female,1,2,10
le_spd_11_female_20,80.0,0.45,"```json
[
  {
    ""min"": 70,
    ""max"": 90,
    ""confidence"": 0.45
  },
  {
    ""min"": 80,
    ""max"": 100,
    ""confidence"": 0.25
  },
  {
    ""min"": 60,
    ""max"": 80,
    ""confidence"": 0.2
  },
  {
    ""min"": 90,
    ""max"": 110,
    ""confidence"": 0.07
  },
  {
    ""min"": 50,
    ""max"": 70,
    ""confidence"": 0.03
  }
]
```",,11,female,10,20,5
le_spd_11_female_40,90.0,0.453,"[{""min"": 70, ""max"": 110, ""confidence"": 0.453}, {""min"": 30, ""max"": 70, ""confidence"": 0.311}, {""min"": 11, ""max"": 51, ""confidence"": 0.236}]",,11,female,20,40,3
le_spd_11_male_10,85.0,0.24,"[{""min"":80,""max"":90,""confidence"":0.24},{""min"":70,""max"":80,""confidence"":0.22},{""min"":90,""max"":100,""confidence"":0.14},{""min"":60,""max"":70,""confidence"":0.13},{""min"":50,""max"":60,""confidence"":0.08},{""min"":100,""max"":110,""confidence"":0.07},{""min"":40,""max"":50,""confidence"":0.04},{""min"":110,""max"":120,""confidence"":0.03},{""min"":30,""max"":40,""confidence"":0.02},{""min"":120,""max"":130,""confidence"":0.01}]",,11,male,5,10,10
le_spd_11_male_2,79.0,0.057,"```json
[
  {
    ""min"": 78,
    ""max"": 80,
    ""confidence"": 0.057
  },
  {
    ""min"": 80,
    ""max"": 82,
    ""confidence"": 0.055
  },
  {
    ""min"": 76,
    ""max"": 78,
    ""confidence"": 0.055
  },
  {
    ""min"": 82,
    ""max"": 84,
    ""confidence"": 0.051
  },
  {
    ""min"": 74,
    ""max"": 76,
    ""confidence"": 0.048
  },
  {
    ""min"": 72,
    ""max"": 74,
    ""confidence"": 0.044
  },
  {
    ""min"": 84,
    ""max"": 86,
    ""confidence"": 0.043
  },
  {
    ""min"": 70,
    ""max"": 72,
    ""confidence"": 0.039
  },
  {
    ""min"": 68,
    ""max"": 70,
    ""confidence"": 0.035
  },
  {
    ""min"": 86,
    ""max"": 88,
    ""confidence"": 0.034
  }
]
```",,11,male,1,2,10
le_spd_11_male_20,80.0,0.55,"[{""min"":70,""max"":90,""confidence"":0.55},{""min"":90,""max"":110,""confidence"":0.18},{""min"":50,""max"":70,""confidence"":0.14},{""min"":30,""max"":50,""confidence"":0.08},{""min"":110,""max"":130,""confidence"":0.05}]",,11,male,10,20,5
le_spd_11_male_40,90.0,0.45,"```json
[
  {""min"": 70, ""max"": 110, ""confidence"": 0.45},
  {""min"": 65, ""max"": 105, ""confidence"": 0.30},
  {""min"": 75, ""max"": 115, ""confidence"": 0.25}
]
```",,11,male,20,40,3
le_spd_12_female_10,85.0,0.36,"[{""min"": 80,""max"": 90,""confidence"": 0.36},{""min"": 90,""max"": 100,""confidence"": 0.28},{""min"": 70,""max"": 80,""confidence"": 0.18},{""min"": 100,""max"": 110,""confidence"": 0.1},{""min"": 60,""max"": 70,""confidence"": 0.04},{""min"": 110,""max"": 120,""confidence"": 0.02},{""min"": 50,""max"": 60,""confidence"": 0.01},{""min"": 40,""max"": 50,""confidence"": 0.005},{""min"": 30,""max"": 40,""confidence"": 0.003},{""min"": 0,""max"": 10,""confidence"": 0.002}]",,12,female,5,10,10
le_spd_12_female_2,79.0,0.088,"```json
[
  {
    ""min"": 78,
    ""max"": 80,
    ""confidence"": 0.088
  },
  {
    ""min"": 80,
    ""max"": 82,
    ""confidence"": 0.087
  },
  {
    ""min"": 82,
    ""max"": 84,
    ""confidence"": 0.083
  },
  {
    ""min"": 84,
    ""max"": 86,
    ""confidence"": 0.077
  },
  {
    ""min"": 76,
    ""max"": 78,
    ""confidence"": 0.076
  },
  {
    ""min"": 86,
    ""max"": 88,
    ""confidence"": 0.069
  },
  {
    ""min"": 74,
    ""max"": 76,
    ""confidence"": 0.063
  },
  {
    ""min"": 88,
    ""max"": 90,
    ""confidence"": 0.057
  },
  {
    ""min"": 72,
    ""max"": 74,
    ""confidence"": 0.05
  },
  {
    ""min"": 90,
    ""max"": 92,
    ""confidence"": 0.045
  }
]
```",,12,female,1,2,10
le_spd_12_female_20,90.0,0.35,"```json
[
  {""min"": 80, ""max"": 100, ""confidence"": 0.35},
  {""min"": 60, ""max"": 80, ""confidence"": 0.25},
  {""min"": 100, ""max"": 120, ""confidence"": 0.20},
  {""min"": 40, ""max"": 60, ""confidence"": 0.15},
  {""min"": 20, ""max"": 40, ""confidence"": 0.05}
]
```",,12,female,10,20,5
le_spd_12_female_40,90.0,0.45,"```json
[
  {""min"": 70, ""max"": 110, ""confidence"": 0.45},
  {""min"": 80, ""max"": 120, ""confidence"": 0.35},
  {""min"": 75, ""max"": 115, ""confidence"": 0.20}
]
```",,12,female,20,40,3
le_spd_12_male_10,75.0,0.35,"```json
[
  {
    ""min"": 70,
    ""max"": 80,
    ""confidence"": 0.35
  },
  {
    ""min"": 80,
    ""max"": 90,
    ""confidence"": 0.25
  },
  {
    ""min"": 60,
    ""max"": 70,
    ""confidence"": 0.15
  },
  {
    ""min"": 90,
    ""max"": 100,
    ""confidence"": 0.1
  },
  {
    ""min"": 50,
    ""max"": 60,
    ""confidence"": 0.05
  },
  {
    ""min"": 100,
    ""max"": 110,
    ""confidence"": 0.03
  },
  {
    ""min"": 40,
    ""max"": 50,
    ""confidence"": 0.02
  },
  {
    ""min"": 110,
    ""max"": 120,
    ""confidence"": 0.01
  },
  {
    ""min"": 30,
    ""max"": 40,
    ""confidence"": 0.005
  },
  {
    ""min"": 12,
    ""max"": 22,
    ""confidence"": 0.002
  }
]
```",,12,male,5,10,10
le_spd_12_male_2,75.0,0.0453217,"[{""min"": 74, ""max"": 76, ""confidence"": 0.0453217}, {""min"": 76, ""max"": 78, ""confidence"": 0.0448503}, {""min"": 78, ""max"": 80, ""confidence"": 0.0433504}, {""min"": 72, ""max"": 74, ""confidence"": 0.0429265}, {""min"": 80, ""max"": 82, ""confidence"": 0.0410651}, {""min"": 70, ""max"": 72, ""confidence"": 0.0404459}, {""min"": 82, ""max"": 84, ""confidence"": 0.0382814}, {""min"": 84, ""max"": 86, ""confidence"": 0.0347192}, {""min"": 68, ""max"": 70, ""confidence"": 0.0344401}, {""min"": 86, ""max"": 88, ""confidence"": 0.0304343}]",,12,male,1,2,10
le_spd_12_male_20,80.0,0.44,"[{""min"": 70,""max"": 90,""confidence"": 0.44},{""min"": 80,""max"": 100,""confidence"": 0.32},{""min"": 60,""max"": 80,""confidence"": 0.18},{""min"": 90,""max"": 110,""confidence"": 0.05},{""min"": 40,""max"": 60,""confidence"": 0.01}]",,12,male,10,20,5
le_spd_12_male_40,90.0,0.45,"```json
[
  {""min"": 70, ""max"": 110, ""confidence"": 0.45},
  {""min"": 60, ""max"": 100, ""confidence"": 0.35},
  {""min"": 80, ""max"": 120, ""confidence"": 0.20}
]
```",,12,male,20,40,3
le_spd_13_female_10,75.0,0.25,"```json
[
  {""min"": 70, ""max"": 80, ""confidence"": 0.25},
  {""min"": 80, ""max"": 90, ""confidence"": 0.22},
  {""min"": 60, ""max"": 70, ""confidence"": 0.18},
  {""min"": 90, ""max"": 100, ""confidence"": 0.15},
  {""min"": 50, ""max"": 60, ""confidence"": 0.10},
  {""min"": 100, ""max"": 110, ""confidence"": 0.05},
  {""min"": 40, ""max"": 50, ""confidence"": 0.03},
  {""min"": 30, ""max"": 40, ""confidence"": 0.01},
  {""min"": 20, ""max"": 30, ""confidence"": 0.005},
  {""min"": 110, ""max"": 120, ""confidence"": 0.001}
]
```",,13,female,5,10,10
le_spd_13_female_2,85.0,0.0763157894736842,"[{""min"": 84, ""max"": 86, ""confidence"": 0.07631578947368421}, {""min"": 82, ""max"": 84, ""confidence"": 0.07368421052631579}, {""min"": 86, ""max"": 88, ""confidence"": 0.06842105263157895}, {""min"": 80, ""max"": 82, ""confidence"": 0.06578947368421052}, {""min"": 88, ""max"": 90, ""confidence"": 0.06052631578947368}, {""min"": 78, ""max"": 80, ""confidence"": 0.05789473684210526}, {""min"": 90, ""max"": 92, ""confidence"": 0.05000000000000000}, {""min"": 76, ""max"": 78, ""confidence"": 0.04736842105263158}, {""min"": 92, ""max"": 94, ""confidence"": 0.03947368421052632}, {""min"": 74, ""max"": 76, ""confidence"": 0.03684210526315789}]",,13,female,1,2,10
le_spd_13_female_20,80.0,0.45,"```json
[
  {
    ""min"": 70,
    ""max"": 90,
    ""confidence"": 0.45
  },
  {
    ""min"": 80,
    ""max"": 100,
    ""confidence"": 0.30
  },
  {
    ""min"": 60,
    ""max"": 80,
    ""confidence"": 0.15
  },
  {
    ""min"": 90,
    ""max"": 110,
    ""confidence"": 0.07
  },
  {
    ""min"": 50,
    ""max"": 70,
    ""confidence"": 0.03
  }
]
```",,13,female,10,20,5
le_spd_13_female_40,90.0,0.4734,"[{""min"": 70, ""max"": 110, ""confidence"": 0.4734}, {""min"": 50, ""max"": 90, ""confidence"": 0.3623}, {""min"": 30, ""max"": 70, ""confidence"": 0.2648}]",,13,female,20,40,3
le_spd_13_male_10,75.0,0.25,"```json
[
  {""min"": 70, ""max"": 80, ""confidence"": 0.25},
  {""min"": 80, ""max"": 90, ""confidence"": 0.23},
  {""min"": 60, ""max"": 70, ""confidence"": 0.18},
  {""min"": 90, ""max"": 100, ""confidence"": 0.15},
  {""min"": 50, ""max"": 60, ""confidence"": 0.10},
  {""min"": 100, ""max"": 110, ""confidence"": 0.05},
  {""min"": 40, ""max"": 50, ""confidence"": 0.02},
  {""min"": 30, ""max"": 40, ""confidence"": 0.01},
  {""min"": 20, ""max"": 30, ""confidence"": 0.005},
  {""min"": 110, ""max"": 120, ""confidence"": 0.001}
]
```",,13,male,5,10,10
le_spd_13_male_2,79.0,0.052,"```json
[
  {
    ""min"": 78,
    ""max"": 80,
    ""confidence"": 0.052
  },
  {
    ""min"": 80,
    ""max"": 82,
    ""confidence"": 0.051
  },
  {
    ""min"": 76,
    ""max"": 78,
    ""confidence"": 0.048
  },
  {
    ""min"": 82,
    ""max"": 84,
    ""confidence"": 0.046
  },
  {
    ""min"": 74,
    ""max"": 76,
    ""confidence"": 0.044
  },
  {
    ""min"": 72,
    ""max"": 74,
    ""confidence"": 0.039
  },
  {
    ""min"": 84,
    ""max"": 86,
    ""confidence"": 0.038
  },
  {
    ""min"": 86,
    ""max"": 88,
    ""confidence"": 0.031
  },
  {
    ""min"": 70,
    ""max"": 72,
    ""confidence"": 0.029
  },
  {
    ""min"": 68,
    ""max"": 70,
    ""confidence"": 0.024
  }
]
```",,13,male,1,2,10
le_spd_13_male_20,80.0,0.371932,"[{""min"": 70, ""max"": 90, ""confidence"": 0.371932}, {""min"": 60, ""max"": 80, ""confidence"": 0.245579}, {""min"": 50, ""max"": 70, ""confidence"": 0.176895}, {""min"": 80, ""max"": 100, ""confidence"": 0.139981}, {""min"": 40, ""max"": 60, ""confidence"": 0.065613}]",,13,male,10,20,5
le_spd_13_male_40,90.0,0.78,"[{""min"":70,""max"":110,""confidence"":0.78},{""min"":30,""max"":70,""confidence"":0.19},{""min"":110,""max"":150,""confidence"":0.03}]",,13,male,20,40,3
le_spd_14_female_10,85.0,0.354,"```json
[
  {
    ""min"": 80,
    ""max"": 90,
    ""confidence"": 0.354
  },
  {
    ""min"": 70,
    ""max"": 80,
    ""confidence"": 0.231
  },
  {
    ""min"": 90,
    ""max"": 100,
    ""confidence"": 0.222
  },
  {
    ""min"": 60,
    ""max"": 70,
    ""confidence"": 0.089
  },
  {
    ""min"": 100,
    ""max"": 110,
    ""confidence"": 0.041
  },
  {
    ""min"": 50,
    ""max"": 60,
    ""confidence"": 0.026
  },
  {
    ""min"": 40,
    ""max"": 50,
    ""confidence"": 0.012
  },
  {
    ""min"": 30,
    ""max"": 40,
    ""confidence"": 0.007
  },
  {
    ""min"": 20,
    ""max"": 30,
    ""confidence"": 0.006
  },
  {
    ""min"": 14,
    ""max"": 20,
    ""confidence"": 0.005
  }
]
```",,14,female,5,10,10
le_spd_14_female_2,85.0,0.15,"[{""min"": 84, ""max"": 86, ""confidence"": 0.15},{""min"": 86, ""max"": 88, ""confidence"": 0.145},{""min"": 82, ""max"": 84, ""confidence"": 0.13},{""min"": 88, ""max"": 90, ""confidence"": 0.125},{""min"": 80, ""max"": 82, ""confidence"": 0.11},{""min"": 90, ""max"": 92, ""confidence"": 0.095},{""min"": 78, ""max"": 80, ""confidence"": 0.085},{""min"": 92, ""max"": 94, ""confidence"": 0.06},{""min"": 76, ""max"": 78, ""confidence"": 0.05},{""min"": 94, ""max"": 96, ""confidence"": 0.035}]",,14,female,1,2,10
le_spd_14_female_20,90.0,0.48,"[{""min"": 80,""max"": 100,""confidence"": 0.48},{""min"": 60,""max"": 80,""confidence"": 0.28},{""min"": 100,""max"": 120,""confidence"": 0.16},{""min"": 40,""max"": 60,""confidence"": 0.06},{""min"": 20,""max"": 40,""confidence"": 0.02}]",,14,female,10,20,5
le_spd_14_female_40,90.0,0.65,"```json
[
  {""min"": 70, ""max"": 110, ""confidence"": 0.65},
  {""min"": 60, ""max"": 100, ""confidence"": 0.25},
  {""min"": 80, ""max"": 120, ""confidence"": 0.10}
]
```",,14,female,20,40,3
le_spd_14_male_10,75.0,0.26,"[{""min"":70,""max"":80,""confidence"":0.26},{""min"":80,""max"":90,""confidence"":0.24},{""min"":60,""max"":70,""confidence"":0.18},{""min"":90,""max"":100,""confidence"":0.12},{""min"":50,""max"":60,""confidence"":0.08},{""min"":100,""max"":110,""confidence"":0.05},{""min"":40,""max"":50,""confidence"":0.03},{""min"":110,""max"":120,""confidence"":0.02},{""min"":30,""max"":40,""confidence"":0.015},{""min"":0,""max"":10,""confidence"":0.005}]",,14,male,5,10,10
le_spd_14_male_2,77.0,0.12,"```json
[
  {""min"": 76, ""max"": 78, ""confidence"": 0.12},
  {""min"": 74, ""max"": 76, ""confidence"": 0.11},
  {""min"": 78, ""max"": 80, ""confidence"": 0.11},
  {""min"": 72, ""max"": 74, ""confidence"": 0.09},
  {""min"": 80, ""max"": 82, ""confidence"": 0.09},
  {""min"": 70, ""max"": 72, ""confidence"": 0.08},
  {""min"": 82, ""max"": 84, ""confidence"": 0.08},
  {""min"": 68, ""max"": 70, ""confidence"": 0.07},
  {""min"": 84, ""max"": 86, ""confidence"": 0.06},
  {""min"": 86, ""max"": 88, ""confidence"": 0.05}
]
```",,14,male,1,2,10
