question_id,Answer,Confidence,raw,error,min_age,sex,radius,bin_width,top_n
le_spd_2_male_20,80.0,0.52,"[{""min"": 70,""max"": 90,""confidence"": 0.52},{""min"": 90,""max"": 110,""confidence"": 0.28},{""min"": 50,""max"": 70,""confidence"": 0.14},{""min"": 30,""max"": 50,""confidence"": 0.04},{""min"": 110,""max"": 130,""confidence"": 0.02}]",,2,male,10,20,5
le_spd_2_male_40,90.0,0.74,"[{""min"": 70,""max"": 110,""confidence"": 0.74},{""min"": 30,""max"": 70,""confidence"": 0.24},{""min"": 0,""max"": 30,""confidence"": 0.02}]",,2,male,20,40,3
le_spd_3_male_2,86.0,0.11,"[{""min"":77,""max"":79,""confidence"":0.09},{""min"":79,""max"":81,""confidence"":0.095},{""min"":81,""max"":83,""confidence"":0.1},{""min"":83,""max"":85,""confidence"":0.105},{""min"":85,""max"":87,""confidence"":0.11},{""min"":87,""max"":89,""confidence"":0.1},{""min"":75,""max"":77,""confidence"":0.08},{""min"":89,""max"":91,""confidence"":0.075},{""min"":73,""max"":75,""confidence"":0.065},{""min"":91,""max"":93,""confidence"":0.06}]",,3,male,1,2,10
le_spd_3_male_10,85.0,0.33,"[{""min"": 80,""max"": 90,""confidence"": 0.33},{""min"": 70,""max"": 80,""confidence"": 0.26},{""min"": 90,""max"": 100,""confidence"": 0.2},{""min"": 60,""max"": 70,""confidence"": 0.11},{""min"": 100,""max"": 110,""confidence"": 0.05},{""min"": 50,""max"": 60,""confidence"": 0.03},{""min"": 40,""max"": 50,""confidence"": 0.01},{""min"": 30,""max"": 40,""confidence"": 0.005},{""min"": 20,""max"": 30,""confidence"": 0.0015},{""min"": 10,""max"": 20,""confidence"": 0.0005}]",,3,male,5,10,10
le_spd_3_male_20,90.0,0.62,"[{""min"": 80,""max"": 100,""confidence"": 0.62},{""min"": 60,""max"": 80,""confidence"": 0.28},{""min"": 100,""max"": 120,""confidence"": 0.07},{""min"": 40,""max"": 60,""confidence"": 0.025},{""min"": 20,""max"": 40,""confidence"": 0.005}]",,3,male,10,20,5
le_spd_3_male_40,90.0,0.78,"[{""min"":70,""max"":110,""confidence"":0.78},{""min"":30,""max"":70,""confidence"":0.2},{""min"":110,""max"":150,""confidence"":0.02}]",,3,male,20,40,3
le_spd_4_male_2,81.0,0.11,"[{""min"":72,""max"":74,""confidence"":0.09},{""min"":74,""max"":76,""confidence"":0.095},{""min"":76,""max"":78,""confidence"":0.1},{""min"":78,""max"":80,""confidence"":0.105},{""min"":80,""max"":82,""confidence"":0.11},{""min"":82,""max"":84,""confidence"":0.105},{""min"":84,""max"":86,""confidence"":0.095},{""min"":70,""max"":72,""confidence"":0.08},{""min"":86,""max"":88,""confidence"":0.08},{""min"":88,""max"":90,""confidence"":0.07}]",,4,male,1,2,10
le_spd_4_male_10,85.0,0.29,"[{""min"":80,""max"":90,""confidence"":0.29},{""min"":70,""max"":80,""confidence"":0.27},{""min"":90,""max"":100,""confidence"":0.18},{""min"":60,""max"":70,""confidence"":0.12},{""min"":100,""max"":110,""confidence"":0.07},{""min"":50,""max"":60,""confidence"":0.04},{""min"":110,""max"":120,""confidence"":0.015},{""min"":40,""max"":50,""confidence"":0.007},{""min"":30,""max"":40,""confidence"":0.004},{""min"":20,""max"":30,""confidence"":0.003}]",,4,male,5,10,10
le_spd_4_male_20,90.0,0.42,"[{""min"": 80,""max"": 100,""confidence"": 0.42},{""min"": 60,""max"": 80,""confidence"": 0.34},{""min"": 100,""max"": 120,""confidence"": 0.14},{""min"": 40,""max"": 60,""confidence"": 0.07},{""min"": 20,""max"": 40,""confidence"": 0.03}]",,4,male,10,20,5
le_spd_4_male_40,90.0,0.72,"[{""min"": 70,""max"": 110,""confidence"": 0.72},{""min"": 30,""max"": 70,""confidence"": 0.25},{""min"": 110,""max"": 150,""confidence"": 0.03}]",,4,male,20,40,3
le_spd_5_male_2,79.0,0.16,"[{""min"": 78,""max"": 80,""confidence"": 0.16},{""min"": 80,""max"": 82,""confidence"": 0.155},{""min"": 76,""max"": 78,""confidence"": 0.145},{""min"": 82,""max"": 84,""confidence"": 0.125},{""min"": 74,""max"": 76,""confidence"": 0.11},{""min"": 84,""max"": 86,""confidence"": 0.095},{""min"": 72,""max"": 74,""confidence"": 0.075},{""min"": 86,""max"": 88,""confidence"": 0.065},{""min"": 70,""max"": 72,""confidence"": 0.05},{""min"": 88,""max"": 90,""confidence"": 0.04}]",,5,male,1,2,10
le_spd_5_male_10,85.0,0.26,"[{""min"": 80,""max"": 90,""confidence"":0.26},{""min"": 70,""max"": 80,""confidence"":0.22},{""min"": 90,""max"": 100,""confidence"":0.18},{""min"": 60,""max"": 70,""confidence"":0.12},{""min"": 100,""max"": 110,""confidence"":0.08},{""min"": 50,""max"": 60,""confidence"":0.06},{""min"": 40,""max"": 50,""confidence"":0.03},{""min"": 110,""max"": 120,""confidence"":0.02},{""min"": 30,""max"": 40,""confidence"":0.02},{""min"": 20,""max"": 30,""confidence"":0.01}]",,5,male,5,10,10
le_spd_5_male_20,90.0,0.42,"[{""min"":80,""max"":100,""confidence"":0.42},{""min"":60,""max"":80,""confidence"":0.31},{""min"":100,""max"":120,""confidence"":0.12},{""min"":40,""max"":60,""confidence"":0.09},{""min"":20,""max"":40,""confidence"":0.03}]",,5,male,10,20,5
le_spd_5_male_40,90.0,0.68,"[{""min"": 70,""max"": 110,""confidence"": 0.68},{""min"": 30,""max"": 70,""confidence"": 0.29},{""min"": 110,""max"": 150,""confidence"": 0.03}]",,5,male,20,40,3
le_spd_6_male_2,79.0,0.115,"[{""min"":78,""max"":80,""confidence"":0.115},{""min"":80,""max"":82,""confidence"":0.112},{""min"":76,""max"":78,""confidence"":0.108},{""min"":82,""max"":84,""confidence"":0.103},{""min"":74,""max"":76,""confidence"":0.097},{""min"":84,""max"":86,""confidence"":0.089},{""min"":72,""max"":74,""confidence"":0.082},{""min"":86,""max"":88,""confidence"":0.074},{""min"":70,""max"":72,""confidence"":0.067},{""min"":88,""max"":90,""confidence"":0.058}]",,6,male,1,2,10
le_spd_6_male_10,85.0,0.34,"[{""min"": 80,""max"": 90,""confidence"": 0.34},{""min"": 70,""max"": 80,""confidence"": 0.27},{""min"": 90,""max"": 100,""confidence"": 0.17},{""min"": 60,""max"": 70,""confidence"": 0.12},{""min"": 100,""max"": 110,""confidence"": 0.05},{""min"": 50,""max"": 60,""confidence"": 0.03},{""min"": 110,""max"": 120,""confidence"": 0.01},{""min"": 40,""max"": 50,""confidence"": 0.006},{""min"": 30,""max"": 40,""confidence"": 0.003},{""min"": 20,""max"": 30,""confidence"": 0.001}]",,6,male,5,10,10
le_spd_6_male_20,90.0,0.47,"[{""min"": 80,""max"": 100,""confidence"": 0.47},{""min"": 60,""max"": 80,""confidence"": 0.33},{""min"": 100,""max"": 120,""confidence"": 0.12},{""min"": 40,""max"": 60,""confidence"": 0.06},{""min"": 20,""max"": 40,""confidence"": 0.02}]",,6,male,10,20,5
le_spd_6_male_40,90.0,0.86,"[{""min"": 70, ""max"": 110, ""confidence"": 0.86},{""min"": 30, ""max"": 70, ""confidence"": 0.13},{""min"": 110, ""max"": 150, ""confidence"": 0.01}]",,6,male,20,40,3
le_spd_7_male_2,79.0,0.13,"[{""min"": 78,""max"": 80,""confidence"": 0.13},{""min"": 80,""max"": 82,""confidence"": 0.13},{""min"": 76,""max"": 78,""confidence"": 0.12},{""min"": 82,""max"": 84,""confidence"": 0.12},{""min"": 74,""max"": 76,""confidence"": 0.1},{""min"": 84,""max"": 86,""confidence"": 0.1},{""min"": 72,""max"": 74,""confidence"": 0.08},{""min"": 86,""max"": 88,""confidence"": 0.08},{""min"": 70,""max"": 72,""confidence"": 0.06},{""min"": 88,""max"": 90,""confidence"": 0.05}]",,7,male,1,2,10
le_spd_7_male_10,85.0,0.28,"[{""min"":80,""max"":90,""confidence"":0.28},{""min"":70,""max"":80,""confidence"":0.23},{""min"":90,""max"":100,""confidence"":0.16},{""min"":60,""max"":70,""confidence"":0.14},{""min"":100,""max"":110,""confidence"":0.07},{""min"":50,""max"":60,""confidence"":0.05},{""min"":40,""max"":50,""confidence"":0.03},{""min"":110,""max"":120,""confidence"":0.02},{""min"":30,""max"":40,""confidence"":0.01},{""min"":20,""max"":30,""confidence"":0.01}]",,7,male,5,10,10
le_spd_7_male_20,80.0,0.56,"[{""min"": 70,""max"": 90,""confidence"": 0.56},{""min"": 90,""max"": 110,""confidence"": 0.27},{""min"": 50,""max"": 70,""confidence"": 0.13},{""min"": 30,""max"": 50,""confidence"": 0.02},{""min"": 110,""max"": 130,""confidence"": 0.01}]",,7,male,10,20,5
le_spd_7_male_40,90.0,0.93,"[{""min"": 70,""max"": 110,""confidence"": 0.93},{""min"": 30,""max"": 70,""confidence"": 0.06},{""min"": 110,""max"": 150,""confidence"": 0.01}]",,7,male,20,40,3
le_spd_8_male_2,79.0,0.11,"[{""min"": 78, ""max"": 80, ""confidence"": 0.11},{""min"": 80, ""max"": 82, ""confidence"": 0.11},{""min"": 76, ""max"": 78, ""confidence"": 0.1},{""min"": 82, ""max"": 84, ""confidence"": 0.1},{""min"": 74, ""max"": 76, ""confidence"": 0.09},{""min"": 84, ""max"": 86, ""confidence"": 0.09},{""min"": 72, ""max"": 74, ""confidence"": 0.08},{""min"": 86, ""max"": 88, ""confidence"": 0.08},{""min"": 70, ""max"": 72, ""confidence"": 0.07},{""min"": 88, ""max"": 90, ""confidence"": 0.07}]",,8,male,1,2,10
le_spd_8_male_10,85.0,0.38,"[{""min"": 80,""max"": 90,""confidence"": 0.38},{""min"": 70,""max"": 80,""confidence"": 0.26},{""min"": 90,""max"": 100,""confidence"": 0.16},{""min"": 60,""max"": 70,""confidence"": 0.11},{""min"": 100,""max"": 110,""confidence"": 0.05},{""min"": 50,""max"": 60,""confidence"": 0.025},{""min"": 40,""max"": 50,""confidence"": 0.01},{""min"": 30,""max"": 40,""confidence"": 0.005},{""min"": 20,""max"": 30,""confidence"": 0.003},{""min"": 110,""max"": 120,""confidence"": 0.002}]",,8,male,5,10,10
le_spd_8_male_20,90.0,0.45,"[{""min"": 80,""max"": 100,""confidence"": 0.45},{""min"": 60,""max"": 80,""confidence"": 0.28},{""min"": 100,""max"": 120,""confidence"": 0.18},{""min"": 40,""max"": 60,""confidence"": 0.07},{""min"": 20,""max"": 40,""confidence"": 0.02}]",,8,male,10,20,5
le_spd_8_male_40,90.0,0.68,"[{""min"": 70,""max"": 110,""confidence"": 0.68},{""min"": 30,""max"": 70,""confidence"": 0.28},{""min"": 110,""max"": 150,""confidence"": 0.04}]",,8,male,20,40,3
le_spd_9_male_2,75.0,0.11,"[{""min"":74,""max"":76,""confidence"":0.11},{""min"":76,""max"":78,""confidence"":0.11},{""min"":72,""max"":74,""confidence"":0.1},{""min"":78,""max"":80,""confidence"":0.1},{""min"":80,""max"":82,""confidence"":0.09},{""min"":70,""max"":72,""confidence"":0.09},{""min"":82,""max"":84,""confidence"":0.08},{""min"":68,""max"":70,""confidence"":0.07},{""min"":84,""max"":86,""confidence"":0.07},{""min"":66,""max"":68,""confidence"":0.06}]",,9,male,1,2,10
le_spd_9_male_10,75.0,0.19,"[{""min"":70,""max"":80,""confidence"":0.19},{""min"":80,""max"":90,""confidence"":0.18},{""min"":60,""max"":70,""confidence"":0.16},{""min"":90,""max"":100,""confidence"":0.12},{""min"":50,""max"":60,""confidence"":0.1},{""min"":40,""max"":50,""confidence"":0.08},{""min"":100,""max"":110,""confidence"":0.06},{""min"":30,""max"":40,""confidence"":0.05},{""min"":110,""max"":120,""confidence"":0.03},{""min"":20,""max"":30,""confidence"":0.03}]",,9,male,5,10,10
le_spd_9_male_20,80.0,0.54,"[{""min"": 70,""max"": 90,""confidence"": 0.54},{""min"": 90,""max"": 110,""confidence"": 0.26},{""min"": 50,""max"": 70,""confidence"": 0.12},{""min"": 110,""max"": 130,""confidence"": 0.05},{""min"": 30,""max"": 50,""confidence"": 0.03}]",,9,male,10,20,5
le_spd_9_male_40,90.0,0.68,"[{""min"": 70,""max"": 110,""confidence"": 0.68},{""min"": 30,""max"": 70,""confidence"": 0.28},{""min"": 110,""max"": 150,""confidence"": 0.04}]",,9,male,20,40,3
le_spd_10_male_2,85.0,0.128,"[{""min"": 78,""max"": 80,""confidence"": 0.095},{""min"": 80,""max"": 82,""confidence"": 0.112},{""min"": 82,""max"": 84,""confidence"": 0.123},{""min"": 84,""max"": 86,""confidence"": 0.128},{""min"": 86,""max"": 88,""confidence"": 0.124},{""min"": 88,""max"": 90,""confidence"": 0.109},{""min"": 90,""max"": 92,""confidence"": 0.091},{""min"": 76,""max"": 78,""confidence"": 0.078},{""min"": 92,""max"": 94,""confidence"": 0.064},{""min"": 74,""max"": 76,""confidence"": 0.048}]",,10,male,1,2,10
le_spd_10_male_10,75.0,0.33,"[{""min"":70,""max"":80,""confidence"":0.33},{""min"":80,""max"":90,""confidence"":0.29},{""min"":60,""max"":70,""confidence"":0.14},{""min"":90,""max"":100,""confidence"":0.12},{""min"":50,""max"":60,""confidence"":0.05},{""min"":100,""max"":110,""confidence"":0.03},{""min"":40,""max"":50,""confidence"":0.015},{""min"":110,""max"":120,""confidence"":0.008},{""min"":30,""max"":40,""confidence"":0.005},{""min"":20,""max"":30,""confidence"":0.002}]",,10,male,5,10,10
le_spd_10_male_20,80.0,0.47,"[{""min"": 70,""max"": 90,""confidence"": 0.47},{""min"": 90,""max"": 110,""confidence"": 0.24},{""min"": 50,""max"": 70,""confidence"": 0.18},{""min"": 110,""max"": 130,""confidence"": 0.06},{""min"": 30,""max"": 50,""confidence"": 0.03}]",,10,male,10,20,5
le_spd_10_male_40,90.0,0.62,"[{""min"": 70,""max"": 110,""confidence"": 0.62},{""min"": 30,""max"": 70,""confidence"": 0.31},{""min"": 110,""max"": 150,""confidence"": 0.07}]",,10,male,20,40,3
le_spd_11_male_2,79.0,0.12,"[{""min"": 78,""max"": 80,""confidence"": 0.12},{""min"": 80,""max"": 82,""confidence"": 0.11},{""min"": 82,""max"": 84,""confidence"": 0.1},{""min"": 76,""max"": 78,""confidence"": 0.1},{""min"": 84,""max"": 86,""confidence"": 0.09},{""min"": 74,""max"": 76,""confidence"": 0.09},{""min"": 86,""max"": 88,""confidence"": 0.08},{""min"": 72,""max"": 74,""confidence"": 0.08},{""min"": 88,""max"": 90,""confidence"": 0.07},{""min"": 70,""max"": 72,""confidence"": 0.06}]",,11,male,1,2,10
le_spd_11_male_10,85.0,0.24,"[{""min"":80,""max"":90,""confidence"":0.24},{""min"":70,""max"":80,""confidence"":0.22},{""min"":90,""max"":100,""confidence"":0.14},{""min"":60,""max"":70,""confidence"":0.13},{""min"":50,""max"":60,""confidence"":0.08},{""min"":100,""max"":110,""confidence"":0.07},{""min"":40,""max"":50,""confidence"":0.04},{""min"":110,""max"":120,""confidence"":0.03},{""min"":30,""max"":40,""confidence"":0.02},{""min"":120,""max"":130,""confidence"":0.01}]",,11,male,5,10,10
le_spd_11_male_20,80.0,0.55,"[{""min"":70,""max"":90,""confidence"":0.55},{""min"":90,""max"":110,""confidence"":0.18},{""min"":50,""max"":70,""confidence"":0.14},{""min"":30,""max"":50,""confidence"":0.08},{""min"":110,""max"":130,""confidence"":0.05}]",,11,male,10,20,5
le_spd_11_male_40,90.0,0.82,"[{""min"": 70, ""max"": 110, ""confidence"": 0.82}, {""min"": 30, ""max"": 70, ""confidence"": 0.16}, {""min"": 110, ""max"": 150, ""confidence"": 0.02}]",,11,male,20,40,3
le_spd_12_male_2,85.0,0.14,"[{""min"": 78,""max"": 80,""confidence"": 0.09},{""min"": 80,""max"": 82,""confidence"": 0.11},{""min"": 82,""max"": 84,""confidence"": 0.13},{""min"": 84,""max"": 86,""confidence"": 0.14},{""min"": 86,""max"": 88,""confidence"": 0.13},{""min"": 88,""max"": 90,""confidence"": 0.11},{""min"": 90,""max"": 92,""confidence"": 0.09},{""min"": 76,""max"": 78,""confidence"": 0.07},{""min"": 92,""max"": 94,""confidence"": 0.06},{""min"": 74,""max"": 76,""confidence"": 0.05}]",,12,male,1,2,10
le_spd_12_male_10,85.0,0.34,"[{""min"": 80,""max"": 90,""confidence"": 0.34},{""min"": 70,""max"": 80,""confidence"": 0.24},{""min"": 90,""max"": 100,""confidence"": 0.18},{""min"": 60,""max"": 70,""confidence"": 0.12},{""min"": 50,""max"": 60,""confidence"": 0.05},{""min"": 100,""max"": 110,""confidence"": 0.03},{""min"": 40,""max"": 50,""confidence"": 0.015},{""min"": 30,""max"": 40,""confidence"": 0.007},{""min"": 20,""max"": 30,""confidence"": 0.003},{""min"": 10,""max"": 20,""confidence"": 0.002}]",,12,male,5,10,10
le_spd_12_male_20,80.0,0.44,"[{""min"": 70,""max"": 90,""confidence"": 0.44},{""min"": 80,""max"": 100,""confidence"": 0.32},{""min"": 60,""max"": 80,""confidence"": 0.18},{""min"": 90,""max"": 110,""confidence"": 0.05},{""min"": 40,""max"": 60,""confidence"": 0.01}]",,12,male,10,20,5
le_spd_12_male_40,90.0,0.72,"[{""min"": 70,""max"": 110,""confidence"": 0.72},{""min"": 30,""max"": 70,""confidence"": 0.27},{""min"": 110,""max"": 150,""confidence"": 0.01}]",,12,male,20,40,3
le_spd_13_male_2,79.0,0.12,"[{""min"":78,""max"":80,""confidence"":0.12},{""min"":80,""max"":82,""confidence"":0.118},{""min"":76,""max"":78,""confidence"":0.115},{""min"":82,""max"":84,""confidence"":0.11},{""min"":74,""max"":76,""confidence"":0.105},{""min"":84,""max"":86,""confidence"":0.095},{""min"":72,""max"":74,""confidence"":0.085},{""min"":86,""max"":88,""confidence"":0.075},{""min"":70,""max"":72,""confidence"":0.065},{""min"":88,""max"":90,""confidence"":0.05}]",,13,male,1,2,10
le_spd_13_male_10,85.0,0.34,"[{""min"":80,""max"":90,""confidence"":0.34},{""min"":70,""max"":80,""confidence"":0.24},{""min"":90,""max"":100,""confidence"":0.2},{""min"":60,""max"":70,""confidence"":0.1},{""min"":100,""max"":110,""confidence"":0.06},{""min"":50,""max"":60,""confidence"":0.03},{""min"":110,""max"":120,""confidence"":0.015},{""min"":40,""max"":50,""confidence"":0.006},{""min"":30,""max"":40,""confidence"":0.003},{""min"":20,""max"":30,""confidence"":0.001}]}",,13,male,5,10,10
le_spd_13_male_20,90.0,0.46,"[{""min"": 80,""max"": 100,""confidence"": 0.46},{""min"": 60,""max"": 80,""confidence"": 0.28},{""min"": 100,""max"": 120,""confidence"": 0.14},{""min"": 40,""max"": 60,""confidence"": 0.08},{""min"": 20,""max"": 40,""confidence"": 0.04}]",,13,male,10,20,5
le_spd_13_male_40,90.0,0.78,"[{""min"":70,""max"":110,""confidence"":0.78},{""min"":30,""max"":70,""confidence"":0.19},{""min"":110,""max"":150,""confidence"":0.03}]",,13,male,20,40,3
le_spd_14_male_2,75.0,0.085,"[{""min"":74,""max"":76,""confidence"":0.085},{""min"":76,""max"":78,""confidence"":0.083},{""min"":72,""max"":74,""confidence"":0.082},{""min"":78,""max"":80,""confidence"":0.08},{""min"":70,""max"":72,""confidence"":0.076},{""min"":80,""max"":82,""confidence"":0.074},{""min"":68,""max"":70,""confidence"":0.068},{""min"":82,""max"":84,""confidence"":0.066},{""min"":66,""max"":68,""confidence"":0.058},{""min"":84,""max"":86,""confidence"":0.056}]",,14,male,1,2,10
le_spd_14_male_10,75.0,0.26,"[{""min"":70,""max"":80,""confidence"":0.26},{""min"":80,""max"":90,""confidence"":0.24},{""min"":60,""max"":70,""confidence"":0.18},{""min"":90,""max"":100,""confidence"":0.12},{""min"":50,""max"":60,""confidence"":0.08},{""min"":100,""max"":110,""confidence"":0.05},{""min"":40,""max"":50,""confidence"":0.03},{""min"":110,""max"":120,""confidence"":0.02},{""min"":30,""max"":40,""confidence"":0.015},{""min"":0,""max"":10,""confidence"":0.005}]",,14,male,5,10,10
le_spd_14_male_20,90.0,0.52,"[{""min"": 80,""max"": 100,""confidence"": 0.52},{""min"": 60,""max"": 80,""confidence"": 0.34},{""min"": 100,""max"": 120,""confidence"": 0.08},{""min"": 40,""max"": 60,""confidence"": 0.04},{""min"": 20,""max"": 40,""confidence"": 0.02}]",,14,male,10,20,5
le_spd_14_male_40,90.0,0.72,"[{""min"": 70,""max"": 110,""confidence"": 0.72},{""min"": 30,""max"": 70,""confidence"": 0.24},{""min"": 110,""max"": 150,""confidence"": 0.04}]",,14,male,20,40,3
le_spd_15_male_2,79.0,0.14,"[{""min"":78,""max"":80,""confidence"":0.14},{""min"":80,""max"":82,""confidence"":0.13},{""min"":76,""max"":78,""confidence"":0.12},{""min"":82,""max"":84,""confidence"":0.11},{""min"":74,""max"":76,""confidence"":0.1},{""min"":84,""max"":86,""confidence"":0.09},{""min"":72,""max"":74,""confidence"":0.08},{""min"":86,""max"":88,""confidence"":0.07},{""min"":70,""max"":72,""confidence"":0.06},{""min"":88,""max"":90,""confidence"":0.05}]",,15,male,1,2,10
le_spd_15_male_10,85.0,0.39,"[{""min"": 80,""max"": 90,""confidence"": 0.39},{""min"": 70,""max"": 80,""confidence"": 0.28},{""min"": 90,""max"": 100,""confidence"": 0.18},{""min"": 60,""max"": 70,""confidence"": 0.09},{""min"": 100,""max"": 110,""confidence"": 0.04},{""min"": 50,""max"": 60,""confidence"": 0.015},{""min"": 110,""max"": 120,""confidence"": 0.004},{""min"": 40,""max"": 50,""confidence"": 0.0015},{""min"": 30,""max"": 40,""confidence"": 0.0004},{""min"": 20,""max"": 30,""confidence"": 0.0001}]",,15,male,5,10,10
le_spd_15_male_20,90.0,0.46,"[{""min"": 80,""max"": 100,""confidence"": 0.46},{""min"": 60,""max"": 80,""confidence"": 0.28},{""min"": 100,""max"": 120,""confidence"": 0.14},{""min"": 40,""max"": 60,""confidence"": 0.09},{""min"": 20,""max"": 40,""confidence"": 0.03}]",,15,male,10,20,5
le_spd_15_male_40,90.0,0.78,"[{""min"": 70,""max"": 110,""confidence"": 0.78},{""min"": 30,""max"": 70,""confidence"": 0.2},{""min"": 110,""max"": 150,""confidence"": 0.02}]",,15,male,20,40,3
le_spd_16_male_2,77.0,0.15,"[{""min"": 76,""max"": 78,""confidence"": 0.15},{""min"": 78,""max"": 80,""confidence"": 0.14},{""min"": 74,""max"": 76,""confidence"": 0.13},{""min"": 80,""max"": 82,""confidence"": 0.12},{""min"": 72,""max"": 74,""confidence"": 0.1},{""min"": 82,""max"": 84,""confidence"": 0.09},{""min"": 84,""max"": 86,""confidence"": 0.08},{""min"": 70,""max"": 72,""confidence"": 0.07},{""min"": 86,""max"": 88,""confidence"": 0.06},{""min"": 68,""max"": 70,""confidence"": 0.05}]",,16,male,1,2,10
