question_id,Answer,Confidence,raw,error,tok_in,tok_out,min_age,sex,radius,bin_width,top_n
le_spd_3_male_10,85.0,0.32,"[{""min"":80,""max"":90,""confidence"":0.32},{""min"":70,""max"":80,""confidence"":0.24},{""min"":90,""max"":100,""confidence"":0.18},{""min"":60,""max"":70,""confidence"":0.14},{""min"":100,""max"":110,""confidence"":0.06},{""min"":50,""max"":60,""confidence"":0.03},{""min"":110,""max"":120,""confidence"":0.015},{""min"":40,""max"":50,""confidence"":0.005},{""min"":30,""max"":40,""confidence"":0.002},{""min"":20,""max"":30,""confidence"":0.001}]",,124,152,3,male,5,10,10
le_spd_3_male_20,90.0,0.33,"[{""min"": 80,""max"": 100,""confidence"": 0.33},{""min"": 60,""max"": 80,""confidence"": 0.29},{""min"": 100,""max"": 120,""confidence"": 0.16},{""min"": 40,""max"": 60,""confidence"": 0.14},{""min"": 20,""max"": 40,""confidence"": 0.08}]",,124,97,3,male,10,20,5
le_spd_3_male_40,80.0,0.72,"[{""min"": 60,""max"": 100,""confidence"":0.72},{""min"": 20,""max"": 60,""confidence"":0.18},{""min"": 100,""max"": 140,""confidence"":0.1}]",,124,60,3,male,20,40,3
le_spd_4_male_2,79.0,0.17,"[{""min"": 78,""max"": 80,""confidence"": 0.17},{""min"": 80,""max"": 82,""confidence"": 0.16},{""min"": 76,""max"": 78,""confidence"": 0.13},{""min"": 82,""max"": 84,""confidence"": 0.12},{""min"": 74,""max"": 76,""confidence"": 0.1},{""min"": 84,""max"": 86,""confidence"": 0.09},{""min"": 72,""max"": 74,""confidence"": 0.08},{""min"": 86,""max"": 88,""confidence"": 0.06},{""min"": 70,""max"": 72,""confidence"": 0.05},{""min"": 88,""max"": 90,""confidence"": 0.04}]",,124,182,4,male,1,2,10
le_spd_4_male_10,85.0,0.32,"[{""min"": 80,""max"": 90,""confidence"": 0.32},{""min"": 70,""max"": 80,""confidence"": 0.24},{""min"": 90,""max"": 100,""confidence"": 0.18},{""min"": 60,""max"": 70,""confidence"": 0.12},{""min"": 100,""max"": 110,""confidence"": 0.06},{""min"": 50,""max"": 60,""confidence"": 0.04},{""min"": 110,""max"": 120,""confidence"": 0.015},{""min"": 40,""max"": 50,""confidence"": 0.008},{""min"": 30,""max"": 40,""confidence"": 0.004},{""min"": 20,""max"": 30,""confidence"": 0.003}]",,124,182,4,male,5,10,10
le_spd_4_male_20,90.0,0.42,"[{""min"": 80,""max"": 100,""confidence"": 0.42},{""min"": 60,""max"": 80,""confidence"": 0.33},{""min"": 100,""max"": 120,""confidence"": 0.12},{""min"": 40,""max"": 60,""confidence"": 0.08},{""min"": 20,""max"": 40,""confidence"": 0.05}]",,124,97,4,male,10,20,5
le_spd_4_male_40,90.0,0.8,"[{""min"": 70,""max"": 110,""confidence"": 0.8},{""min"": 30,""max"": 70,""confidence"": 0.18},{""min"": 110,""max"": 150,""confidence"": 0.02}]",,124,63,4,male,20,40,3
le_spd_5_male_2,85.0,0.14,"[{""min"": 78,""max"": 80,""confidence"": 0.1},{""min"": 80,""max"": 82,""confidence"": 0.12},{""min"": 82,""max"": 84,""confidence"": 0.13},{""min"": 84,""max"": 86,""confidence"": 0.14},{""min"": 86,""max"": 88,""confidence"": 0.13},{""min"": 88,""max"": 90,""confidence"": 0.11},{""min"": 76,""max"": 78,""confidence"": 0.09},{""min"": 90,""max"": 92,""confidence"": 0.08},{""min"": 74,""max"": 76,""confidence"": 0.06},{""min"": 92,""max"": 94,""confidence"": 0.04}]",,124,182,5,male,1,2,10
le_spd_5_male_10,85.0,0.35,"[{""min"": 80,""max"": 90,""confidence"": 0.35},{""min"": 70,""max"": 80,""confidence"": 0.25},{""min"": 90,""max"": 100,""confidence"": 0.2},{""min"": 60,""max"": 70,""confidence"": 0.1},{""min"": 100,""max"": 110,""confidence"": 0.05},{""min"": 50,""max"": 60,""confidence"": 0.03},{""min"": 110,""max"": 120,""confidence"": 0.01},{""min"": 40,""max"": 50,""confidence"": 0.005},{""min"": 30,""max"": 40,""confidence"": 0.003},{""min"": 20,""max"": 30,""confidence"": 0.002}]",,124,182,5,male,5,10,10
le_spd_5_male_20,90.0,0.46,"[{""min"": 80,""max"": 100,""confidence"": 0.46},{""min"": 60,""max"": 80,""confidence"": 0.34},{""min"": 40,""max"": 60,""confidence"": 0.1},{""min"": 100,""max"": 120,""confidence"": 0.08},{""min"": 20,""max"": 40,""confidence"": 0.02}]",,124,97,5,male,10,20,5
le_spd_5_male_40,90.0,0.72,"[{""min"": 70, ""max"": 110, ""confidence"": 0.72}, {""min"": 30, ""max"": 70, ""confidence"": 0.22}, {""min"": 110, ""max"": 150, ""confidence"": 0.06}]",,124,71,5,male,20,40,3
le_spd_6_male_2,77.0,0.11,"[{""min"": 76,""max"": 78,""confidence"": 0.11},{""min"": 78,""max"": 80,""confidence"": 0.11},{""min"": 74,""max"": 76,""confidence"": 0.1},{""min"": 80,""max"": 82,""confidence"": 0.1},{""min"": 82,""max"": 84,""confidence"": 0.09},{""min"": 72,""max"": 74,""confidence"": 0.09},{""min"": 84,""max"": 86,""confidence"": 0.08},{""min"": 70,""max"": 72,""confidence"": 0.08},{""min"": 86,""max"": 88,""confidence"": 0.07},{""min"": 68,""max"": 70,""confidence"": 0.07}]",,124,182,6,male,1,2,10
le_spd_6_male_10,85.0,0.32,"[{""min"": 80,""max"": 90,""confidence"": 0.32},{""min"": 70,""max"": 80,""confidence"": 0.26},{""min"": 90,""max"": 100,""confidence"": 0.18},{""min"": 60,""max"": 70,""confidence"": 0.1},{""min"": 100,""max"": 110,""confidence"": 0.06},{""min"": 50,""max"": 60,""confidence"": 0.03},{""min"": 110,""max"": 120,""confidence"": 0.02},{""min"": 40,""max"": 50,""confidence"": 0.01},{""min"": 30,""max"": 40,""confidence"": 0.01},{""min"": 20,""max"": 30,""confidence"": 0.01}]",,124,182,6,male,5,10,10
le_spd_6_male_20,90.0,0.32,"[{""min"": 80,""max"": 100,""confidence"": 0.32},{""min"": 60,""max"": 80,""confidence"": 0.28},{""min"": 100,""max"": 120,""confidence"": 0.16},{""min"": 40,""max"": 60,""confidence"": 0.14},{""min"": 20,""max"": 40,""confidence"": 0.07}]",,124,97,6,male,10,20,5
le_spd_6_male_40,80.0,0.62,"[{""min"": 60,""max"": 100,""confidence"": 0.62},{""min"": 80,""max"": 120,""confidence"": 0.28},{""min"": 40,""max"": 80,""confidence"": 0.1}]",,124,63,6,male,20,40,3
le_spd_7_male_2,85.0,0.14,"[{""min"": 78,""max"": 80,""confidence"": 0.1},{""min"": 80,""max"": 82,""confidence"": 0.12},{""min"": 82,""max"": 84,""confidence"": 0.13},{""min"": 84,""max"": 86,""confidence"": 0.14},{""min"": 86,""max"": 88,""confidence"": 0.13},{""min"": 88,""max"": 90,""confidence"": 0.11},{""min"": 76,""max"": 78,""confidence"": 0.08},{""min"": 90,""max"": 92,""confidence"": 0.08},{""min"": 74,""max"": 76,""confidence"": 0.06},{""min"": 92,""max"": 94,""confidence"": 0.05}]",,124,182,7,male,1,2,10
le_spd_7_male_10,75.0,0.22,"[{""min"": 70,""max"": 80,""confidence"": 0.22},{""min"": 80,""max"": 90,""confidence"": 0.2},{""min"": 60,""max"": 70,""confidence"": 0.18},{""min"": 90,""max"": 100,""confidence"": 0.12},{""min"": 50,""max"": 60,""confidence"": 0.1},{""min"": 100,""max"": 110,""confidence"": 0.06},{""min"": 40,""max"": 50,""confidence"": 0.045},{""min"": 110,""max"": 120,""confidence"": 0.02},{""min"": 30,""max"": 40,""confidence"": 0.01},{""min"": 20,""max"": 30,""confidence"": 0.005}]",,124,182,7,male,5,10,10
le_spd_7_male_20,90.0,0.36,"[{""min"": 80,""max"": 100,""confidence"": 0.36},{""min"": 60,""max"": 80,""confidence"": 0.26},{""min"": 100,""max"": 120,""confidence"": 0.18},{""min"": 40,""max"": 60,""confidence"": 0.12},{""min"": 20,""max"": 40,""confidence"": 0.08}]",,124,97,7,male,10,20,5
le_spd_7_male_40,90.0,0.72,"[{""min"":70,""max"":110,""confidence"":0.72},{""min"":30,""max"":70,""confidence"":0.25},{""min"":110,""max"":150,""confidence"":0.03}]",,124,54,7,male,20,40,3
le_spd_8_male_2,79.0,0.14,"[{""min"": 78,""max"": 80,""confidence"": 0.14},{""min"": 80,""max"": 82,""confidence"": 0.14},{""min"": 82,""max"": 84,""confidence"": 0.13},{""min"": 84,""max"": 86,""confidence"": 0.12},{""min"": 76,""max"": 78,""confidence"": 0.11},{""min"": 86,""max"": 88,""confidence"": 0.1},{""min"": 74,""max"": 76,""confidence"": 0.09},{""min"": 88,""max"": 90,""confidence"": 0.08},{""min"": 72,""max"": 74,""confidence"": 0.05},{""min"": 90,""max"": 92,""confidence"": 0.04}]",,124,182,8,male,1,2,10
le_spd_8_male_10,75.0,0.28,"[{""min"": 70,""max"": 80,""confidence"": 0.28},{""min"": 80,""max"": 90,""confidence"": 0.24},{""min"": 60,""max"": 70,""confidence"": 0.17},{""min"": 90,""max"": 100,""confidence"": 0.13},{""min"": 50,""max"": 60,""confidence"": 0.08},{""min"": 100,""max"": 110,""confidence"": 0.05},{""min"": 40,""max"": 50,""confidence"": 0.02},{""min"": 30,""max"": 40,""confidence"": 0.01},{""min"": 20,""max"": 30,""confidence"": 0.01},{""min"": 110,""max"": 120,""confidence"": 0.01}]",,124,182,8,male,5,10,10
le_spd_8_male_20,90.0,0.42,"[{""min"": 80,""max"": 100,""confidence"": 0.42},{""min"": 60,""max"": 80,""confidence"": 0.31},{""min"": 100,""max"": 120,""confidence"": 0.17},{""min"": 40,""max"": 60,""confidence"": 0.06},{""min"": 20,""max"": 40,""confidence"": 0.04}]",,124,97,8,male,10,20,5
le_spd_8_male_40,90.0,0.86,"[{""min"": 70,""max"": 110,""confidence"": 0.86},{""min"": 30,""max"": 70,""confidence"": 0.13},{""min"": 110,""max"": 150,""confidence"": 0.01}]",,124,63,8,male,20,40,3
le_spd_9_male_2,75.0,0.11,"[{""min"": 74,""max"": 76,""confidence"": 0.11},{""min"": 76,""max"": 78,""confidence"": 0.11},{""min"": 72,""max"": 74,""confidence"": 0.1},{""min"": 78,""max"": 80,""confidence"": 0.1},{""min"": 70,""max"": 72,""confidence"": 0.09},{""min"": 80,""max"": 82,""confidence"": 0.09},{""min"": 82,""max"": 84,""confidence"": 0.08},{""min"": 68,""max"": 70,""confidence"": 0.08},{""min"": 84,""max"": 86,""confidence"": 0.07},{""min"": 66,""max"": 68,""confidence"": 0.06}]",,124,182,9,male,1,2,10
le_spd_9_male_10,75.0,0.22,"[{""min"": 70,""max"": 80,""confidence"": 0.22},{""min"": 80,""max"": 90,""confidence"": 0.2},{""min"": 60,""max"": 70,""confidence"": 0.18},{""min"": 90,""max"": 100,""confidence"": 0.13},{""min"": 50,""max"": 60,""confidence"": 0.1},{""min"": 40,""max"": 50,""confidence"": 0.06},{""min"": 100,""max"": 110,""confidence"": 0.05},{""min"": 30,""max"": 40,""confidence"": 0.03},{""min"": 20,""max"": 30,""confidence"": 0.02},{""min"": 10,""max"": 20,""confidence"": 0.01}]",,124,182,9,male,5,10,10
le_spd_9_male_20,90.0,0.48,"[{""min"": 80,""max"": 100,""confidence"": 0.48},{""min"": 60,""max"": 80,""confidence"": 0.33},{""min"": 100,""max"": 120,""confidence"": 0.1},{""min"": 40,""max"": 60,""confidence"": 0.06},{""min"": 20,""max"": 40,""confidence"": 0.03}]",,124,97,9,male,10,20,5
le_spd_9_male_40,90.0,0.72,"[{""min"": 70, ""max"": 110, ""confidence"": 0.72}, {""min"": 30, ""max"": 70, ""confidence"": 0.22}, {""min"": 110, ""max"": 150, ""confidence"": 0.06}]",,124,71,9,male,20,40,3
le_spd_10_male_2,79.0,0.122,"[{""min"":78,""max"":80,""confidence"":0.122},{""min"":80,""max"":82,""confidence"":0.12},{""min"":76,""max"":78,""confidence"":0.115},{""min"":82,""max"":84,""confidence"":0.109},{""min"":74,""max"":76,""confidence"":0.101},{""min"":84,""max"":86,""confidence"":0.093},{""min"":72,""max"":74,""confidence"":0.08},{""min"":86,""max"":88,""confidence"":0.075},{""min"":70,""max"":72,""confidence"":0.063},{""min"":88,""max"":90,""confidence"":0.055}]",,124,152,10,male,1,2,10
le_spd_10_male_10,85.0,0.27,"[{""min"":80,""max"":90,""confidence"":0.27},{""min"":70,""max"":80,""confidence"":0.24},{""min"":90,""max"":100,""confidence"":0.18},{""min"":60,""max"":70,""confidence"":0.16},{""min"":100,""max"":110,""confidence"":0.07},{""min"":50,""max"":60,""confidence"":0.04},{""min"":40,""max"":50,""confidence"":0.015},{""min"":30,""max"":40,""confidence"":0.007},{""min"":20,""max"":30,""confidence"":0.003},{""min"":10,""max"":20,""confidence"":0.001}]",,124,152,10,male,5,10,10
le_spd_10_male_20,80.0,0.38,"[{""min"": 70,""max"": 90,""confidence"": 0.38},{""min"": 50,""max"": 70,""confidence"": 0.27},{""min"": 90,""max"": 110,""confidence"": 0.21},{""min"": 30,""max"": 50,""confidence"": 0.1},{""min"": 10,""max"": 30,""confidence"": 0.04}]",,124,97,10,male,10,20,5
le_spd_10_male_40,90.0,0.78,"[{""min"":70,""max"":110,""confidence"":0.78},{""min"":30,""max"":70,""confidence"":0.19},{""min"":110,""max"":150,""confidence"":0.03}]",,124,48,10,male,20,40,3
le_spd_11_male_2,91.0,0.11,"[{""min"": 76,""max"": 78,""confidence"": 0.07},{""min"": 78,""max"": 80,""confidence"": 0.075},{""min"": 80,""max"": 82,""confidence"": 0.08},{""min"": 82,""max"": 84,""confidence"": 0.085},{""min"": 84,""max"": 86,""confidence"": 0.09},{""min"": 86,""max"": 88,""confidence"": 0.1},{""min"": 88,""max"": 90,""confidence"": 0.105},{""min"": 90,""max"": 92,""confidence"": 0.11},{""min"": 92,""max"": 94,""confidence"": 0.09},{""min"": 94,""max"": 96,""confidence"": 0.075}]",,124,182,11,male,1,2,10
le_spd_11_male_10,85.0,0.29,"[{""min"": 80,""max"": 90,""confidence"": 0.29},{""min"": 70,""max"": 80,""confidence"": 0.25},{""min"": 90,""max"": 100,""confidence"": 0.16},{""min"": 60,""max"": 70,""confidence"": 0.14},{""min"": 50,""max"": 60,""confidence"": 0.06},{""min"": 100,""max"": 110,""confidence"": 0.04},{""min"": 40,""max"": 50,""confidence"": 0.025},{""min"": 30,""max"": 40,""confidence"": 0.01},{""min"": 110,""max"": 120,""confidence"": 0.008},{""min"": 20,""max"": 30,""confidence"": 0.001}]",,124,182,11,male,5,10,10
le_spd_11_male_20,80.0,0.45,"[{""min"": 70,""max"": 90,""confidence"": 0.45},{""min"": 90,""max"": 110,""confidence"": 0.22},{""min"": 50,""max"": 70,""confidence"": 0.2},{""min"": 30,""max"": 50,""confidence"": 0.08},{""min"": 110,""max"": 130,""confidence"": 0.05}]",,124,97,11,male,10,20,5
le_spd_11_male_40,90.0,0.93,"[{""min"": 70,""max"": 110,""confidence"": 0.93},{""min"": 30,""max"": 70,""confidence"": 0.06},{""min"": 110,""max"": 150,""confidence"": 0.01}]",,124,63,11,male,20,40,3
le_spd_12_male_2,79.0,0.16,"[{""min"": 78,""max"": 80,""confidence"": 0.16},{""min"": 80,""max"": 82,""confidence"": 0.15},{""min"": 76,""max"": 78,""confidence"": 0.14},{""min"": 82,""max"": 84,""confidence"": 0.13},{""min"": 74,""max"": 76,""confidence"": 0.11},{""min"": 84,""max"": 86,""confidence"": 0.09},{""min"": 72,""max"": 74,""confidence"": 0.08},{""min"": 86,""max"": 88,""confidence"": 0.06},{""min"": 70,""max"": 72,""confidence"": 0.05},{""min"": 88,""max"": 90,""confidence"": 0.03}]",,124,182,12,male,1,2,10
le_spd_12_male_10,85.0,0.31,"[{""min"":80,""max"":90,""confidence"":0.31},{""min"":90,""max"":100,""confidence"":0.22},{""min"":70,""max"":80,""confidence"":0.19},{""min"":100,""max"":110,""confidence"":0.09},{""min"":60,""max"":70,""confidence"":0.07},{""min"":110,""max"":120,""confidence"":0.04},{""min"":50,""max"":60,""confidence"":0.03},{""min"":40,""max"":50,""confidence"":0.015},{""min"":30,""max"":40,""confidence"":0.008},{""min"":20,""max"":30,""confidence"":0.007}]",,124,152,12,male,5,10,10
le_spd_12_male_20,80.0,0.46,"[{""min"":70,""max"":90,""confidence"":0.46},{""min"":90,""max"":110,""confidence"":0.22},{""min"":50,""max"":70,""confidence"":0.18},{""min"":110,""max"":130,""confidence"":0.08},{""min"":30,""max"":50,""confidence"":0.06}]",,124,82,12,male,10,20,5
le_spd_12_male_40,100.0,0.58,"[{""min"": 80,""max"": 120,""confidence"": 0.58},{""min"": 40,""max"": 80,""confidence"": 0.31},{""min"": 120,""max"": 160,""confidence"": 0.06}]",,124,63,12,male,20,40,3
le_spd_13_male_2,86.0,0.11,"[{""min"":77,""max"":79,""confidence"":0.09},{""min"":79,""max"":81,""confidence"":0.095},{""min"":81,""max"":83,""confidence"":0.1},{""min"":83,""max"":85,""confidence"":0.105},{""min"":85,""max"":87,""confidence"":0.11},{""min"":87,""max"":89,""confidence"":0.1},{""min"":89,""max"":91,""confidence"":0.085},{""min"":91,""max"":93,""confidence"":0.07},{""min"":93,""max"":95,""confidence"":0.055},{""min"":95,""max"":97,""confidence"":0.04}]",,124,152,13,male,1,2,10
le_spd_13_male_10,85.0,0.24,"[{""min"": 80,""max"": 90,""confidence"": 0.24},{""min"": 70,""max"": 80,""confidence"": 0.2},{""min"": 90,""max"": 100,""confidence"": 0.18},{""min"": 60,""max"": 70,""confidence"": 0.14},{""min"": 50,""max"": 60,""confidence"": 0.08},{""min"": 100,""max"": 110,""confidence"": 0.06},{""min"": 40,""max"": 50,""confidence"": 0.04},{""min"": 30,""max"": 40,""confidence"": 0.03},{""min"": 20,""max"": 30,""confidence"": 0.02},{""min"": 13,""max"": 20,""confidence"": 0.01}]",,124,182,13,male,5,10,10
le_spd_13_male_20,90.0,0.45,"[{""min"": 80,""max"": 100,""confidence"": 0.45},{""min"": 60,""max"": 80,""confidence"": 0.32},{""min"": 100,""max"": 120,""confidence"": 0.1},{""min"": 40,""max"": 60,""confidence"": 0.08},{""min"": 20,""max"": 40,""confidence"": 0.05}]",,124,97,13,male,10,20,5
le_spd_13_male_40,90.0,0.72,"[{""min"": 70,""max"": 110,""confidence"": 0.72},{""min"": 30,""max"": 70,""confidence"": 0.24},{""min"": 110,""max"": 150,""confidence"": 0.04}]",,124,63,13,male,20,40,3
le_spd_14_male_2,77.0,0.12,"[{""min"": 76, ""max"": 78, ""confidence"": 0.12},{""min"": 78, ""max"": 80, ""confidence"": 0.11},{""min"": 80, ""max"": 82, ""confidence"": 0.1},{""min"": 82, ""max"": 84, ""confidence"": 0.09},{""min"": 74, ""max"": 76, ""confidence"": 0.09},{""min"": 84, ""max"": 86, ""confidence"": 0.08},{""min"": 72, ""max"": 74, ""confidence"": 0.08},{""min"": 86, ""max"": 88, ""confidence"": 0.07},{""min"": 70, ""max"": 72, ""confidence"": 0.07},{""min"": 88, ""max"": 90, ""confidence"": 0.06}]",,124,202,14,male,1,2,10
le_spd_14_male_10,75.0,0.22,"[{""min"":70,""max"":80,""confidence"":0.22},{""min"":80,""max"":90,""confidence"":0.21},{""min"":60,""max"":70,""confidence"":0.17},{""min"":90,""max"":100,""confidence"":0.14},{""min"":50,""max"":60,""confidence"":0.08},{""min"":100,""max"":110,""confidence"":0.06},{""min"":40,""max"":50,""confidence"":0.04},{""min"":30,""max"":40,""confidence"":0.03},{""min"":110,""max"":120,""confidence"":0.02},{""min"":20,""max"":30,""confidence"":0.01}]",,124,152,14,male,5,10,10
le_spd_14_male_20,80.0,0.55,"[{""min"":70,""max"":90,""confidence"":0.55},{""min"":90,""max"":110,""confidence"":0.2},{""min"":50,""max"":70,""confidence"":0.15},{""min"":30,""max"":50,""confidence"":0.06},{""min"":110,""max"":130,""confidence"":0.04}]",,124,82,14,male,10,20,5
le_spd_14_male_40,90.0,0.78,"[{""min"": 70, ""max"": 110, ""confidence"": 0.78},{""min"": 30, ""max"": 70, ""confidence"": 0.2},{""min"": 110, ""max"": 150, ""confidence"": 0.02}]",,124,69,14,male,20,40,3
le_spd_15_male_2,85.0,0.11,"[{""min"": 78,""max"": 80,""confidence"": 0.08},{""min"": 80,""max"": 82,""confidence"": 0.09},{""min"": 82,""max"": 84,""confidence"": 0.1},{""min"": 84,""max"": 86,""confidence"": 0.11},{""min"": 86,""max"": 88,""confidence"": 0.11},{""min"": 88,""max"": 90,""confidence"": 0.1},{""min"": 76,""max"": 78,""confidence"": 0.08},{""min"": 90,""max"": 92,""confidence"": 0.08},{""min"": 74,""max"": 76,""confidence"": 0.07},{""min"": 92,""max"": 94,""confidence"": 0.06}]",,124,182,15,male,1,2,10
le_spd_15_male_10,75.0,0.26,"[{""min"":70,""max"":80,""confidence"":0.26},{""min"":80,""max"":90,""confidence"":0.23},{""min"":60,""max"":70,""confidence"":0.19},{""min"":90,""max"":100,""confidence"":0.14},{""min"":50,""max"":60,""confidence"":0.08},{""min"":100,""max"":110,""confidence"":0.04},{""min"":40,""max"":50,""confidence"":0.03},{""min"":110,""max"":120,""confidence"":0.01},{""min"":30,""max"":40,""confidence"":0.01},{""min"":20,""max"":30,""confidence"":0.01}]",,124,152,15,male,5,10,10
le_spd_15_male_20,80.0,0.46,"[{""min"": 70,""max"": 90,""confidence"": 0.46},{""min"": 90,""max"": 110,""confidence"": 0.26},{""min"": 50,""max"": 70,""confidence"": 0.18},{""min"": 30,""max"": 50,""confidence"": 0.06},{""min"": 110,""max"": 130,""confidence"": 0.04}]",,124,97,15,male,10,20,5
le_spd_15_male_40,90.0,0.78,"[{""min"":70,""max"":110,""confidence"":0.78},{""min"":30,""max"":70,""confidence"":0.17},{""min"":110,""max"":150,""confidence"":0.05}]",,124,54,15,male,20,40,3
