llm,qset,question_id,stated_confidence,chosen_token_confidence,max_token_confidence,correct
Meta-Llama-3.1-70B-Instruct,boolq_valid,38,0.9,0.9996791853013052,0.9996791853013052,FALSE
Meta-Llama-3.1-70B-Instruct,boolq_valid,39,0.8,0.9889693809473712,0.9889693809473712,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,40,0.9,0.9952173067376902,0.9952173067376902,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,41,0.99,0.999999403961226,0.999999403961226,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,42,0.99,0.9999574702416956,0.9999574702416956,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,43,0.9,0.999998688638958,0.999998688638958,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,44,0.9,0.8575060369435558,0.8575060369435558,FALSE
Meta-Llama-3.1-70B-Instruct,boolq_valid,45,0.9,0.9896610430954152,0.9896610430954152,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,46,0.95,0.9999957067428704,0.9999957067428704,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,47,0.8,0.9991933953056682,0.9991933953056682,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,48,0.95,0.9999789553720944,0.9999789553720944,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,49,0.95,0.9999228580285866,0.9999228580285866,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,50,0.8,0.9999827662875429,0.9999827662875428,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,51,0.95,0.9999967219403157,0.9999967219403156,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,52,0.8,0.9992123972034221,0.9992123972034224,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,53,0.9,0.9999949311129301,0.9999949311129304,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,54,0.8,0.9999681279618166,0.9999681279618166,FALSE
Meta-Llama-3.1-70B-Instruct,boolq_valid,55,0.8,0.9974806509384614,0.9974806509384616,FALSE
Meta-Llama-3.1-70B-Instruct,boolq_valid,56,0.95,0.9999251476336185,0.9999251476336184,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,57,0.95,0.9999107132099956,0.9999107132099956,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,58,0.8,0.9996340585052096,0.9996340585052096,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,59,0.99,0.999999702038545,0.999999702038545,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,60,0.95,0.9999732327488793,0.9999732327488792,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,61,0.95,0.8760673106459295,0.8760673106459295,FALSE
Meta-Llama-3.1-70B-Instruct,boolq_valid,62,0.9,0.8500298309921034,0.8500298309921034,FALSE
Meta-Llama-3.1-70B-Instruct,boolq_valid,63,0.99,0.9999868878448832,0.9999868878448832,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,64,0.95,0.9999781752792222,0.9999781752792224,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,65,0.95,0.9999882578219893,0.9999882578219892,FALSE
Meta-Llama-3.1-70B-Instruct,boolq_valid,66,0.95,0.9999946952112778,0.9999946952112778,FALSE
Meta-Llama-3.1-70B-Instruct,boolq_valid,67,0.95,0.999295345392707,0.999295345392707,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,68,0.95,0.9999959461288213,0.9999959461288211,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,69,0.99,0.9999985695469297,0.9999985695469296,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,70,0.9,0.9998654398902342,0.9998654398902342,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,71,0.95,0.9999988676923546,0.9999988676923548,FALSE
Meta-Llama-3.1-70B-Instruct,boolq_valid,72,0.7,0.999685453794805,0.9996854537948052,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,73,0.95,0.997132022188189,0.9971320221881892,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,74,0.9,0.9965144020778424,0.9965144020778424,FALSE
Meta-Llama-3.1-70B-Instruct,boolq_valid,75,0.95,0.9940673778208504,0.9940673778208504,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,76,0.8,0.999614173182316,0.999614173182316,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,77,0.95,0.9999670399339512,0.9999670399339512,FALSE
Meta-Llama-3.1-70B-Instruct,boolq_valid,78,0.9,0.999666915893401,0.999666915893401,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,79,0.8,0.9981919937771117,0.9981919937771117,FALSE
Meta-Llama-3.1-70B-Instruct,boolq_valid,80,0.8,0.9999576140969194,0.9999576140969194,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,81,0.99,0.9999998211658876,0.9999998211658876,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,82,0.95,0.999686504676196,0.999686504676196,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,83,0.99,0.9999846772836198,0.9999846772836198,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,84,0.9,0.9998328431817205,0.9998328431817204,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,85,0.95,0.9941473740237625,0.9941473740237624,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,86,0.9,0.9984473914972333,0.9984473914972332,FALSE
Meta-Llama-3.1-70B-Instruct,boolq_valid,87,0.99,0.9999982119236441,0.999998211923644,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,88,0.95,0.9999755453754068,0.9999755453754068,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,89,0.8,0.9993682599587014,0.9993682599587014,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,90,0.9,0.9993194839096672,0.9993194839096672,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,91,0.2,0.9992679443903205,0.9992679443903204,FALSE
Meta-Llama-3.1-70B-Instruct,boolq_valid,92,0.99,0.9999990461531326,0.9999990461531326,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,93,0.99,0.9999971981210958,0.9999971981210958,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,94,0.9,0.999706785204464,0.999706785204464,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,95,0.95,0.9913978093481132,0.9913978093481132,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,96,0.8,0.9951253430391473,0.9951253430391472,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,97,0.95,0.999902929478624,0.999902929478624,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,98,0.9,0.9999864701883714,0.9999864701883714,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,99,0,0.997813814151901,0.997813814151901,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,100,0.95,0.999982291198171,0.999982291198171,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,101,0.9,0.999646947989651,0.999646947989651,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,102,0.95,0.9999471569699206,0.9999471569699206,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,103,0.8,0.999677341571076,0.999677341571076,FALSE
Meta-Llama-3.1-70B-Instruct,boolq_valid,104,0.8,0.9996530046098944,0.9996530046098944,FALSE
Meta-Llama-3.1-70B-Instruct,boolq_valid,105,0.8,0.546398392119352,0.546398392119352,FALSE
Meta-Llama-3.1-70B-Instruct,boolq_valid,106,0.95,0.999377978569266,0.999377978569266,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,107,0.8,0.9999976160917148,0.9999976160917148,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,108,0.9,0.9989618923975169,0.9989618923975168,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,109,0.99,0.9999995231031772,0.9999995231031772,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,110,0.95,0.9997921868082023,0.999792186808202,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,111,0.9,0.999609795541705,0.999609795541705,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,112,0.8,0.9948377585956244,0.9948377585956244,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,113,0.8,0.9727195812866736,0.9727195812866736,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,114,0.99,0.9999988073691942,0.9999988073691942,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,115,0.95,0.9999982116450166,0.9999982116450166,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,116,0.95,0.9999597616794557,0.9999597616794555,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,117,0.95,0.9999225711623512,0.9999225711623512,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,118,0.99,0.9999995231746649,0.9999995231746648,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,119,0.95,0.9999971987942418,0.999997198794242,FALSE
Meta-Llama-3.1-70B-Instruct,boolq_valid,120,0.8,0.9999437360305242,0.9999437360305244,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,121,0.8,0.998089519667,0.998089519667,FALSE
Meta-Llama-3.1-70B-Instruct,boolq_valid,122,0.9,0.9989967369066061,0.998996736906606,FALSE
Meta-Llama-3.1-70B-Instruct,boolq_valid,123,0.95,0.9999997019071266,0.9999997019071266,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,124,0.8,0.983376261645411,0.9833762616454108,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,125,0.99,0.999994336152002,0.999994336152002,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,126,0.8,0.999990520948971,0.999990520948971,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,127,0.95,0.9999099117307865,0.9999099117307864,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,128,0.9,0.9998284181613218,0.9998284181613218,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,129,0.8,0.9998912916955681,0.999891291695568,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,130,0.9,0.9252449804848232,0.9252449804848232,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,131,0.8,0.9339308328935457,0.9339308328935456,FALSE
Meta-Llama-3.1-70B-Instruct,boolq_valid,132,0.2,0.9969453105134818,0.996945310513482,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,133,0.99,0.9999489026592678,0.9999489026592678,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,134,0.95,0.9999968404754882,0.9999968404754882,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,135,0.95,0.9999996423084909,0.9999996423084908,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,136,0.95,0.9983438294668293,0.9983438294668292,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,137,0.95,0.9991010130959702,0.9991010130959702,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,138,0.95,0.9999968998867922,0.9999968998867922,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,139,0.9,0.9999864722073288,0.9999864722073288,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,140,0.95,0.9999259123980565,0.9999259123980564,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,141,0.95,0.9999984505262877,0.9999984505262876,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,142,1,0.9999969009364058,0.999996900936406,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,143,0.9,0.9999929646973881,0.999992964697388,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,144,0.8,0.9989212016462478,0.9989212016462478,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,145,0.8,0.9999141126000514,0.9999141126000514,FALSE
Meta-Llama-3.1-70B-Instruct,boolq_valid,146,0.95,0.9998673785666001,0.9998673785666,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,147,0.95,0.9997719967261497,0.9997719967261496,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,148,0.4,0.6522441175029429,0.6522441175029429,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,149,0.6,0.9995934618495994,0.9995934618495994,FALSE
Meta-Llama-3.1-70B-Instruct,boolq_valid,150,0.8,0.8288125784452833,0.8288125784452833,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,151,0.8,0.9916716154834012,0.9916716154834012,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,152,0.95,0.999980384939306,0.999980384939306,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,153,0.8,0.979651157938163,0.979651157938163,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,154,0.99,0.999986113912995,0.9999861139129952,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,155,0.9,0.9997635365913266,0.9997635365913268,FALSE
Meta-Llama-3.1-70B-Instruct,boolq_valid,156,0.99,0.9999998808080168,0.9999998808080168,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,157,0.9,0.999913026118215,0.999913026118215,FALSE
Meta-Llama-3.1-70B-Instruct,boolq_valid,158,0.9,0.999981461391918,0.999981461391918,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,159,0.95,0.999936982892316,0.999936982892316,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,160,0.8,0.9993260769013916,0.9993260769013916,FALSE
Meta-Llama-3.1-70B-Instruct,boolq_valid,161,0.99,0.9999656708327536,0.9999656708327536,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,162,1,0.9999913579348492,0.9999913579348492,FALSE
Meta-Llama-3.1-70B-Instruct,boolq_valid,163,0.9,0.99984231473859,0.99984231473859,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,164,0.9,0.9982014624401014,0.9982014624401014,FALSE
Meta-Llama-3.1-70B-Instruct,boolq_valid,165,0.8,0.9892870983705276,0.9892870983705276,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,166,0.9,0.9995636289208168,0.9995636289208168,FALSE
Meta-Llama-3.1-70B-Instruct,boolq_valid,167,0.95,0.9997332313641925,0.9997332313641925,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,168,0.95,0.9999991058885465,0.9999991058885463,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,169,0.95,0.9999818102661665,0.9999818102661664,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,170,0.95,0.9998753369509266,0.9998753369509268,FALSE
Meta-Llama-3.1-70B-Instruct,boolq_valid,171,0.8,0.9779372886619394,0.9779372886619394,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,172,0.7,0.9932828807342349,0.9932828807342348,FALSE
Meta-Llama-3.1-70B-Instruct,boolq_valid,173,0.8,0.999977216064297,0.999977216064297,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,174,0.9,0.9985309099666706,0.9985309099666708,FALSE
Meta-Llama-3.1-70B-Instruct,boolq_valid,175,0.95,0.9997910427385381,0.999791042738538,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,176,0.8,0.8633670273794586,0.8633670273794586,FALSE
Meta-Llama-3.1-70B-Instruct,boolq_valid,177,0.95,0.9991120982517436,0.9991120982517436,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,178,0.95,0.999996542324482,0.999996542324482,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,179,0.95,0.9999964241307524,0.9999964241307524,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,180,0.8,0.9987281336654281,0.998728133665428,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,181,0.95,0.9999664481665592,0.9999664481665592,FALSE
Meta-Llama-3.1-70B-Instruct,boolq_valid,182,0.8,0.9976961422376768,0.9976961422376768,FALSE
Meta-Llama-3.1-70B-Instruct,boolq_valid,183,0.9,0.9998073096649346,0.9998073096649346,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,184,0.95,0.9999345861255201,0.99993458612552,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,185,0.99,0.9999988671626586,0.9999988671626586,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,186,0.99,0.9999967804322782,0.9999967804322782,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,187,0.9,0.9999859870660024,0.9999859870660024,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,188,0.95,0.8794524662549595,0.8794524662549595,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,189,0.9,0.7693313657032478,0.7693313657032478,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,190,0.95,0.9948552827317994,0.9948552827317994,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,191,0.8,0.9999431472197381,0.999943147219738,FALSE
Meta-Llama-3.1-70B-Instruct,boolq_valid,192,0.9,0.9997340429337336,0.9997340429337336,FALSE
Meta-Llama-3.1-70B-Instruct,boolq_valid,193,0.9,0.9999884959929397,0.9999884959929396,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,194,0.95,0.9998549147624229,0.9998549147624228,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,195,0.99,0.9999991055688713,0.9999991055688712,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,197,0.8,0.9531320658881444,0.9531320658881444,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,198,0.95,0.9999956485263466,0.9999956485263466,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,199,0.99,0.9999738911285094,0.9999738911285094,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,200,0.95,0.9999945752430186,0.9999945752430188,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,201,0.8,0.9987333524770714,0.9987333524770716,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,202,0.99,0.9999952922126584,0.9999952922126584,FALSE
Meta-Llama-3.1-70B-Instruct,boolq_valid,203,0.7,0.999748166793266,0.999748166793266,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,204,0.99,0.9999885562608488,0.9999885562608488,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,205,0.9,0.9999495482390696,0.9999495482390696,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,206,0.95,0.9998666085259444,0.9998666085259444,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,207,0.8,0.9931676779483096,0.9931676779483096,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,208,0.95,0.99999797345923,0.99999797345923,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,209,0.8,0.9999951118725462,0.9999951118725462,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,210,0.95,0.999966315244281,0.999966315244281,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,211,0.95,0.9999972578350954,0.9999972578350954,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,212,0.8,0.9982881481016809,0.9982881481016808,FALSE
Meta-Llama-3.1-70B-Instruct,boolq_valid,213,1,0.9999994635129494,0.9999994635129494,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,214,0.8,0.9993053093074646,0.9993053093074646,FALSE
Meta-Llama-3.1-70B-Instruct,boolq_valid,215,0.95,0.9999222084687854,0.9999222084687854,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,216,0.95,0.8057758375739416,0.8057758375739416,FALSE
Meta-Llama-3.1-70B-Instruct,boolq_valid,217,0.95,0.9998190454540414,0.9998190454540417,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,218,0.9,0.9998723491410333,0.9998723491410332,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,219,0.95,0.999997732429822,0.999997732429822,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,220,0.9,0.9998691241839258,0.9998691241839258,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,221,0.95,0.999930787794663,0.999930787794663,FALSE
Meta-Llama-3.1-70B-Instruct,boolq_valid,222,0.8,0.9999843243624381,0.999984324362438,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,223,0.8,0.9985550408533542,0.9985550408533542,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,224,0.99,0.9999944564326572,0.9999944564326572,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,225,0.95,0.999871850181776,0.999871850181776,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,226,0.9,0.9995480737852099,0.9995480737852098,FALSE
Meta-Llama-3.1-70B-Instruct,boolq_valid,227,0.9,0.9999970775120156,0.9999970775120156,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,228,0.8,0.9999439756410856,0.9999439756410856,FALSE
Meta-Llama-3.1-70B-Instruct,boolq_valid,229,0.95,0.9999568364169957,0.9999568364169956,FALSE
Meta-Llama-3.1-70B-Instruct,boolq_valid,230,0.95,0.999984142139843,0.999984142139843,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,231,0.8,0.7110741905787763,0.7110741905787763,FALSE
Meta-Llama-3.1-70B-Instruct,boolq_valid,232,0.9,0.9997281019356428,0.9997281019356428,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,234,0.9,0.99975662658935,0.99975662658935,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,235,0.95,0.9999775850556228,0.9999775850556228,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,236,0.95,0.9963954499574661,0.996395449957466,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,237,0.9,0.9933985727244257,0.9933985727244256,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,238,0.8,0.9793423106694996,0.9793423106694996,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,239,0.9,0.999996602259414,0.999996602259414,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,240,0.99,0.9997831367700998,0.9997831367700998,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,241,0.95,0.9999949905252344,0.9999949905252344,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,242,0.8,0.9999835903081138,0.9999835903081138,FALSE
Meta-Llama-3.1-70B-Instruct,boolq_valid,243,0.8,0.9998867423450344,0.9998867423450344,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,244,0.9,0.8671843754884037,0.8671843754884037,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,245,0.8,0.9999710277805433,0.9999710277805433,FALSE
Meta-Llama-3.1-70B-Instruct,boolq_valid,246,0.9,0.9964204207670568,0.9964204207670568,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,247,0.99,0.9999837858946464,0.9999837858946464,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,248,0.95,0.999435015348541,0.9994350153485412,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,249,0.95,0.999689787811162,0.999689787811162,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,250,0.99,0.9999969598228066,0.9999969598228066,FALSE
Meta-Llama-3.1-70B-Instruct,boolq_valid,251,0.9,0.999561532361167,0.9995615323611672,TRUE
Meta-Llama-3.1-70B-Instruct,boolq_valid,252,0.9,0.9999954687681566,0.9999954687681566,TRUE
